"letm_gtv_grady_499","letm_gtv_kurtosis_496","letm_gtv_gradz_471","letm_gtv_d1_462","sub"
0.158636809560619,-0.267379123008051,0.260529811258593,-0.608301278502277,1085983
-0.29544273849034,-0.438004741133652,0.771584186139935,-0.534056990756069,1125173
1.85449158049298,-0.498343033592041,-3.71422827806996,1.86337021631148,1154608
0.866488980010975,-0.466104998398934,-0.613136014007657,-0.023990397889661,1181124
0.0330886628224027,-0.43918476328163,2.1439151000884,0.103152163777336,1183075
-0.66526100561246,-0.467886813283779,0.220578607113768,-0.165451894549451,1232870
-0.47438497077398,-0.26491994396696,0.673695107520537,0.576222147975664,1279943
-0.807195621335088,-0.793091016524871,-0.683913567576753,-0.805774934920844,1329352
-0.429776435504416,-0.588710832146632,-1.47257760944502,-0.344159248516471,1330263
-3.85196625904264,-0.150072796108649,-6.00628614577037,0.979527105166089,1364384
-0.244743008397026,-0.662249777567547,-2.92429548514533,0.736201705939023,1386095
-0.392193101076221,1.37332061410031,-0.0763402042103981,-0.29498871174834,1458656
0.194940309689216,-0.483916669295693,-0.0302663479363091,-0.997876779972991,1485662
-1.05414359883427,-0.414572416761823,-0.170324280153862,-1.0052531941663,1497807
0.294679766649735,-0.45325876115322,1.12319315984647,-0.506170135470079,1501387
0.500381110553411,-0.650586365276328,0.855169221494031,-0.768716974603314,1518948
0.721076264421659,-0.389845270683873,-0.847188730261706,0.797891961087524,1526417
-0.720744189600967,0.524503576124154,-0.0268762081370245,0.994196902059288,1565177
0.277253370495256,-0.590056768260671,-0.471168346607536,-0.462013176368359,1606693
-0.0325439861199305,-0.606999904867577,1.02559440749775,-0.578613026445667,1612262
-0.0575711220972994,1.2318141275887,-0.148787845003244,-0.594526232317448,1614566
0.31169601607276,-0.580784480321966,0.490509327662283,-0.796392971002532,1644034
-0.602012797932904,-0.509817139828383,0.886988694828879,-0.194292224816542,1668599
0.0252974213361751,-0.3073515390498,0.637262438906236,-0.131673703988218,1671370
0.0857975771918468,-0.480275147122179,1.07806516202183,-0.0746380729097194,1684230
-0.425641833730456,-0.224164079850772,-0.0939108550241252,-0.196897505492731,1692385
-1.03585741340449,0.114066409164998,-0.42257411302805,0.456746909767838,1720713
-0.219528579374068,0.225237928967961,0.160726745323767,-0.815925588546176,1738800
0.130081184953994,0.0979809332602396,-0.152922109024556,0.298233075081121,1740845
0.841541120557613,-0.456958796778499,-0.421712677687987,0.23631189968889,1742294
1.15934724605275,0.0129005000247266,-0.0688979478634211,0.624231490077546,1767700
-0.21677763390083,-0.388179470728417,-0.438055795517897,-0.346361399172417,1768972
-0.0229459332610732,0.464340686652515,-0.219719445722935,1.01727990045512,1889409
