"mkm2d_ptv4_lbp.3D.m2_firstorder_Maximum_249","mkm2d_ptv4_wavelet.HHH_firstorder_Median_247","mkm2d_ptv4_wavelet.HHH_firstorder_Mean_241","mkm2d_ptv4_wavelet.HHH_glcm_ClusterShade_236","mkm2d_ptv4_wavelet.HHL_firstorder_Skewness_234","mkm2d_ptv4_wavelet.HHH_firstorder_Skewness_230","mkm2d_ptv4_lbp.3D.k_gldm_SmallDependenceLowGrayLevelEmphasis_230","sub"
-0.516244438604108,-0.0291815755185405,0.524170934874721,0.30088708130513,-0.684715390712946,0.407596736015425,-0.212197526927916,1085983
-0.424793059106971,-1.10671138055212,-0.437819171639459,0.391516206106529,-1.05554979969592,0.845010161159834,-0.813198698408912,1125173
2.06200838339309,0.966021167622813,-0.141197515980527,0.169665974900017,-2.08744640412836,0.544287687246867,0.192754807823667,1154608
-0.516244438604108,-0.103514514680647,-1.51607107702269,-0.523505349574311,1.65960728482047,-1.01162598246336,-0.911212533156382,1181124
-0.516244438604108,-0.643358016305352,-1.20024980414604,-0.067513500617771,2.61453330964848,-0.0880272712481251,-0.224326312105995,1183075
-0.516244438604108,-0.56660362343352,0.946050305847529,0.234308034757154,1.05619687044363,-0.126146630245006,2.97791660471856,1232870
-0.424793059106971,-0.296856819353341,0.215896409476412,0.284381721746671,-0.54860486905946,0.0566698709136031,0.0606085815169876,1279943
-0.516244438604108,-0.223578686557399,-0.25144172971758,-3.28308356959309,-0.262202200197899,-0.545013668065789,-0.658047484193885,1329352
-0.516244438604108,0.278052887194478,0.694754600125017,0.235868998461153,-0.570522067009197,0.367642279555969,0.619299319143207,1330263
-0.516244438604108,-0.900405887339338,2.54535039684587,-1.34930049204237,-0.72096264282145,-0.431409967263996,0.837985774656541,1364384
-0.516244438604108,0.169060056842884,0.0136539695320358,0.680079549687386,-1.11477586634405,0.810453066549504,0.494898263090939,1386095
-0.296850284039126,0.263685921706429,0.769711305357691,0.972239269953936,-1.53023761955137,0.985446313071351,0.714293951556718,1458656
-0.516244438604108,-0.214148873116759,0.155772663369598,0.209542661421535,0.417660919310999,-0.373735453348108,0.0470107198753431,1485662
1.03328850033241,0.235091245757512,0.296993750820764,-0.636903147631597,0.432298168713368,-0.905178207223105,-0.794905230229638,1497807
-0.424793059106971,0.598449946752123,0.166066407769268,0.410690020137838,-0.291281951391398,1.5448774442758,0.283488797353437,1501387
-0.516244438604108,-0.242093106973362,0.512406878604986,0.492567983133262,-1.32951959915826,1.15553978996565,-0.792672607207121,1518948
-0.424793059106971,-0.245789573047856,-0.0354816698799467,0.11948556689065,0.636102152729573,0.257355097387526,-0.369354190472203,1526417
3.12948276130599,0.669409121105441,1.00292530780816,-0.362417021639848,-0.160962462955722,-0.392904553357527,0.224716480136949,1565177
-0.296850284039126,-0.240911824219697,0.456380067634116,0.349476304459305,-1.38773550517865,0.787884603669344,-0.836196338234633,1606693
-0.424793059106971,-0.47697891096695,0.788174411669534,0.240821828557124,1.98468917967278,-0.483014284020472,-0.222855525424138,1612262
-0.516244438604108,-0.651502624195285,0.229866192424363,-0.168399904552222,0.207349190381435,0.391962774140713,-0.44613507799257,1614566
-0.516244438604108,-0.777520930126932,0.28820681183379,0.243599075474579,-0.125366805434372,0.229401790223906,0.751426706330339,1644034
-0.424793059106971,-0.448349338305503,-0.150245462798465,0.0701890595703493,-0.664526768054112,0.296770402808952,-1.08270731846402,1668599
-0.424793059106971,0.345926495331924,0.522635958482024,0.832559403539686,-0.531115504219753,0.977952051043911,-0.666232533204154,1671370
-0.516244438604108,-0.479164352154063,-2.55228625500253,-3.80041539427155,0.818547006987028,-1.11079678871303,0.324469750777302,1684230
-0.516244438604108,-0.227437552309145,-0.642277536112999,0.27491811477619,0.800483516085071,0.377572216360803,2.49866413631622,1692385
4.31923522837587,0.918868077066463,0.744167764005227,-1.05118034855554,-0.521048574158624,-1.49161868611959,-0.333135059590687,1720713
-0.296850284039126,0.126689972752324,-1.60795956368618,-0.186003968587562,-0.107623720879943,-0.228866176031756,-0.514434192808591,1738800
0.0181536288368646,-0.305558295266487,0.852372618532065,-0.341899582328643,-0.428588065144428,0.17309335816826,-0.903062714066203,1740845
-0.516244438604108,-1.54023141529257,-2.2400050430645,-1.62590045496657,0.0501409527398152,-0.250762370481391,-0.0562534082081569,1742294
-0.424793059106971,0.562669700339851,1.38295919996188,0.113511819715227,0.334688403433581,0.306273211915722,-1.13098660244181,1767700
2.74532790692879,-0.0861446898445374,0.730925994145309,0.339533090559804,-0.924137460798308,1.14658874005688,-1.02225309696612,1768972
1.5844618355408,-0.253461319422235,0.552371723436179,0.0171442574524398,-0.184711965219043,-0.100463865944993,-0.651237787819595,1889409
-0.516244438604108,0.0534464739757529,-0.776874838039336,0.302545993784564,0.639609413489548,0.352428046188567,1.61331897981243,1915938
-0.516244438604108,-0.30908063725318,-0.545658025058883,-0.204021164997316,-1.03159835438356,-0.398330845530553,0.117699823967311,1916742
-0.516244438604108,-0.371599770692258,0.515528025247982,0.220041950927514,2.53329487521955,-1.7937145382076,0.0962870157261681,1919296
-0.516244438604108,0.278809360542099,0.449183868583185,0.313006823146437,-0.704702444103429,1.0746085576688,-0.182713366897966,1926770
1.047793849112,0.308988850504693,-0.076482799402958,-0.0230942380423658,0.16257686326078,-0.527738464301148,-0.917232166213437,1938156
-0.516244438604108,-0.171252877318103,-0.554255323064052,0.0145449910595454,-0.0538497297365603,-0.729039527208843,-0.611158062137693,1938561
-0.516244438604108,0.743056448400076,0.133622998848152,0.129148367115045,-0.380327528233987,-0.557277884450497,-0.281675278415047,1966316
-0.516244438604108,0.423826907857061,-0.583165265671269,0.113554252549928,-0.386267621887218,0.0444701281997547,1.60041332578593,1967281
-0.516244438604108,0.0999182214284964,0.0627414675282164,0.577717611476789,-1.19481941191347,3.29970862618395,-0.141684186736518,1973544
-0.424793059106971,0.0830753521601495,-0.656201015573376,0.0503172168535047,4.11448751243802,-0.253720962021414,-0.689820688881128,1975401
-0.516244438604108,-0.173458310837355,-0.0754453815235043,-0.530878504389863,-0.427383721307251,-1.95158951298748,-0.849634605956398,1976407
-0.516244438604108,0.0024414168196194,-0.433213352547643,-0.443254963737621,0.773035991663823,-0.958724884490279,0.257648036809275,1978972
-0.516244438604108,0.00588385860753475,0.0018776174508441,0.161022446481009,0.401305015687256,-0.319745388540407,0.409591790425135,1979045
-0.516244438604108,-0.801150898898459,-0.345049279878411,0.287379033015829,-0.476015043929809,0.269518763948656,-1.03024841840576,1979422
-0.428447560372569,-0.536260738324854,-2.99974500199353,-0.854927229902504,0.988496868157955,-4.43035922419228,5.6973248038868,1980052
-0.296850284039126,-0.401089124243333,0.119379126477046,0.393896688746698,-0.47064733329509,1.19606243623208,-1.43312187438634,2001182
-0.296850284039126,-0.513131130895039,3.74424010154275,4.64212166043435,-1.73919942590395,1.27618066936206,0.915668251032085,2002465
