"mkm5d_ptvper_wavelet.HLL_glcm_JointEntropy_243","mkm5d_ptvper_wavelet.HHL_glcm_Imc1_242","sub"
-1.07962254357171,-0.569715220152625,1085983
1.41001814584431,-1.07017047172339,1125173
-0.825793887347356,1.06397140421205,1154608
-0.0480505359038214,-1.20258681947795,1181124
-0.537612857201316,-0.920769792896911,1183075
-3.39711361718805,-2.24034779608196,1232870
-0.502616670954046,-0.150377798379583,1279943
-0.217828080612607,-0.140637614362167,1329352
0.759145657755096,0.458373668009203,1330263
-1.69501362933758,-1.5672502817438,1364384
-0.246085877139163,0.0397494918357565,1386095
1.83909931969217,0.0862881966492016,1458656
-0.308549069756287,0.120422195153865,1485662
0.187887267025185,0.261979067503553,1497807
1.14707428139287,-0.486980703964835,1501387
-0.898664785859618,-0.38261425342964,1518948
-0.0269914796989303,-0.876985692099342,1526417
-0.111755230453186,-0.88888061618994,1565177
-0.679404081244764,0.910108043345098,1606693
0.288343059445314,-0.295520300057271,1612262
0.452320005534722,-0.389376387693066,1614566
-1.65986950007473,-0.302802096611828,1644034
-0.34328820781771,-0.589688603349045,1668599
0.445298071054148,-1.13735104340463,1671370
0.179609147835055,-0.787148771364555,1684230
-2.80392973845465,-1.26867439379122,1692385
0.924457612297216,0.671390319901417,1720713
0.0656125260674714,0.810099838980695,1738800
1.95345362465666,0.727073479002268,1740845
-0.997505916985244,0.074535865727094,1742294
-0.816770678785716,-2.33055580332423,1767700
0.587551450391073,0.242253784060446,1768972
0.715946611460833,0.519121109462253,1889409
-0.570110131027562,0.674965078124284,1915938
0.373243864691648,0.759167883976027,1916742
-1.38061864836389,0.357753545731299,1919296
-1.13087317584516,-0.462666037717593,1926770
0.330791272642066,0.638701554665434,1938156
-0.774935493201838,0.556808708821909,1938561
-1.18562794205109,1.28039203910539,1966316
-0.265486673383013,-0.000179904017375832,1967281
-2.27086377219584,-0.0885011519880967,1973544
-1.1982011974061,-1.35336161623661,1975401
-1.28389788924116,0.816911756416945,1976407
-0.835628171453626,-0.577515803456357,1978972
-0.482450506280201,0.973961407284796,1979045
-0.446561328851047,1.61327811512836,1979422
-2.46179305350248,-0.765454379989654,1980052
1.17818446274279,-0.19867191160447,2001182
-0.446205441854737,-4.71234909408495,2002465
-1.42548510660095,0.892189522283937,2004451
-0.876762640153713,0.205924078572245,2006164
0.835431338371698,0.383732492541178,2007309
-0.613717776312181,0.164718542308358,2009915
1.4243016893562,0.164840122650602,2010259
0.139487673010209,0.501498134592117,2010554
-0.104940574894463,0.73095966507624,2026671
-0.787411165856189,-1.15040810484485,2033049
0.463737060890828,1.41497088451879,2034136
0.231745788573795,0.598987678798389,2040495
-1.07051361852199,-1.44485042596173,2047354
-0.315900334766677,0.520403868065371,2051378
-0.584846989875145,1.86821367270896,2055667
0.941978646650544,1.13360449094236,2057358
-0.224917907376069,0.286750761459196,2059713
-0.455792963575991,-0.943235179003626,2069079
-0.783193304844879,0.686380018647676,2070958
-0.24429409154792,0.1728402065764,2072215
0.0783128129352566,-0.130089018710631,2075832
1.21770269972922,1.00868027573909,2075846
-0.132139186116596,-1.36870129599753,2076301
0.280628463368156,0.747458786444265,2078198
2.36567048263288,-0.729939940558307,2078899
-0.238414187735855,0.436696449580471,2085349
0.10441623652091,0.0891192167366007,2086044
-0.771423121716639,1.41767668594876,2091555
-0.624713563434512,0.948788266069518,2092954
-0.575082910081921,-2.26216225667893,2096627
-0.549207460371365,-2.19763051394817,2100050
0.215217155755988,-0.257550716607524,2108003
1.02229899357533,0.0294265724874206,2109902
-0.201372734778662,1.31420748745796,2110540
0.0656046636256549,0.132178159417898,2116787
0.765177140934819,0.448761968631781,2119177
0.39549749411112,0.244016895809514,2131601
-0.747099834434774,-1.39549593586554,2132424
0.398350320303105,0.764016777327043,2132982
0.998509170171516,0.516678747761917,2133204
-1.72266670944537,-1.42497334956711,2133380
-0.175126641543309,-0.433255869498643,2134220
0.504397483507274,-0.342280211979411,2135748
0.330504562396701,-1.12849715557231,2137799
0.390803690168974,0.933541069156074,2138375
1.02289010420803,0.140629564336988,2138678
1.07496380451758,-0.24687181238,2139733
-0.208104150299659,0.988201939494091,2141116
-0.0696603457455983,-3.75606447808875,2144796
-1.09938719508581,-1.58927283394754,2145166
-0.406191020299587,1.20762189320634,2145694
0.321400375958258,-1.29020711768115,2146138
0.0250247696128202,-0.0145351795305385,2151024
-0.46862495363052,0.586923533861436,215131
-1.27830003564296,-2.20431856969916,2152442
-0.726206136530106,-0.80487154630032,2157529
-0.185066363340114,0.0722571626823032,2158101
0.341187844156402,-0.421682175090853,2158329
-3.54453065752295,1.46747346903088,2168082
-1.52293717577525,0.512576841477463,2172217
-0.0540706588087935,-0.338643686932524,2176530
-2.5469481979182,-1.43118063004253,2176784
-0.21441061912065,-1.94397620083522,2181724
0.598192119426878,0.200979784526733,2183291
0.900800709844342,0.10467193924354,2183356
-1.37066847219012,0.390257000130925,2185290
-0.0640949624296429,-0.54005503050938,2186951
1.25576315062297,1.09325938105623,2196212
0.20950014857831,-0.643841650467041,2199403
-0.39592729902177,-1.3262149470729,2200416
-0.398755812090983,0.966239446355706,2200813
0.29923716268984,0.341529807406027,2205389
0.652218341810175,-0.387955285565151,2212664
0.795587794615571,1.6003967190249,2217034
-0.398062480867147,-1.98466739832503,2218615
-1.15445108273641,0.673318023676943,2219842
0.49129705931281,0.89250822370307,2224150
-0.411504040431511,0.314250143445416,2228399
0.522674490198915,0.612941574415568,2228400
1.58407230774638,-1.90674171496459,2234271
1.77675337287053,-1.74540054062632,2234422
-0.000852307784515534,0.161256162960306,2237571
0.681721719848895,-0.861295688806505,2244172
0.36087737315538,-0.661661946362933,2247869
-0.47867438121983,-1.02296707734226,2250648
0.179073902182478,0.545354156878208,2250836
-0.182205865259314,-0.14760174942697,2267382
0.558774009625059,-0.939690354662085,2269346
1.24098065061442,-1.08586548427848,2271329
-0.633017665211551,0.863671049930313,2274521
1.48196837087243,0.749501194750616,2276121
0.640796753557792,-0.537265264273528,2278618
1.45737748205899,0.107877031863308,2285214
0.588926284354269,1.20576069182145,2286108
2.08378830827313,1.06576409319958,2293123
1.06523915661908,-0.589244497343959,2294852
0.338801413139793,-0.542699267705438,2294873
0.647588987850569,1.10269250635613,2296332
0.046481520797679,0.27420545046906,2305114
1.23717954104381,0.436259249500508,2305115
-0.930052092032168,0.0149112052640021,2306459
-0.0667505810981825,-1.67133249974896,2306893
0.880892355197218,0.105685175891963,2317120
0.00146455125958423,1.48433477947492,2319068
2.4455592508156,-0.160243684008154,2321962
0.465962278411543,0.253902180531176,2331869
-1.45621248643049,1.14623656390969,2336735
1.17848902050056,0.280538139362554,2339674
0.320926216977273,0.990235479944922,2340155
1.52319561572944,0.101381333477296,2340322
-0.559857810469523,0.925368372535012,2350037
0.796749647503423,0.281402780391385,2352038
-0.303748784027396,-0.467352587760475,2359944
-0.327914679255679,0.435309107684493,2381907
0.393154436475715,0.349915808207538,2393207
0.807764926696975,1.11506054665557,2395415
0.659990503474092,0.225232995871604,2395943
0.282385174513652,0.677073553836773,2401405
0.486832280468941,0.660711774757091,2405144
0.886741125433636,0.795393561886028,2414406
0.216021114795742,-0.0806454654136128,2419459
-0.437216544184698,0.831614906200703,2425694
0.59698401008569,1.79568341733015,2426863
-0.452972562512735,0.248395954630321,2430773
-0.771982579168402,-0.392896620421226,2439458
0.000758046566846843,0.510761182167281,2443354
