"letm_ptv_std_250","sub"
0.0106634683995652,1085983
0.325566328354564,1125173
0.256880410856995,1154608
2.20557079593204,1181124
-0.809456451183607,1183075
-1.0987498382934,1232870
0.111165046669095,1279943
0.296211488156446,1329352
1.33631935623462,1330263
2.02107357015305,1364384
0.377243078879797,1386095
0.232313986101947,1458656
-0.541774182785935,1485662
0.259166341010439,1497807
0.292113041255648,1501387
-3.07408933336361,1518948
1.25297553264346,1526417
-0.592649716569966,1565177
1.29149320385663,1606693
0.299542050700043,1612262
0.459314088230661,1614566
-2.23428854947186,1644034
0.147312570483354,1668599
0.107740976252114,1671370
0.112342145222416,1684230
-1.55790541034231,1692385
0.839681890842848,1720713
-0.958287958093166,1738800
-0.180269242084949,1740845
-0.12863831071514,1742294
0.704091088696674,1767700
1.33637000841978,1768972
0.719890398713229,1889409
-1.12864592639129,1915938
0.325094521149362,1916742
-0.193752234144988,1919296
-1.06797311809236,1926770
1.63775465683286,1938156
-0.184748859246702,1938561
-0.54408494412881,1966316
-1.52976240343823,1967281
0.861711653783381,1973544
0.137615040288711,1975401
-0.296113213646017,1976407
-0.152645224622775,1978972
-0.51242583977259,1979045
-1.95399404888346,1979422
-0.841085455838698,1980052
0.263311889458809,2001182
-0.226847820374312,2002465
0.170237984971937,2004451
-0.322744496184617,2006164
0.219174713185144,2007309
-0.472922488745513,2009915
-0.600014848336915,2010259
1.19533915558139,2010554
-0.396735313178892,2026671
-0.00164836876373317,2033049
-0.651076883311501,2034136
-0.275287388705142,2040495
0.824864003636196,2047354
-0.292160349730454,2051378
-0.254272309075968,2055667
-1.63298532215956,2057358
0.131462783628866,2059713
1.21127945332364,2069079
-0.320446140340744,2070958
-0.106552643309394,2072215
0.273461630999809,2075832
-0.259252568071089,2075846
-0.0408276624019565,2076301
1.4673259778487,2078198
0.628224471465784,2078899
-0.701037055344836,2085349
0.601391406851302,2086044
-0.0327379835724598,2091555
0.0219463896599409,2092954
2.07518391830912,2096627
-0.505416793421208,2100050
-0.443833559569458,2108003
0.154076513043722,2109902
0.051747254805714,2110540
0.0354874159548708,2116787
1.29823361628818,2119177
2.67860851172012,2131601
-0.206440940584937,2132424
-0.689914752563356,2132982
-0.957904488576451,2133204
0.031366438798465,2133380
-0.173245105594012,2134220
2.31295515387026,2135748
1.6627864341896,2137799
0.537026633207111,2138375
0.838397350448031,2138678
1.4657618546609,2139733
-2.67470810492795,2141116
0.304390721565825,2144796
0.0959349872601918,2145166
-0.308992104755698,2145694
0.0374949411277816,2146138
0.091753696939789,2151024
-0.273883862369623,215131
1.56950419238906,2152442
-3.11837909620479,2157529
-0.243512119584145,2158101
0.00849782914847842,2158329
-1.93111270540258,2168082
-0.312861639671763,2172217
-0.280124328744425,2176530
0.0197194676266831,2176784
0.820168611325096,2181724
0.456554565538898,2183291
0.733605313935285,2183356
-1.01521422471225,2185290
1.44744775627351,2186951
-0.344059176703397,2196212
1.87086165227941,2199403
0.127737325014323,2200416
-0.756556297733118,2200813
-0.168911120598166,2205389
0.458622947232308,2212664
-2.23747677514619,2217034
1.47404386905819,2218615
-1.16375705977759,2219842
1.06942685711164,2224150
-2.76053685848641,2228399
-2.16947745476367,2228400
0.109757849047972,2234271
-0.487623555913436,2234422
0.55675764577141,2237571
1.11360464873566,2244172
0.577607065148676,2247869
0.115065082982707,2250648
-0.0164310292620982,2250836
0.319693677800697,2267382
2.78993301232877,2269346
0.260203428942802,2271329
0.583125104843711,2274521
-1.50994035558732,2276121
1.5820877596244,2278618
0.595528339068481,2285214
-0.934453888796544,2286108
-0.108191162879181,2293123
-0.183864979965682,2294852
-2.44954358066201,2294873
-0.233934095573865,2296332
-0.229567583572014,2305114
0.477900481481509,2305115
-0.403910217068291,2306459
0.808692365130071,2306893
-0.0679600272491575,2317120
-0.201925890953519,2319068
-0.19793195720182,2321962
0.730614135006574,2331869
-0.580664121195169,2336735
0.655541464742475,2339674
-0.885751274268346,2340155
2.2981777499849,2340322
-0.848120409179271,2350037
-0.047801436187712,2352038
0.046952601852852,2359944
0.119241948878263,2381907
0.829301582618581,2393207
0.785358773065218,2395415
0.236217285793173,2395943
0.264317017945126,2401405
-0.299961992632544,2405144
1.22105074148444,2414406
-0.551940453518498,2419459
-0.839453988117576,2425694
-0.21499759283949,2426863
-1.14364496058821,2430773
0.00938933334998877,2439458
-0.0279357396713451,2443354
0.0662094343803865,2445526
0.389502177364011,2448298
-0.947031186208592,2453577
-0.174232077269263,2474709
-0.177953237484115,2480056
-0.703804307853079,2480330
-0.558005003212375,2487135
-1.97230274410553,2488660
-0.117334882428025,2490180
-0.315360498039975,2493534
-0.435398672787204,2498991
0.167245662329875,2500377
-1.27933242109612,2504802
-0.0654027906603957,2510402
0.99484505945715,2520618
0.646109538379947,2559453
-1.16756095796861,277752
-0.351874692010776,308862
0.00440136707448499,58325
-0.208320955729928,92173
1.73932173538178,923666
0.264415433364644,965005
-0.206128738869295,983079
