"mkm5d_ctvper_wavelet.HHH_glcm_ClusterShade_234","mkm5d_ctvper_wavelet.LHH_glcm_ClusterShade_234","mkm5d_ctvper_wavelet.HLH_glcm_ClusterShade_232","sub"
0.178142592903098,-0.15282204208826,-0.414925475155726,1085983
0.0699833429927482,-0.123615829437563,-0.340450605046014,1125173
0.00404503974144593,-0.113651508950357,-0.4516953818033,1154608
-0.36921231555197,-0.074445090649572,2.03952536485672,1181124
-0.746416438973231,-0.134254497159336,-0.0213589828362337,1183075
-0.0315650140459438,-0.176997039045629,-0.36858031321959,1232870
0.0209898202123363,0.0778525954915942,-0.363880059041815,1279943
-0.518581218497879,-0.0761624756391231,-0.273199482433571,1329352
0.0817517821817425,-0.10619869321563,0.620425693479983,1330263
-0.419756177260949,-0.365002254272607,1.2114298413149,1364384
0.124732164722167,-0.250262393060752,2.07338023126986,1386095
0.218011789118899,-0.0899462976457809,2.9086631427159e-05,1458656
-0.0463670714649652,-0.188698005786521,-0.354233283819899,1485662
0.107083626595168,-0.0796544733050735,-0.374997202702092,1497807
0.00531848916879566,-0.10837787278264,-0.212250065846904,1501387
-0.0177777279776288,-0.0214851520437984,-0.358205906714707,1518948
-0.0994076913288628,-0.159323703746408,-0.39325634638334,1526417
-0.10938677157962,-0.263079711288834,-0.314419174339042,1565177
0.0306041004298369,0.231834534386881,-0.30444409460808,1606693
0.00628661623512589,-0.173653137578391,-0.376619979608658,1612262
-0.0094109141750238,1.1337288453329,0.556517832572919,1614566
0.0102974566364046,-0.189507032997852,-0.413068059490917,1644034
-0.78397594609948,-0.186489166311762,-0.370144186285529,1668599
0.0990590024703722,-0.117888283530369,-0.495133042660592,1671370
0.0218768819270517,0.151303970593853,-0.724362106609202,1684230
0.0296785500969988,-0.180075747972921,-0.325687640007953,1692385
0.0771390467278088,-0.159612962523416,0.70271648683076,1720713
-0.0185809281895575,-0.141547939837992,-0.395012436544091,1738800
-0.389898039300771,-0.14342577824969,-0.271704579143545,1740845
-0.422570383735985,-0.169667965897459,-0.329100537591685,1742294
-1.73162007211088,-0.156515185066913,0.00807710494590569,1767700
-0.0970594925267888,0.395650992097369,0.231789591709374,1768972
-0.102787174061198,0.663367021715505,0.144548697961418,1889409
0.0222718352689523,-0.144317644679997,-0.17367112358626,1915938
-0.0723402377220091,-0.0592223385689552,0.0677479879856824,1916742
-0.0140653988572824,-0.0453892967917362,-0.40779713550243,1919296
-0.0442823334289591,0.194515996482452,-0.3632355619193,1926770
-0.00649868305867647,0.27930809943437,-0.494254406948583,1938156
-0.0932210539269296,-0.168340426972251,-0.352159522951675,1938561
-0.000100407386621976,-0.223653573754413,-0.370654613354068,1966316
-0.00443431769069868,-0.135971673190315,-0.338415322163932,1967281
-0.395479204009789,1.93975734280299,-0.149881652045081,1973544
-0.267279890278553,-0.247672653219504,-0.48910423230229,1975401
0.000499073205860537,-0.204277533411165,-0.379941454253611,1976407
0.11387840079494,-0.219637021409442,-0.378600403576918,1978972
-0.0164032547973849,-0.21238974436821,-0.344015214155967,1979045
0.00765224974393934,-0.161813436450385,-0.376897028491648,1979422
0.116002848635057,0.1354057065756,-0.438583574114286,1980052
-0.046630506792399,0.739452870787635,-0.299491308987943,2001182
0.792268711305205,-0.181744670379391,0.868549554924372,2002465
-0.0612041826963848,-0.287928433111438,-0.405207722840279,2004451
0.148994492409518,-0.12572791675678,-0.333501184130985,2006164
0.122566478279953,-0.227314328482074,-0.335481396985596,2007309
0.00388256352456614,-0.1591264344292,-0.380443391313296,2009915
-0.397685041896117,-0.105259263741598,-0.296872477252111,2010259
-0.321943591314602,0.19509994130666,-0.1030264715253,2010554
0.0567374908615765,-0.040566324883186,0.232700614126641,2026671
-0.286880751901509,-0.197499147231976,-0.251402908908221,2033049
-0.0205608437449684,0.0325435363488928,-0.373744169462396,2034136
-0.00924729740577713,-0.159852613536118,-0.170198710219598,2040495
-1.72111425595413,12.2368312266891,2.79695911759954,2047354
-0.277460585133683,-0.168693409681642,-0.355175510140788,2051378
-0.123911168416849,-0.136749767874555,-0.385119928579993,2055667
-0.0694563747961642,-0.138022118923141,-0.202099123727522,2057358
0.217303136583991,-0.18568719858663,-0.285957317860868,2059713
0.0138663027501504,-0.196826013579372,-0.196924522116038,2069079
0.0152698036828183,0.962483978746564,-0.395151096888286,2070958
-0.162463141626536,-0.113954613446274,-0.37057231301267,2072215
0.0119457424256225,-0.164531052815768,-0.339925288831876,2075832
-0.10477215372058,-0.14397686422529,-0.29367671899587,2075846
-0.0845840444710848,-0.156346480791881,-0.394774339706787,2076301
-0.217452380974965,0.485411839891768,-0.327690017716853,2078198
12.2877547446448,-0.00356996894817382,0.927416050893711,2078899
-0.0484558076059081,-0.00842711653761863,-0.0994819091761976,2085349
1.2832935155623,-0.420743133364065,-0.162460030771584,2086044
-0.0044767535292515,-0.149559708836339,-0.34230080165879,2091555
0.00412163370322532,-0.150367691859574,-0.324759590104478,2092954
0.110983640626697,-0.0684674722357829,-0.564732589869379,2096627
0.804909127333429,-0.409911718564504,-0.568134340630154,2100050
