"lemd_ctv_wavelet.HLH_firstorder_Skewness_422","lemd_ctv_wavelet.HHH_firstorder_Skewness_414","lemd_ctv_lbp.3D.m2_firstorder_90Percentile_403","sub"
0.0445334158274849,-0.126125785735401,-0.0192832451611282,1916742
-0.0277892244659844,-0.28590562745426,0.130035484849171,1980052
-1.0240893710738,0.128862715363152,0.443593146537149,1926770
-0.238382854390613,0.0745570079034863,-0.552252651671485,1979045
-0.259128044332376,0.00120257780295205,-0.245641923795891,2196212
1.26417636085904,-1.50281697060898,-1.74351937615382,2393207
-0.306373135830866,0.348139517395136,-0.0292026021675079,2146138
-0.329203572872893,-0.00414117219592943,-0.951796769811261,2228399
-0.683152152828132,0.829287803104787,-1.20439530436363,2144796
-0.329644203933388,0.0205124570966755,0.20419960904577,2234271
0.630884815076138,-2.45907635953227,-2.05629659764494,2296332
-0.273260304989605,-0.360585132043564,0.815735264516291,1684230
2.94438428855495,10.1292916595809,0.224879515609262,1720713
-0.0846596934141604,1.51953669020037,-0.482332502821816,2186951
-0.504216463074221,0.0475141271930539,-0.530381264371687,2439458
0.0795912515459442,0.78241236845565,-0.124243268272127,2135748
-0.0697958164961319,0.0679541865290625,-1.08587040653125,2141116
0.429691398593913,-0.0777153912661341,1.47364852000572,2108003
-0.0924706383349546,-0.00498557665741783,-2.17576041737645,2006164
-1.26408758053404,-0.856383964740274,0.138507075674678,308862
-0.0638955324935479,-0.232954759655479,-0.745580380490314,1085983
-0.253595450146248,0.655660985333067,-0.132382701236907,2004451
-1.01681720051712,0.0460876599219586,0.557825859577966,2359944
-0.199305377865094,0.717725422289834,0.457034112811362,2069079
1.01230060857644,-0.212965345884884,0.455877064178035,2059713
2.44382299146027,-0.716896798539509,2.68757008245802,2294873
-0.310973926357085,0.743711547596665,1.6125853429563,2033049
0.472355829219438,-0.0941749933322333,0.0425439031005941,1485662
0.0866031793149354,0.160932184988395,-0.692628745799207,1526417
2.50251147801072,-0.358431780588093,2.76014615061688,1386095
-0.474968180996149,-0.0398754602196857,0.928083423673662,983079
-0.505215027948634,0.0974966258965722,1.02430389733084,2132424
-0.18855245283993,-0.050956004937999,-0.90109000739042,2138375
-0.329325298098187,-0.0462007747977374,-0.560670020194536,2490180
0.277530592671136,-0.610563132433588,0.0332560913048815,2034136
0.0367516076541026,0.0210194052601392,0.0922359031167292,2510402
