"letd_prp_lbp.3D.m2_firstorder_Range_247","letd_prp_wavelet.LHH_firstorder_Skewness_246","letd_prp_wavelet.HHH_firstorder_Median_245","letd_prp_wavelet.HHH_glcm_ClusterShade_240","letd_prp_wavelet.LHL_glszm_LargeAreaLowGrayLevelEmphasis_235","letd_prp_lbp.3D.m1_glrlm_LongRunHighGrayLevelEmphasis_235","letd_prp_wavelet.HLH_firstorder_Median_229","letd_prp_log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_228","sub"
0.544456094643397,1.34718631174885,-0.399046285399309,0.138428231091055,-0.162289388039208,0.410715451583984,0.460486872902503,-0.28798129285368,1916742
-1.21219912278358,-0.794673148945121,0.22220080889407,0.0642876623685871,1.88368302513485,-0.00908226074609928,-2.67300254715474,0.826683078922814,1980052
0.055426053552451,1.19651251552101,0.386486715358214,0.104848862427457,0.19974764722001,-0.793459522969713,0.150104938771165,0.0548701129183604,1926770
-0.0728651772523511,1.23417418398247,1.01363650820743,0.105370628728459,0.706833595762204,-0.654451163221439,-0.70550449663309,-0.036628862063284,1979045
0.544456094643397,0.603669435156065,-0.0328563057183855,0.0374669722636594,-0.568650100064492,-0.177603687383359,-0.271526713689897,-0.353903597780966,2196212
0.405212017257701,1.21051101716607,-0.182312938701636,-0.235166890019958,-0.118269912599179,0.969266285185403,0.639320281658037,-0.328647668173059,2393207
-0.65917764854203,-1.08701795647,-0.21439178576789,0.0483189078013196,-0.134185852416069,1.01159593739755,0.781182859314034,-0.00259108964976247,2146138
0.536425548369515,-0.145172661067607,-0.337180117249493,0.0940978645392633,1.25739585370644,-1.47324157876359,0.188776708551174,12.3311332665953,2228399
-2.21917017861649,-1.49375066926652,-5.69161767642111,3.83629357503392,0.114104093887549,-0.442223040941192,-0.261987733265127,0.113217422942804,2144796
0.544456094643397,-0.381877928043253,-1.06717979121862,5.2235011385076,-0.202416314022265,1.54858677225989,0.732622179393217,-0.0934715428596427,2234271
0.524781477188417,0.436683867869102,-1.09852971851024,0.103164060336715,-0.544969345531512,-1.66732441668623,1.12273533335171,-0.323502578873481,2296332
0.173079319653102,-0.0404798257169536,-0.825597056175945,0.919500943372012,-0.0646852852313346,0.708917848715317,0.194172016393663,0.249983958313653,1684230
0.482122423541134,1.91651398074366,-0.328162232121461,-4.17757593951145,-0.438739348145035,0.280299281475036,0.917589411751221,-0.312338107667715,1720713
0.544456094643397,-0.0859398585722093,0.40601356731542,-0.342244194796864,-0.315323305860412,-0.380327978655274,-0.269303979139007,-0.222360182042962,2186951
-1.1432338184619,-0.084745217407178,-1.23231441606176,0.0662729222412838,0.203187043840971,0.78096085851405,0.160545710815206,0.0963134413020306,2439458
-0.107339892154459,0.400118410011693,-0.201295997751136,0.692781822653181,-0.352003209820871,-0.11936347817364,0.245085645278324,-0.309405491188399,2135748
-0.221264645630101,-0.157085413481998,4.05824583159195,0.0887059730738913,-0.24610297112275,-1.45096933018521,-0.0968536502637288,-0.0818913826950121,2141116
0.544456094643397,-0.0937409385086321,-0.227653883438395,0.111538662830028,-0.352225031008984,0.979107963895483,1.53734119176007,-0.246495563871133,2108003
-0.519006508276516,0.192980911950269,0.0213302569588713,0.0511990080861401,0.253059216716126,0.708086599915583,0.0865282853121393,0.00836617869601755,2006164
