"letm_prp_sphericity_250","letm_prp_d2_249","letm_prp_entropy_246","letm_prp_m111_234","sub"
1.17066316108305,-0.593405379910876,0.466903175242579,-0.208532467633984,1085983
-0.0167460613392451,0.388136245016761,-0.179090667700945,-0.623724804252125,1125173
0.373391150835244,-0.100337371222338,2.33976605120154,-0.269695788439459,1154608
0.512032632643547,1.05985412023016,0.523303612411879,-0.283989716084755,1181124
0.197013334652679,0.103589873036706,-1.74888119911479,-0.275889662734999,1183075
1.35078632535887,-1.07166291178603,-0.206294110035893,0.264950322144017,1232870
0.805409271114626,1.11278076833151,-1.14094861561925,-0.143010232646149,1279943
-1.33847269618973,0.396936788815711,0.39160176148192,-1.02503619556442,1329352
-1.27475338086403,0.40019011009262,1.57765011033763,-0.0596534472832468,1330263
0.873390230021401,3.08826011152243,2.38795829977716,-0.0740421276196981,1364384
0.534787073255174,0.461137160011692,1.46354816988513,-0.0700551345295408,1386095
-1.55344486120093,-0.276345876935863,-0.530506781599214,0.563211676604935,1458656
-0.0463878865392636,-0.924467609090109,-2.11872042753206,-0.455839280569835,1485662
0.281031095809753,-0.50885695949246,0.463478144880457,0.751498842972492,1497807
-1.43688535098598,0.511861623466811,-0.146161854218584,0.52108398137274,1501387
0.959318315941885,-2.61360595894493,-0.0943640215261929,0.376734999250607,1518948
1.64985606943766,1.038006568743,1.19463193750031,-0.00473838302008233,1526417
-0.0398745174684299,-0.125901190440237,-2.12793693974204,-1.10814091184592,1565177
-0.318054182989348,-0.378142628968076,1.06981425443639,-0.0819503740237451,1606693
1.21233353246423,0.961808349871778,-0.123463936713251,0.0943805826703705,1612262
0.00680942210068395,0.315959235865971,-0.782664665762915,0.311370929045263,1614566
-0.879752442320793,-1.97855415155033,-1.01526166598514,-0.294913987532343,1644034
-0.176312229782428,0.900075842866272,-0.416780957067124,0.134334592593962,1668599
0.789930102911207,0.0658884767348109,1.4801644881415,-0.33786276847976,1671370
1.2825395348643,1.15281705081275,0.47038378578381,0.214001482834973,1684230
0.677296910233997,-1.00606090701903,-0.518350747458693,0.21167867094102,1692385
0.518662857149731,0.184252233082213,0.168770713506559,0.48164632955549,1720713
-0.371165891762931,-0.613162295067076,-0.462506354834277,-0.294610835567332,1738800
-2.16177019943103,-0.234926246402818,-0.499313478186775,0.953263735931912,1740845
0.545922200630489,0.89382653918115,1.08733090971441,-0.331169775075439,1742294
1.24374401225222,0.68056030819857,-0.136861587959212,-0.494735890841493,1767700
-0.217655507391416,-0.628837919214521,0.59603677110753,-0.313924676958145,1768972
-0.236807587059944,-0.0321083068457334,0.289744261134081,-0.718723612254798,1889409
0.645787791822231,-0.58279255858767,-0.872736662986963,-0.0501213125744497,1915938
0.0913364951523928,0.211810462342022,-0.434594214983898,-0.394095165431417,1916742
1.77696943268592,-0.0891588356528031,1.33245554765461,-0.119422532949963,1919296
2.71417291348998,-0.184609172176905,0.183516030986249,-0.0478625652078767,1926770
-1.11163283629507,-0.204198729897281,0.607720017144477,0.453070493332692,1938156
0.557700044803616,-0.490194069900839,0.116618881783498,0.0317026065299869,1938561
0.146376341544979,0.117864874242313,0.0387653255164195,-0.0532364649638199,1966316
1.17008391707756,-1.43507242231225,0.741099271302227,-0.0822998378339186,1967281
1.472900344796,2.03493383049839,-0.145796887751137,0.078191538386873,1973544
0.801354947986271,1.56370163689136,-0.189124651836608,0.154059114615896,1975401
0.88560741103895,0.297466066194726,-0.36469982716726,-0.189455776516865,1976407
0.337916420156039,0.632938710943331,0.778909603440676,0.695027091845283,1978972
0.53955543306716,1.04866386510812,-0.413284312579725,-0.642016771395515,1979045
-0.581495989173605,-2.58139960345746,0.776238898340663,-0.17509868736339,1979422
1.23925740622636,0.530497339632731,0.799919256089557,-0.0927012102162867,1980052
-2.43203922350185,0.128596447382251,-0.848391129188268,-7.54339480935389,2001182
1.77632456619251,0.709885133817937,0.3868279345483,-0.152122102739011,2002465
1.58397861512954,0.712866279183997,0.59832000346468,-0.0541414381939228,2004451
0.365143641783961,0.506749674425246,1.20729863802558,0.107070238070912,2006164
-0.238544772735425,-0.333272448235631,0.707935201143616,-0.272019534426214,2007309
-1.16859484821974,1.10892540500706,-0.570660759394111,0.560391195855547,2009915
-0.932532105776228,-0.238410684009073,-0.589047932480862,0.508188451505295,2010259
-1.23393402173632,0.400363584790786,-0.403603926699706,-1.5163616198591,2010554
0.238155678401656,-1.03061326942657,-0.649501169810846,-0.0103577564102843,2026671
0.262499459242432,1.35146507680218,-0.974538385615794,-0.167558262412846,2033049
