"mkm5d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_247","mkm5d_gtvper_lbp.3D.m1_glcm_Autocorrelation_244","mkm5d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_242","mkm5d_gtvper_wavelet.HHL_firstorder_Skewness_240","mkm5d_gtvper_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_239","mkm5d_gtvper_lbp.3D.k_glcm_ClusterProminence_234","mkm5d_gtvper_lbp.3D.m1_glcm_ClusterShade_233","mkm5d_gtvper_wavelet.HHH_firstorder_Skewness_229","mkm5d_gtvper_wavelet.HLL_firstorder_Mean_228","sub"
0.234142000409542,-0.191738156187941,0.571178487239207,-0.0777156922165461,-0.308007855613688,-0.110554773449418,1.00228815692852,-0.163060529425113,1.03338578719301,1085983
0.0956724967950025,0.167956587122375,-1.98026620669537,-1.00862738975409,-0.327997150017379,0.513710964638361,0.195766874284668,0.319095409028667,0.972996771928945,1125173
-1.61460293241701,-1.33616375881645,-0.972957806052931,-0.118877948179018,-0.296348628295861,-0.0436464582875623,-1.09780121374601,0.863077825850047,-1.77116001594521,1154608
-1.32254110953213,-0.600738999790293,-0.65718213635793,0.134242613053264,-0.175025924219748,-0.570296132639581,-0.155365235427173,-1.76923187466856,0.446237770583663,1181124
0.744768140998412,0.739442371733628,0.306014597798941,0.263911595559218,-0.317453487864118,-0.00266627104735053,0.238619296270334,0.446542256379703,1.11179365757445,1183075
0.491891764660332,0.154337259380434,-2.09105301558304,-0.836074076460632,-0.282599536042121,3.2691888406197,0.32977194192652,0.283136954077902,-0.96472331272207,1232870
-0.00278968448833087,-0.440688740421992,-0.269282634005684,-0.213651702786987,-0.313748765000884,0.298250719424445,0.313014174203094,0.143653921457131,0.571841616376534,1279943
-0.0986469246124428,-0.518424908743053,0.387323783390186,-0.754754496300183,-0.318623996785671,0.362348427450114,0.869995665472229,0.237691222988367,0.448884274512426,1329352
-1.03338483104297,-0.468128391955444,-0.0985293333828954,-0.33253507339281,-0.215340901206623,0.893833075488644,0.265684004275494,-0.239323198987037,0.297149990938278,1330263
-1.36817039236528,-4.25478089365108,-1.08729039303058,0.455687297133929,-0.307033290628375,-1.45800710638477,1.32355888406291,-0.470541823147099,-0.730072387181186,1364384
0.834666254978332,0.752252385915713,0.99396867094837,-0.760255706732984,-0.310959618162086,3.89771172117354,0.59142998697701,-0.873758822570352,1.03233859142455,1386095
1.16172508380482,0.707215704569489,-0.690386281638861,-0.829483799834647,-0.329629400076159,0.357233746135592,-0.442337918193533,0.275549198687115,0.869320271550324,1458656
0.580787393268357,0.684354821621637,0.949155200565838,-0.520042391358174,0.552378054238248,-0.57384126170817,0.14563984226588,0.153799325317515,1.12875960746075,1485662
-0.478782057107496,0.188546352474626,0.190989279226915,-0.844572006134211,-0.277573224199124,-0.804333514571763,-1.20990090940986,-0.792486845863136,0.568968478839407,1497807
0.202302100409717,0.288059207654046,-2.24348771329008,-0.806337605834536,-0.310407183463168,-0.788806045291104,-0.649456995241587,-0.302858957926777,0.879890767161204,1501387
-2.54236199446431,-3.55890949365691,-0.92769093001911,-0.819888966907443,-0.319726581850814,-0.0267730786435055,4.74706534420046,0.786371377583759,-1.71112195388613,1518948
