"mkm8d_ptvper_original_shape_Flatness_250","mkm8d_ptvper_wavelet.HHH_firstorder_Median_250","mkm8d_ptvper_wavelet.HHH_firstorder_Skewness_248","mkm8d_ptvper_lbp.3D.m2_firstorder_Maximum_247","mkm8d_ptvper_wavelet.HLH_firstorder_Median_246","mkm8d_ptvper_wavelet.LLH_glcm_Correlation_241","mkm8d_ptvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_241","mkm8d_ptvper_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_237","mkm8d_ptvper_wavelet.HLH_firstorder_Skewness_234","mkm8d_ptvper_wavelet.HHL_glcm_ClusterShade_231","mkm8d_ptvper_original_gldm_LargeDependenceLowGrayLevelEmphasis_228","sub"
1.28773345349569,0.102927855665824,0.236879040908118,-0.258551029694008,-0.50305995046022,0.79934345538877,-0.207022925404061,0.487409330086971,-0.675781193132625,-0.235586188535837,-0.195947618205679,1085983
0.0020267008965909,-0.150399359149512,0.387264214967744,-0.356545781590223,0.597812909833099,0.645807942379339,-0.263669071020153,-0.513534433179642,1.09683613250439,0.516331490878474,-0.228955180775693,1125173
-1.05817960667768,1.11981972269694,0.73618523395254,-0.0922521439075664,1.28000807292429,-0.0563677302008649,-0.0908494443828901,-0.38100359804366,-0.541809157164878,-0.309929765501922,0.0414010634422028,1154608
0.780671015151353,0.0838189937619717,-0.342846967418574,-0.40887957820396,-0.416662958391086,0.436323802314559,-0.0638546579660719,-0.469604704004253,-0.374280357425664,0.701055585362128,0.207002149906725,1181124
0.406249523139593,-2.25586388162846,0.847560666639979,-0.928574848781383,1.6783140151387,-0.641491761651737,-0.0492987859580461,2.13462561601561,-0.723810008988136,-0.746730056527762,0.0487216604555288,1183075
0.132815037026108,-1.86014350361555,-0.0407583614539935,-0.616276445113765,0.556006470741404,0.469600479486802,0.203074506407172,2.73249054347314,-1.27634397938599,-0.457734390128463,-0.118573623068758,1232870
0.0528274881475076,0.194807307183623,-1.78340684033377,-0.0922521439075664,-0.702711154688681,0.854573855303211,0.144252626751584,-0.495129541964811,2.66215159888351,0.883152951101533,-0.134759971989516,1279943
-0.782064036551383,0.71344289114525,-0.702735411783009,0.494119626933221,0.476533842140628,0.383252086906668,-0.198835604600132,0.466313943230063,0.134924348950423,0.14375211398477,-0.215969288389876,1329352
-1.36273625294635,0.209676050289508,-0.446849579926504,0.306410647659344,-1.19067087409968,-1.33507654001409,-0.221678899364539,-0.603200622547973,-0.796154283725741,-0.401635581407676,-0.201787736901672,1330263
-0.797302960312305,-1.81221422231643,-1.12239064219373,-2.45916341055917,-0.819027392905673,0.442017574483571,0.0507076298906037,0.114849866256369,0.863068032519179,-0.321626037821837,-0.17775619748594,1364384
1.13132504707476,0.631472511403131,1.4286624434787,-0.104548681048623,-0.286515463336551,0.648415601216918,0.0656223042931626,-0.387636009177255,0.0686241965492369,-0.448579764480609,0.0178180606876085,1386095
