"mkm8d_ptv4_wavelet.HHL_glcm_Imc2_249","mkm8d_ptv4_log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis_238","mkm8d_ptv4_wavelet.LLL_gldm_SmallDependenceLowGrayLevelEmphasis_232","sub"
0.523708701192518,0.0784577422233933,-0.694856988135424,1085983
0.230908656684418,-0.683873672416017,-0.0670836460739263,1125173
-0.53696899451436,0.538402362477312,0.586719829530209,1154608
0.926271978992697,-0.465682679001419,-0.851517580891204,1181124
0.787739446910348,0.768838305063092,1.00545305367987,1183075
-0.0704232233803813,1.30067610131487,2.9578325504282,1232870
-0.07903648244203,-0.0571814666970049,-0.533273466251655,1279943
1.02630340726828,-0.424312314232915,-0.522663219937923,1329352
-0.246417996061315,-0.789245875780304,0.177794701626353,1330263
1.75217677787567,1.48260832381398,1.11066413027048,1364384
0.0348056703099653,0.0715388962341018,1.21431819290686,1386095
0.624260630136038,-0.723211149912114,-0.198102220469166,1458656
-0.670330737033669,-0.340316315034077,-0.617822312658829,1485662
-0.0586829939653508,-0.540380185513227,-0.274982798338216,1497807
0.382437625980534,-0.625640224369694,-0.545927109040397,1501387
0.129010620304064,4.59995790990289,0.598683358654817,1518948
0.399991324089219,0.273282072591429,-0.748513655178873,1526417
1.08983107643965,-0.841153425638152,-0.361418485155819,1565177
-0.72796220474062,-0.857385834225178,-0.513009811126346,1606693
-0.431425181364085,0.214049297772683,0.068401830280827,1612262
0.421459081255467,-0.336694901538078,0.676289478397419,1614566
-0.785594436794444,0.414258091221897,-0.410117128823905,1644034
0.770563088621163,-0.57260650082125,0.259064954645485,1668599
0.954586766416725,-0.0206436370529232,0.13594746283954,1671370
0.692888087804875,0.610210073421902,-0.14397649047945,1684230
-0.408260508702536,1.47571781234416,0.664732094626041,1692385
-0.376448627571615,-0.733482397787684,-0.725546349876919,1720713
-0.290009506738251,-0.494847929398692,-0.353257442147114,1738800
-0.72910347314144,-0.826640057986745,-0.739176740041297,1740845
0.0850118358082456,0.865267169218003,0.509576728652072,1742294
2.77394564985875,-0.10421160847763,0.734538748348266,1767700
