"letm_prc_max_249","letm_prc_subvol_x2of2_248","letm_prc_m301_248","letm_prc_subvol_x1of3_244","letm_prc_m111_241","letm_prc_m040_239","letm_prc_d5_234","letm_prc_m013_234","letm_prc_subvol_z3of3_231","letm_prc_m103_231","sub"
-0.943728804582301,-1.51604899288968,0.0743330561023666,0.421782503011249,-0.0598712299194196,-0.470673708450336,-0.761960774103833,-0.12663668767885,-0.289559579915383,0.0518415052269178,1085983
0.430881916352894,-1.28819447720195,0.0396145130978249,0.534570557365075,-0.238134136363328,-0.439379335195833,-0.0701151915430755,-0.0509548298239398,0.481286091774007,-0.0337980703833866,1125173
-0.334068936678063,1.03494637447436,0.308843161753133,0.676196825602189,-0.149857055029126,-0.320951873403113,0.779268220786293,0.022373372359951,0.182569812735566,0.248660391674645,1154608
2.07955044328326,-1.4743076420696,0.135768769776631,1.05022569407178,-0.185359330965313,-0.380678248604832,1.02220455046937,-0.0373151471116671,-0.749483845651454,0.10834973450862,1181124
-1.40580687055082,1.11864228067792,-12.2403141842773,-1.17984473042311,-5.812551826359,7.78449227375576,-0.340457907657809,7.42575273683166,0.143455161488897,-5.71669676609069,1183075
-1.19836419655772,-0.776530809021192,-0.0178309808664944,0.534217444641828,0.119438273545803,-0.513404684963549,-0.796922566616173,-0.00957083698413909,0.600362725904709,-0.019118469673031,1232870
1.74992027651573,-1.58395496131781,0.0912725413974772,0.685649829067215,-0.0196652063901855,-0.4811540898717,-0.0692590582551621,-0.250701276531096,0.193534441531089,0.0530647484366794,1279943
0.253556507435954,0.294909358521909,-0.285808257109916,-1.08635750120927,-0.535221779752758,-0.341377427429773,-0.205999158461192,-0.276305260295588,-1.12903770444889,-0.234485824820363,1329352
0.0599096537926191,0.792089649577667,0.406189509880715,-0.475292681466605,0.00067317687259027,-0.389805952658297,0.77278142018299,-0.0628037822857915,-0.611551510414787,0.26439757938706,1330263
1.63417838962278,3.15184123758343,0.285853325721514,0.859267923698043,0.0555972468817605,-0.499014129035712,2.94691163065337,-0.145459409125376,2.63806750435253,0.206021940377408,1364384
0.502755647709086,1.55234300384383,0.117115018357041,-0.089906782717238,-0.0219829352662571,-0.482448715194481,0.642963265766854,-0.108189127107664,0.705045554090323,0.0708070500258865,1386095
1.11262035170838,-0.415123630549405,0.767111104294325,-1.30853785616295,0.301934830187751,-0.443760963078148,-0.939735400743658,0.0228457318571403,-1.1895245159733,0.389997779036938,1458656
-0.343824418063628,1.40541332747195,-1.03226642346307,-0.791089398998716,-1.51744113598524,0.533363353057763,0.334955908972604,0.4255273528899,-1.26136412467132,-1.78436912366719,1485662
-0.275600823479207,-1.11172142071506,0.172912864618322,0.0494029292092087,0.374853574543401,-0.497637461912418,-0.805399776285626,-0.081251198734813,-1.2292427807063,0.177700389209908,1497807
-0.440970406455546,0.965175307867692,0.134947398712544,-1.10969280354739,0.256019843081256,-0.480774899808895,-0.207553521964703,-0.465364119079288,0.72051649705188,0.147460778408374,1501387
-2.22028315398822,0.364872577397569,0.0859616489939075,0.0105051292236201,0.211327992864815,-0.430384065393201,-1.76593450352681,-0.174135117107048,0.9891873996886,0.0779472585900198,1518948
1.38463165229319,-0.238755838197703,0.00474007983350599,1.99353834801341,0.120089295578562,-0.418533687059861,1.57810886853013,-0.0820452201006504,1.50024222392578,-0.156291572364681,1526417
0.545913273219357,-0.151894871994716,0.000295866134190269,-0.946625016332406,-0.627673777519024,-0.425438440112577,-0.836153452736918,-0.437941223318,-0.847166357379372,-0.128584910781803,1565177
-0.026003853756977,0.0151522530342671,-1.38125216381562,1.20503875475422,0.231999021911973,1.3939523430057,0.991068807832817,1.68101526317793,-0.455537385484442,-2.78335499347578,1606693
0.448645007052215,-1.0229592098528,0.145402537417904,0.912728703210263,0.0382382070629005,-0.463061940629389,0.212752931894326,0.0246798647127504,0.711437259630823,0.121119082132569,1612262
0.289129566685727,-0.720639025628948,0.257559286680723,0.226817833841198,0.176959854266123,-0.491893382153744,0.497392691091595,-0.178226347309334,-0.631068963978286,0.169937648540412,1614566
-1.37085577699098,0.138578434728035,0.064199632788428,-0.27379459765392,-0.100432381958182,-0.501188995477984,-1.4271466518209,0.102118306753087,0.542715635670007,-0.139333898078386,1644034
0.230278206498726,-1.02453239117819,-0.430951840151835,1.96074634019249,0.330292968469982,2.03146262010709,1.3287752776073,2.15668051519326,1.00181958643553,-1.03257485102276,1668599
-0.958984586235988,1.05083806162003,0.230183150748349,-0.884852187952503,-0.0633288937756302,-0.479685840284166,-0.511038952404362,0.0457114829549388,1.13986800536355,0.273598777676735,1671370
