"lemd_ctv_wavelet.HHH_firstorder_Median_429","lemd_ctv_wavelet.HHH_firstorder_Skewness_427","lemd_ctv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_427","lemd_ctv_wavelet.HLH_firstorder_Skewness_425","lemd_ctv_wavelet.HHL_firstorder_Skewness_408","lemd_ctv_original_shape_Flatness_407","lemd_ctv_lbp.3D.m2_firstorder_90Percentile_406","lemd_ctv_lbp.3D.k_glszm_SizeZoneNonUniformityNormalized_403","lemd_ctv_wavelet.LLL_glszm_LargeAreaEmphasis_390","sub"
-0.122478249861769,-0.126125785735401,1.62109984737632,0.0445334158274849,-0.781578552399769,-0.486494399234392,-0.0192832451611282,-0.0647365581169124,-0.250482543122053,1916742
0.542084767514846,-0.28590562745426,-1.50826668584181,-0.0277892244659844,-0.532435483644356,0.459911057257567,0.130035484849171,1.55928917452446,-0.326533035740318,1980052
-0.736044489164019,0.128862715363152,-0.383934810030088,-1.0240893710738,-1.03325430738957,2.96017490846824,0.443593146537149,1.29029410738033,-0.285057050587017,1926770
0.0732497021504497,0.0745570079034863,0.877702860425308,-0.238382854390613,-0.570258267360472,-0.4752551970598,-0.552252651671485,-2.04429242291596,-0.298341025802705,1979045
0.860092144300627,0.00120257780295205,0.618675212838638,-0.259128044332376,-0.172731559296028,-0.127209014057478,-0.245641923795891,-0.329419582843222,-0.289910090222552,2196212
-0.154665573270528,-1.50281697060898,-0.769823913712848,1.26417636085904,2.82481859760057,-0.315626994903981,-1.74351937615382,-0.0296019134256093,-0.193878934885015,2393207
1.040036096903,0.348139517395136,-0.800938832871078,-0.306373135830866,-1.01030549025948,-0.708144632398257,-0.0292026021675079,1.15703772826433,-0.238096837108895,2146138
-0.239355281667581,-0.00414117219592943,0.43652358583252,-0.329203572872893,0.0394406213517249,0.938782301831109,-0.951796769811261,0.698382238851577,1.8468285166901,2228399
3.63184705289823,0.829287803104787,-0.47527490488198,-0.683152152828132,0.0664844899513715,-2.2421431286749,-1.20439530436363,1.37143060266414,-0.311440748072628,2144796
-1.07949029108002,0.0205124570966755,0.37864245586178,-0.329644203933388,-0.270175805696037,0.397288091869931,0.20419960904577,-0.318958555745516,-0.226578085740359,2234271
