"mkm6d_ptv4_wavelet.HHL_firstorder_Skewness_239","sub"
-0.768885161996984,1085983
-1.08551628442351,1125173
-1.64879483732435,1154608
1.92281293596202,1181124
2.81747905524904,1183075
1.19961335471898,1232870
-0.614395679998622,1279943
-0.128874330881186,1329352
-0.510228748768701,1330263
-0.527572647286575,1364384
-1.10785096888727,1386095
-1.64016554028374,1458656
0.51432582772913,1485662
0.733708832391846,1497807
-0.119255916883326,1501387
-1.49516621256485,1518948
0.687526570248975,1526417
-0.135664975788209,1565177
-1.3086556935732,1606693
1.96369246302116,1612262
0.02179436535372,1614566
-0.155803319876519,1644034
-0.800641253321691,1668599
-0.56890214802857,1671370
0.742161662784069,1684230
0.754108020808687,1692385
-0.849338064881881,1720713
-0.137262757787824,1738800
-0.50781352835201,1740845
-0.0355560023657003,1742294
0.087998906607204,1767700
-0.493024053364632,1768972
-0.0649510368004346,1889409
0.803044532199584,1915938
-0.910207345001197,1916742
2.53515145500676,1919296
-0.669597150465339,1926770
0.179473268570128,1938156
-0.152433870140439,1938561
-0.416371144710728,1966316
-0.53145301079114,1967281
-1.06252048059444,1973544
3.99381100664674,1975401
-0.505621805710771,1976407
0.591954706512689,1978972
0.567472481942565,1979045
-0.403293782998765,1979422
1.50854058750804,1980052
-0.516002397566882,2001182
-1.74377929574808,2002465
-0.216539381733613,2004451
-0.126992143163571,2006164
1.14206552869144,2007309
0.357011572743949,2009915
0.437617867327914,2010259
0.615559055285373,2010554
1.14917530095332,2026671
4.5041599905578,2033049
-0.354059064819191,2034136
-0.123664458782368,2040495
0.102560271157918,2047354
-0.377428532806638,2051378
-0.113204835994238,2055667
0.233652829101818,2057358
-0.312777564762516,2059713
-0.592385576518546,2069079
-0.547762678248143,2070958
0.570444270840525,2072215
1.42915428768731,2075832
0.153769798423957,2075846
1.21021196393521,2076301
-0.0371605847366114,2078198
-0.749684403620733,2078899
-1.09147592632858,2085349
1.0434721714773,2086044
-0.47102634729923,2091555
-0.937213119631269,2092954
0.515817240373002,2096627
-0.0725394776523101,2100050
-0.24417017337065,2108003
0.798789231056769,2109902
-0.451011245371828,2110540
-0.063261082127035,2116787
4.26906670668147,2119177
0.471296348740478,2131601
-0.163763556876151,2132424
-0.592341905775244,2132982
0.291945869590011,2133204
-0.535923809279496,2133380
-0.568293471096366,2134220
0.695297207326534,2135748
-0.333043173424106,2137799
-0.423282286646357,2138375
0.723415042704421,2138678
0.218811354413395,2139733
-0.723010249368167,2141116
-0.6842311074326,2144796
0.0159065736111593,2145166
0.0167482649352927,2145694
-0.00918650650645023,2146138
-0.407897793786509,2151024
0.473280653994466,215131
0.201431321857175,2152442
-0.772287551758334,2157529
-0.705436786004087,2158101
-0.39073216491537,2158329
-1.3796260966815,2168082
0.622669245983412,2172217
-0.217178730742299,2176530
-0.610398809131484,2176784
-1.1163304456067,2181724
-0.862752155759095,2183291
-0.32863328656783,2183356
-0.158531627736167,2185290
0.0825568742810973,2186951
0.070338316496231,2196212
-0.0732802078026907,2199403
-0.975103484714698,2200416
0.220451872365642,2200813
-0.0883964289019693,2205389
-0.975176554787251,2212664
-0.517771819041039,2217034
0.266075978736323,2218615
-0.405432375353304,2219842
0.290235382931698,2224150
-0.195084878117174,2228399
-0.876756212460223,2228400
-1.13301188268507,2234271
-0.358406581918702,2234422
-0.14953743401456,2237571
0.556557662451209,2244172
-0.737259412040614,2247869
-0.517392740157509,2250648
-0.924744348940864,2250836
-0.257583844318901,2267382
0.804860751315032,2269346
-1.54672556092328,2271329
-0.449768083538353,2274521
-0.668296571433902,2276121
0.265725412859179,2278618
-0.259348252501621,2285214
-0.118619491503049,2286108
0.0618634572425638,2293123
-0.766778852281007,2294852
-0.247129686822991,2294873
-0.398890123106864,2296332
1.59225484635044,2305114
-0.631809839566244,2305115
-0.180586826872907,2306459
0.490185553624069,2306893
-0.0953746276885044,2317120
-0.126831877633914,2319068
-0.138581465914043,2321962
0.208479950083378,2331869
-0.42526739789022,2336735
-0.349694728403165,2339674
0.815569500000226,2340155
-0.262982996618458,2340322
-0.869703419806859,2350037
-0.537140077673192,2352038
3.45900983838161,2359944
0.88580643920449,2381907
0.0236048902482685,2393207
-0.226849407651244,2395415
0.246653298161219,2395943
0.978852458751312,2401405
-0.314011941455496,2405144
-0.803620561650056,2414406
1.23259769560566,2419459
-0.948202690694471,2425694
-0.471495676944871,2426863
0.374664449153393,2430773
-0.206898975546958,2439458
0.081059213121306,2443354
-0.387264239674744,2445526
-0.182831965361556,2448298
-0.326338258822079,2453577
-0.331497540825831,2474709
0.904359589753072,2480056
1.12273432360621,2480330
0.91468219157875,2487135
-0.992952218359755,2488660
-0.15837288315896,2490180
-0.653654576805726,2493534
-0.333414203928576,2498991
-0.997894364136352,2500377
1.05400542123596,2504802
4.54571403214408,2510402
0.970199993179341,2520618
-0.420987755692813,2559453
0.648456410281064,277752
-0.968044194529237,308862
-0.591344216737776,58325
-0.476749554958108,92173
-0.948203844454743,923666
0.1279888006274,965005
-0.703609890431548,983079
