"mkm6d_ptv6_wavelet.HHH_firstorder_Median_248","mkm6d_ptv6_lbp.3D.m2_firstorder_Maximum_234","mkm6d_ptv6_wavelet.HLH_firstorder_Skewness_227","sub"
0.124632308821586,-0.591026555877145,-0.296520807378294,1085983
-0.898182976917784,-0.400893508998605,0.156017242275076,1125173
2.44294852075894,1.28928479350926,-0.917300727363112,1154608
-0.0884099835173362,0.180388080169477,0.330016667537799,1181124
-0.0656988792120933,-0.591026555877145,-0.825669409882664,1183075
-0.512689438118163,-0.591026555877145,1.91529553418551,1232870
-0.127842888074369,-0.400893508998605,2.22655350393938,1279943
-0.414375112512273,-0.591026555877145,-0.788294344149664,1329352
0.545367189551666,-0.591026555877145,-0.739320209558048,1330263
0.751097440385228,0.881427768956815,-1.06616642390096,1364384
-0.999727106372279,-0.591026555877145,0.681296835249473,1386095
-0.528610609651124,-0.400893508998605,-0.431128137984821,1458656
-0.19471496517409,-0.400893508998605,-0.746918578792006,1485662
0.935903676510703,0.751841577974596,-0.127351855714435,1497807
-0.277080703466232,-0.377120312459427,-1.4676552584568,1501387
-0.219600978670561,-0.591026555877145,0.242044031155715,1518948
0.140814991228075,-0.591026555877145,-3.23704475063672,1526417
-0.604754876271022,3.60048758878318,-0.214914593812652,1565177
-0.0796046062078427,-0.260536161283053,0.0481203992231548,1606693
-0.127856228223022,-0.511772259154822,-0.674197056668316,1612262
-0.93333793758149,-0.591026555877145,0.236463789481944,1614566
-0.178638691164999,-0.591026555877145,0.364787398490945,1644034
-0.402717479541014,-0.511772259154822,0.293115827510499,1668599
-0.00255535675316455,-0.511772259154822,-1.0967122822205,1671370
0.230976981224807,-0.591026555877145,-0.164159031467602,1684230
0.375324761390607,-0.591026555877145,-0.158674920293659,1692385
0.425861640480643,3.59953396304415,-0.825420300039521,1720713
0.255892321068348,-0.591026555877145,-0.450618663095609,1738800
-0.653059419281491,1.25194742168773,-0.0618301855943991,1740845
-0.839262397713947,-0.591026555877145,-0.927954218265929,1742294
-0.194457224710132,-0.400893508998605,-1.23498682626377,1767700
-0.383290503415963,2.43397939257692,-1.15245546741648,1768972
-0.995061604953706,1.81920974662666,1.01937895708388,1889409
0.145759029540065,-0.591026555877145,-0.938211825070947,1915938
-0.286849175259326,-0.28118276943373,-0.291273599426583,1916742
-0.0895163535645413,-0.591026555877145,-0.731483057469177,1919296
-0.335418695214899,-0.591026555877145,1.24974779731795,1926770
0.375186118527549,0.764412314715365,1.73204978691078,1938156
-0.236758388035014,-0.591026555877145,-0.877320352459166,1938561
0.175006012024869,-0.591026555877145,-0.361644349540038,1966316
1.37277711063842,-0.591026555877145,-0.133514515119778,1967281
-0.00824211502715817,-0.591026555877145,-2.09843672015186,1973544
-0.766394650824439,-0.511772259154822,0.522428577404999,1975401
0.633464381533471,-0.511772259154822,0.0246189594198481,1976407
-0.799416371240332,-0.591026555877145,-0.891253792731752,1978972
