"lemm_prg_v42_240","lemm_prg_m201_239","sub"
0.976082071627879,0.125841869476304,1085983
-0.988433773524551,-0.566799589225343,1125173
0.918557786238319,-0.153925212749139,1154608
0.937981245415809,0.0132949769547785,1181124
-1.01301068822797,-0.113859507272537,1183075
-1.01301068822797,0.163231660484406,1232870
1.0307133750783,0.356396561946203,1279943
-1.01045219540961,-0.189189562845707,1329352
-0.97960810735925,-0.349717961121708,1330263
-1.01301068822797,0.101092368470377,1364384
0.665593298803165,0.0938872611230798,1386095
1.03052580862609,0.361672294516064,1458656
-1.01301068822797,0.109293795806346,1485662
1.01037283537171,-0.0713485701346447,1497807
1.0307133750783,0.32763167757497,1501387
1.02388578912071,0.188751569810812,1518948
-1.01301068822797,0.0924133606141497,1526417
-1.01301068822797,0.56322284862061,1565177
-1.01301068822797,-0.086972537284371,1606693
-1.01301068822797,0.105555930030191,1612262
-0.949605107620345,-0.0738308776292393,1614566
-1.01301068822797,0.141163445434254,1644034
-1.01301068822797,-0.0725227526398515,1668599
1.02952585383291,0.138290531384011,1671370
1.0307133750783,0.139202146120663,1684230
-1.01301068822797,0.107587751945137,1692385
-1.01010354162298,0.195408619540289,1720713
0.965833246084448,0.375702320104929,1738800
-1.01301068822797,0.28174433286618,1740845
-1.01301068822797,0.110923378525139,1742294
-1.01301068822797,0.0775302456439008,1767700
-1.01301068822797,0.143546208224616,1768972
0.95700275016786,-0.239586786498131,1889409
-1.01301068822797,0.071763117650828,1915938
1.02761010643553,0.101933592690714,1916742
-1.01301068822797,0.143624801074201,1919296
1.0307133750783,0.0925290799054942,1926770
0.937660171521351,0.106292129898789,1938156
-1.01301068822797,0.0184668313943361,1938561
-1.01301068822797,0.122903234395956,1966316
-1.01301068822797,0.137577534562649,1967281
-1.01301068822797,0.0880415064669756,1973544
-1.01301068822797,0.119630397731658,1975401
-1.01301068822797,0.147194335499371,1976407
-0.933766853378072,0.301919922542027,1978972
1.02157477154319,0.179530512398235,1979045
-1.01301068822797,0.212502347994331,1979422
-1.01301068822797,0.018927391299605,1980052
-0.964781211807764,1.00968827731876,2001182
1.0307133750783,0.0789526055898885,2002465
-1.01301068822797,0.0711435863204608,2004451
1.0307133750783,0.298910779859336,2006164
