"mkm5d_ptv6_log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_ptv6_wavelet.HHL_glcm_Imc1_250","mkm5d_ptv6_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_ptv6_logarithm_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm5d_ptv6_wavelet.HHH_firstorder_Median_247","mkm5d_ptv6_original_shape_Sphericity_239","mkm5d_ptv6_wavelet.HLH_firstorder_TotalEnergy_229","mkm5d_ptv6_logarithm_gldm_LargeDependenceHighGrayLevelEmphasis_226","sub"
-0.227482872670288,-0.766298926137792,-0.57726193855128,-0.191713667801994,0.183870909075393,1.26304919603012,-0.448683656098124,-0.0774755557653213,1085983
1.89169745899174,-0.00469477005154442,1.00623309711786,0.028924458578287,-1.03913400041734,0.533656452086097,0.266795317973337,0.72388910622391,1125173
-0.3359834760272,0.538249764491725,-0.833028865141162,-0.280577406969291,2.30801054706481,0.539696920621081,-0.543650789004392,-1.36875937956816,1154608
-0.315839986323631,-0.914211768163916,0.0921775692941651,-0.283723782447199,0.102720175675322,1.18032951532809,0.795738319472068,-0.624203930340307,1181124
-0.31971282522866,-0.922794426139093,-0.763102827068786,1.702129771379,-0.194762891794924,0.0369798798511974,-0.742901452421312,-1.36085723434628,1183075
-0.329099185633895,-0.565877987438319,-0.814427168829497,0.33946394059199,-0.540581788115947,0.483748936614683,-0.776753318640674,-0.677013698602687,1232870
0.477308430486891,-0.101744733141419,0.135176033364597,-0.185890770968551,-0.153046138329813,0.636835331859607,-0.596192597452302,1.72134676212998,1279943
-0.2923622858888,-0.626586755181103,-0.392101087567283,-0.270715718173338,-0.57326524065903,-1.57371086894662,0.506960976938999,-0.273612975437051,1329352
-0.260731676373661,0.0255231849064831,0.530738166690455,-0.26825575177623,0.475936591078154,-1.19026639050154,0.0137750457458873,-0.895135474727173,1330263
-0.328615392390727,-2.33855725616038,-0.777602547820944,-0.280437804101164,0.755630535336691,0.90192016753852,-0.280563518764823,-1.16671889466251,1364384
-0.229435409017526,0.0555316708960134,-0.760163820273568,-0.235024930462954,-0.685931190855788,0.312723833355372,-0.362958509254478,-0.840746614161459,1386095
0.131799500295554,-0.152400425325488,1.09048560108364,0.0382144452652323,-0.577229294746721,-1.50459136192332,0.537480352884377,0.404877759800818,1458656
0.373669531710876,0.623741262631559,-0.248933658298027,-0.157989882778093,-0.047688920199495,0.627867234430281,-0.742096718962827,-0.107472544752316,1485662
-0.300814758154649,0.0765850813888217,-0.463595750286543,-0.27973207825282,0.809587612435342,0.693249085581562,-0.22162968443949,-0.639231004078619,1497807
-0.0344319814073583,0.128661317653888,-0.369172024604371,-0.205308463039535,-0.011535772332042,-1.06530084495932,-0.55017971329057,1.58039433516513,1501387
-0.344945870616184,-0.310585102570435,-0.834900590289316,0.495421589582004,-0.579679346714898,0.736488031819407,-0.907844904107761,-0.85595821995243,1518948
-0.33216917725145,-0.53792684456829,0.0372562898306971,-0.27391665731545,0.147540072631631,0.883888958507897,0.109533218863397,-1.09025667779834,1526417
-0.286817098454105,-0.391652694503124,-0.192985862463657,-0.254264616105234,-0.420512552484934,-0.245246529167841,-0.396938632591693,-0.554491032599383,1565177
1.29544801453737,0.268700981931365,1.04602480660988,-0.267357673514899,-0.0877188643864334,0.0569667937889996,-0.315156865232904,-0.303691283399246,1606693
-0.174700991508946,-0.557204505620996,-0.0826450171907412,-0.0757431185600975,-0.101788450612874,0.883221439599567,-0.585240585058263,1.52078435298283,1612262
-0.323170381011324,-0.303406959828114,-0.0268741045120066,-0.239145499326253,-0.880353740569116,0.489367956538935,-0.455303487232174,-0.764144808448892,1614566
-0.233710790416219,0.89636429779536,-0.576896056178019,-0.21695267455404,0.145499898690203,-0.305781566439429,-0.462265382449258,1.26858645923895,1644034
-0.186870091937791,-1.0061632871616,0.000694877795431919,0.912496837054825,-0.425427829790547,0.0680460406262799,-0.580323958296113,-0.576569937169981,1668599
