"lemm_prp_v33_249","lemm_prp_v42_244","lemm_prp_m110_228","sub"
0.62698024220685,1.0686963310234,1.10996051018811,58325
0.352854177816928,-0.952915937259522,-0.0179999899882937,92173
0.644039423484975,0.988480279930005,-0.854919161066721,215131
-2.49853497345206,-0.992469268744877,-0.123799497592199,277752
-2.49637434356853,-0.992469268744877,-0.772300004113623,308862
0.417374037277643,1.0551482006453,0.0527780878417327,923666
0.545193185131207,1.05445529692498,-0.901076172329142,965005
-2.35019608212529,-0.992469268744877,-0.426891540659236,983079
0.700971840367978,0.831942220489547,0.113492648702964,1085983
0.439425938975942,-0.946600038449831,-0.660154411291279,1125173
0.298594037800655,0.289013182680614,1.18443247849762,1154608
0.415645929956817,0.795046573134991,0.27324794507757,1181124
-2.49853497345206,-0.992469268744877,0.727216814439933,1183075
0.160382640122784,-0.992469268744877,-0.73918637706816,1232870
0.68483277159756,1.5173325859722,-0.330992011174409,1279943
0.27111835561495,-0.990905840109604,0.300820965365965,1329352
0.184993010277515,-0.963701866029394,1.15933856616884,1330263
-0.71852870531963,-0.992469268744877,-0.779439679494626,1364384
0.0944785285486269,0.332885738636246,-0.206133333921876,1386095
0.611266935187201,1.19224035132788,0.5883204460837,1458656
-2.48111913867524,-0.992469268744877,-0.595909625090628,1485662
0.467766813824492,0.884078747930529,-0.814823126564112,1497807
0.653302965960427,1.07009204678645,0.144309861004798,1501387
0.383273807856985,0.131255288673401,0.851766926102716,1518948
-0.0464371719726244,-0.992469268744877,-0.197963593387708,1526417
-0.0532359823758989,-0.992469268744877,0.101869394876372,1565177
-0.22116970606211,-0.992469268744877,0.211322658914226,1606693
0.458892690674518,-0.992469268744877,0.273791107009353,1612262
0.144582470717854,-0.94740840502629,0.0827390473906329,1614566
0.304184075972134,-0.992469268744877,0.111892307738699,1644034
-0.371386949384239,-0.992469268744877,-1.25899968340727,1668599
0.620717211178597,0.676720941057421,0.767291112925411,1671370
0.698716880103292,1.08647444392958,-0.0836947995440396,1684230
