"letm_prc_d5_250","letm_prc_subvol_z3of3_250","letm_prc_density_229","sub"
-0.761960774103833,-0.289559579915383,-0.339997586823418,1085983
-0.0701151915430755,0.481286091774007,-0.452123285700162,1125173
0.779268220786293,0.182569812735566,0.396744611910513,1154608
1.02220455046937,-0.749483845651454,-0.355481076765913,1181124
-0.340457907657809,0.143455161488897,3.74125307368185,1183075
-0.796922566616173,0.600362725904709,0.417891348432999,1232870
-0.0692590582551621,0.193534441531089,-0.427385253107045,1279943
-0.205999158461192,-1.12903770444889,-0.326056537553109,1329352
0.77278142018299,-0.611551510414787,-0.398938947362935,1330263
2.94691163065337,2.63806750435253,2.46385069204772,1364384
0.642963265766854,0.705045554090323,0.439416579170998,1386095
-0.939735400743658,-1.1895245159733,-0.446798551880214,1458656
0.334955908972604,-1.26136412467132,-0.266226283370246,1485662
-0.805399776285626,-1.2292427807063,-0.355866744549803,1497807
-0.207553521964703,0.72051649705188,-0.381234974464762,1501387
-1.76593450352681,0.9891873996886,0.492052467756619,1518948
1.57810886853013,1.50024222392578,-0.190485349583279,1526417
-0.836153452736918,-0.847166357379372,-0.397402118601021,1565177
0.991068807832817,-0.455537385484442,-0.430926929460146,1606693
0.212752931894326,0.711437259630823,-0.356865928846227,1612262
0.497392691091595,-0.631068963978286,-0.290233575509196,1614566
-1.4271466518209,0.542715635670007,-0.308510203640648,1644034
1.3287752776073,1.00181958643553,-0.217464390150546,1668599
-0.511038952404362,1.13986800536355,0.0053077407529538,1671370
0.126598544156295,0.932246011334063,0.0023655558023001,1684230
-0.653648693822785,-0.0058855604730006,0.162998577561838,1692385
-0.414701358035872,-0.753709498330943,-0.41492554632632,1720713
-1.05635969983497,-0.818119595067482,-0.394960797799152,1738800
0.391861690993959,-0.522251968298163,-0.39216725749747,1740845
0.975032692301636,1.6311896358479,1.07286279758987,1742294
0.847236639197664,0.470331911908219,0.264163980681645,1767700
-0.368175867987998,-2.03934225253425,-0.439643374225785,1768972
-0.0222218622370688,-0.407646815008519,-0.420717334008146,1889409
0.419102363370757,1.22906236265773,0.946838559876927,1915938
-0.26989611367652,-1.15227192807212,-0.433716004062459,1916742
0.0789798339262581,-0.38368135851153,0.804031267966773,1919296
0.0300300879393817,0.514766332519179,0.297933402197387,1926770
0.0959380726889838,-0.387126424517575,-0.454424856008944,1938156
0.651132248615045,0.143347373884555,-0.13305687941865,1938561
0.568131180487596,-0.414207809968165,0.513574375217988,1966316
-1.25772279583338,-0.0710946258550848,-0.20869202758205,1967281
4.13890337161412,0.0900922106080003,3.07283363772975,1973544
1.30755703505849,1.8729340205129,0.505602510248656,1975401
0.235223542352855,-1.21001062817863,-0.0231420683693753,1976407
0.0430446255182732,0.475744776958152,0.00129227559036518,1978972
0.509514031786824,0.899429487152852,0.104775844545391,1979045
-2.27332870329001,-1.12956067405042,-0.367424526447163,1979422
0.451705164485836,1.6323975879675,9.29364541740313,1980052
-0.379870387807142,0.419706332183548,-0.457233518432552,2001182
-0.165179667835775,1.7938760210066,0.85832991034819,2002465
0.934166750240669,-1.3346266886573,0.417909764719612,2004451
-0.0176122325421529,0.537286517070627,0.0918098794274465,2006164
-0.551031868481015,0.188430683179004,-0.290795105412672,2007309
0.859019777316117,1.5576529207876,-0.0780972050898068,2009915
-0.224388954129925,1.02595657260155,-0.25945678949892,2010259
1.17731427657608,-0.973097688598259,-0.217449940183795,2010554
0.132463724382712,-0.0682416939665373,0.118118673561631,2026671
1.49193658414253,1.95528603091962,-0.0423686579672013,2033049
-0.849505306032847,-0.43850745360369,-0.447642617291301,2034136
-0.340602858246703,-0.0884684921941973,0.66055205107371,2040495
1.37609813852815,1.1635800561282,1.51399178268843,2047354
1.29187183854085,1.60534075154325,0.0467539590831425,2051378
-0.112120731907925,-1.61165802116715,-0.188785244242627,2055667
-1.78521995819633,0.338743570369574,-0.236391006930898,2057358
0.950577597633401,-0.137296951361891,-0.227138253631353,2059713
0.144783175345825,-0.418626260193508,0.0074413245371435,2069079
