"lemm_prc_density_242","lemm_prc_gradz_233","sub"
-0.25945678949892,-0.72429234950639,2010259
-0.217449940183795,2.79817289729507,2010554
0.118118673561631,3.42871679985877,2026671
-0.0423686579672013,-0.490816441997069,2033049
-0.447642617291301,-0.548466303794202,2034136
0.66055205107371,0.064556342881825,2040495
1.51399178268843,0.554552979326194,2047354
0.0467539590831425,0.372208480138078,2051378
-0.188785244242627,-0.209279148616499,2055667
-0.236391006930898,1.02514906832685,2057358
-0.227138253631353,0.285194819265605,2059713
0.0074413245371435,-0.368407502305216,2069079
-0.140408119189628,0.906977220197647,2070958
0.0733940130531879,0.070604968216312,2072215
-0.267604864817016,0.602936575425049,2075832
-0.398392717899255,-0.488087319572944,2075846
0.223274531721874,0.837289354122062,2076301
-0.458119997497843,0.302648106277255,2078198
-0.445097021809619,-0.557645178242955,2078899
-0.159597545037841,1.71015263955141,2085349
-0.299287745798138,-0.474737411603259,2086044
-0.362196889358557,-0.351293875062229,2091555
-0.204264957858395,1.32667676723263,2092954
-0.298042435286527,0.418580908850096,2096627
1.07107337074451,0.675430139891701,2100050
-0.237770325368202,3.30328703236575,2108003
-0.241497237147811,0.423622468993655,2109902
-0.177168888153649,2.13546973959916,2110540
-0.394821871660506,-0.660127461362099,2116787
-0.386921128635546,0.522928267669033,2119177
-0.336350515509944,0.843863249769746,2131601
0.328599666374037,-0.117297842212512,2132424
-0.450744026695022,-0.609210587949421,2132982
-0.30845166745713,1.09446359640663,2133204
-0.265302100789968,-0.760825040053921,2133380
-0.388551326027492,-0.646494008283219,2134220
-0.41324609262581,0.067160908131515,2135748
-0.181832060858827,-0.18416815097858,2137799
-0.262613467156614,1.04922893287635,2138375
-0.339417240268495,-0.242762538725777,2138678
-0.252947244917468,-0.196467578846512,2139733
0.130876852123428,-0.0366759699166813,2141116
0.366965969823569,-0.60122543447451,2144796
0.485000010264329,-1.00046820642132,2145166
-0.0842505044082886,0.803903244169755,2145694
-0.239132775032668,-0.766123453882779,2146138
-0.42080533613996,-0.634629094778931,2151024
-0.304915297801511,-0.541394355129894,215131
2.32529876597686,2.45634999175084,2152442
0.420903075804014,-0.681817063053475,2157529
-0.0144800456311501,-0.569861348057668,2158101
-0.463538240438383,-0.663498191254011,2158329
1.50148775606671,-0.0129707735428056,2168082
0.371435085105757,0.891594569518814,2172217
-0.215157839318742,-0.603623233568313,2176530
4.68516038963223,1.24285415692309,2176784
0.747404204914394,2.07808572206709,2181724
-0.368378094462169,-0.397995701282421,2183291
-0.396637043963517,-0.290226458115068,2183356
0.192158978668385,-0.237454920922794,2185290
-0.317159248294681,0.301458157126967,2186951
-0.43796541063977,-0.171712236575208,2196212
-0.353297445116392,-0.0284950801055037,2199403
-0.0343461783524793,-0.2976063912582,2200416
-0.281617334321105,-0.552585117610137,2200813
-0.37445423807953,0.213366855184302,2205389
-0.339481320047455,-0.584405144941398,2212664
-0.36585372887857,-0.300857196526725,2217034
0.210132188421458,0.702711304208354,2218615
-0.307329314827901,-3.48208880852201,2219842
-0.409644643125777,-0.449863149217195,2224150
0.00111398355356566,-0.613581923525019,2228399
-0.349235537590127,-0.49696484772321,2228400
-0.339960695264312,-0.754366377203501,2234271
-0.337535825084454,-0.719062106438006,2234422
-0.366523386422449,0.483382916468023,2237571
-0.333409640362439,0.035134176403055,2244172
-0.295349721554464,-1.06368282936279,2247869
0.0900226385316567,-0.26696852299833,2250648
-0.405013387368436,-0.528877735994086,2250836
-0.387883929688182,-0.562952913608226,2267382
-0.374429296766208,0.251858118187004,2269346
-0.292124238951028,-0.650230756554249,2271329
-0.390296280666331,-0.51564140692478,2274521
-0.437885292433476,-0.508873455119794,2276121
-0.272772084137017,0.659769192140117,2278618
-0.39078992183259,-0.457683050456248,2285214
-0.432635239815075,-0.662677499774398,2286108
-0.460845376714991,0.598427522996162,2293123
-0.456006402832537,-0.574024072003058,2294852
-0.124104137355727,2.34958370135108,2294873
-0.386332878640022,-0.590542188886073,2296332
-0.247748401541871,-0.529244646670457,2305114
-0.395744339105136,-0.416073266846826,2305115
0.681437420723158,-0.226169040335823,2306459
-0.332420631363804,-0.808590143936319,2306893
-0.460469040551063,-0.541515967557165,2317120
-0.464626501627525,-0.284720142580895,2319068
-0.435827464963514,-0.769059188649082,2321962
-0.454677118990025,-0.585886984055247,2331869
0.108164517197348,-0.113590384035811,2336735
-0.461810531795774,-0.426913633420726,2339674
-0.398128448276231,-0.547000719577748,2340155
-0.432388871103547,-0.701341114541225,2340322
-0.355886289436942,-0.710341501305853,2350037
-0.301723814758905,-0.232879082097702,2352038
-0.136703911201487,-0.546079172404023,2359944
-0.406482076106228,-0.537707104777451,2381907
-0.437630139964394,-0.591356458322378,2393207
-0.432387135806256,-0.355953807355473,2395415
-0.404983757873225,-0.603822028852217,2395943
-0.401928662274688,-0.494455251259486,2401405
-0.431206998885894,-0.630863519955961,2405144
-0.433045603054494,0.511092400922442,2414406
-0.275592849105972,-0.645264638021214,2419459
-0.40199813118914,-0.764032032599008,2425694
-0.46448940530685,-0.373521758224801,2426863
-0.0603893116154898,-0.213147382168245,2430773
0.117328475640492,-0.084508884386025,2439458
-0.351100599481279,-0.345894934161321,2443354
-0.427748977971997,-0.792417854656358,2445526
-0.298483023720805,-0.389334956769094,2448298
-0.31726086446985,-0.1449216575379,2453577
-0.0781762193937182,-0.807843536056024,2474709
-0.119316962038764,-0.536545704553641,2480056
-0.44357078194196,-0.678029900858866,2480330
-0.401185444853638,-0.737902188211747,2487135
-0.313993385264726,0.426413944005418,2488660
-0.290516816928721,-0.532390997235077,2490180
-0.430420326173216,-0.592598648751865,2493534
-0.122974469694945,-0.544295236989114,2498991
-0.425199176727315,-0.427707533299779,2500377
0.38366878996412,-0.612613277601397,2504802
-0.455545104057427,-0.173916203417236,2510402
-0.401440940076967,-0.408431766694695,2520618
-0.43699833563041,-0.639451545234347,2559453
4.60913596985682,0.800911720001039,277752
0.0477722588253011,0.866552347971922,308862
-0.451748543534147,-0.213065289531751,58325
-0.450362236219736,-1.04189697212297,92173
-0.396940437048509,1.00420309837,923666
-0.394262345648242,-0.609717388205269,965005
0.451835000163157,-0.130156810660216,983079
