"letm_ptv_sphericity_250","letm_ptv_m111_247","letm_ptv_d5_246","letm_ptv_m310_235","letm_ptv_grady_233","sub"
1.34560370428236,-0.133757950787407,-0.623664469433064,0.0274854922778746,0.0575323140701573,1085983
0.024050352039651,-0.37204928830834,0.146801871976044,-0.320200852424152,-0.527410176866442,1125173
0.229570681983604,-0.316939313416658,1.37710226313723,0.455646613143932,0.976805029045565,1154608
0.29547596370533,-0.193874208369121,0.977503664807933,0.058311113881363,0.934550941151839,1181124
0.00834053141652555,-0.211431470180209,-0.297614053199757,0.383414391814428,-0.571590924508847,1183075
1.4039468098273,0.141127512577819,-0.689039509199769,-0.478527949532106,-0.855930459518802,1232870
0.820949974523074,-0.060499228713156,-0.121173802457707,-0.22227066392461,-0.876132787909009,1279943
-1.13105042635617,-0.71167805408848,-0.189476192165219,0.572208183359381,-0.397268818051072,1329352
-1.08729753063574,-0.0136871179215194,1.42901259477804,0.974865218938334,-0.312653976771493,1330263
1.03723834674589,-0.0722981410355761,4.19480877909173,-0.456067974336422,-3.96328025326292,1364384
0.106464412565748,-0.108166743600781,1.54405483257854,-0.15636946641403,-0.127619952508096,1386095
-1.31593161271305,0.391932823036015,-0.576634992496805,1.30923307208772,-0.632689089579971,1458656
-0.0408825272525968,-0.305706298462072,-0.841220602593896,-0.433076413443568,0.198674732145116,1485662
0.00304698608416291,0.508069954502799,-0.741558110388666,-0.914840929606251,-0.548517189388818,1497807
-1.260594962821,0.284933008418182,0.398600181673124,-0.0455706612458846,-0.313559799949127,1501387
0.629848694839496,0.200743650062294,-1.75316583289636,0.446195396424854,0.0648006928218206,1518948
1.45582026267388,-0.0168536838291443,1.34794277097678,-0.134197216942848,-0.15462695521201,1526417
-0.656296281499042,-0.807474638466002,-1.01118917747502,0.125089989178572,-0.129170522160089,1565177
-0.267205103206661,-0.0700464737190878,0.017451122106612,0.124053949416239,0.623123268292451,1606693
1.11577259635181,0.0210427260801315,0.67632064351646,0.0554171615342857,0.429692388836084,1612262
