"mkm5d_gtvper_lbp.3D.m1_glcm_Autocorrelation_242","mkm5d_gtvper_lbp.3D.m1_firstorder_RootMeanSquared_242","mkm5d_gtvper_lbp.3D.k_glcm_ClusterProminence_228","sub"
-0.191738156187941,0.234142000409542,-0.110554773449418,1085983
0.167956587122375,0.0956724967950025,0.513710964638361,1125173
-1.33616375881645,-1.61460293241701,-0.0436464582875623,1154608
-0.600738999790293,-1.32254110953213,-0.570296132639581,1181124
0.739442371733628,0.744768140998412,-0.00266627104735053,1183075
0.154337259380434,0.491891764660332,3.2691888406197,1232870
-0.440688740421992,-0.00278968448833087,0.298250719424445,1279943
-0.518424908743053,-0.0986469246124428,0.362348427450114,1329352
-0.468128391955444,-1.03338483104297,0.893833075488644,1330263
-4.25478089365108,-1.36817039236528,-1.45800710638477,1364384
0.752252385915713,0.834666254978332,3.89771172117354,1386095
0.707215704569489,1.16172508380482,0.357233746135592,1458656
0.684354821621637,0.580787393268357,-0.57384126170817,1485662
0.188546352474626,-0.478782057107496,-0.804333514571763,1497807
0.288059207654046,0.202302100409717,-0.788806045291104,1501387
-3.55890949365691,-2.54236199446431,-0.0267730786435055,1518948
-0.449059000192364,-0.294277665811394,-0.74550619278534,1526417
-0.509196060358768,-0.534455030472462,0.0820147723121237,1565177
-1.98289966009595,-2.5837197880147,-0.292930213750097,1606693
1.43065802527415,0.659549739758726,-0.021621465063275,1612262
0.00756478685322015,-0.39273226760749,-0.763618811333954,1614566
2.1449300982493,1.45963129342685,-0.890403094127838,1644034
-1.36408296596081,-0.678759513074484,-0.694864468003165,1668599
-0.220133007093121,0.192185618312221,0.520721748203118,1671370
2.05230315224347,2.65204363390644,-0.790407509287747,1684230
0.644010390027875,0.655376034286195,-0.268463110100875,1692385
-0.143867213698889,-0.525023681749038,-0.424837279293471,1720713
0.415427100643398,0.0662340137732534,-0.490386844889492,1738800
-0.302200062460375,0.128356116537502,1.10803622799867,1740845
0.447522345899256,0.803367619493199,0.0344877671633148,1742294
-1.24552135503707,-0.344510976389044,-0.588689757928831,1767700
-0.237668230456446,-1.15027800615085,-0.841141695243244,1768972
-0.310142013798797,-0.89920107897865,-0.652706808874158,1889409
0.151446899294665,-0.614327426179645,0.825972008127493,1915938
0.38482032230023,0.752714175287483,0.0152617045081872,1916742
1.9139872306947,1.09638557043123,-0.61187332904268,1919296
