"mkm10d_ctvper_wavelet.HHL_glcm_Imc1_232","mkm10d_ctvper_logarithm_firstorder_Median_228","sub"
0.158267014716957,0.444404693387974,1085983
0.294821635419922,0.0928109850215059,1125173
0.786029593177361,0.531896339833138,1154608
-0.754706960545821,1.1732510233309,1181124
-4.91467973872736,-1.65069765668296,1183075
-0.614707703501541,-0.623150150320644,1232870
0.346119450766875,1.31018634033435,1279943
-0.219446163530284,-0.0330967743662388,1329352
0.37366955897656,-0.0654169288284079,1330263
-1.48941296192702,-0.0735737530814992,1364384
-0.144552916489664,0.686711293781664,1386095
0.065231545768388,0.572187896280175,1458656
0.329207344955438,-1.48933189020075,1485662
0.567537230866932,0.359335182968961,1497807
0.202284962508789,0.816982969181847,1501387
-0.316074594387143,-0.447559247981025,1518948
0.315470321699776,-0.18803694892953,1526417
-0.209647681473233,-0.475549918384901,1565177
0.818384224405564,-1.45109836203973,1606693
1.10660856550576,0.116596852839979,1612262
0.251782561588842,-0.00142517011987235,1614566
0.305275037478644,-1.47888808652048,1644034
-0.525125713998539,-1.21658533116367,1668599
-0.728980644528679,0.806993776696652,1671370
0.175593116475776,1.0919187416202,1684230
-0.552032053951771,-1.08406010168102,1692385
0.355611492045837,0.270304851291189,1720713
0.903215563118003,0.534640872642654,1738800
0.68369115442216,-0.241674202244005,1740845
-1.28725818454402,-1.45524037606155,1742294
-3.3497393097938,-1.07954574152499,1767700
-0.265308578760765,-1.01954486985654,1768972
0.525700724157957,0.667716081533289,1889409
0.0540548118477667,-1.90736238146121,1915938
0.866825859110398,0.944780165289769,1916742
0.665901311840207,-0.712052828988114,1919296
0.365820768577736,0.490478845267565,1926770
0.304163757404985,0.773597967986692,1938156
0.338180312564789,-1.90796254356411,1938561
0.835660635840867,-1.51523616626374,1966316
0.1609286412271,-1.09643229025262,1967281
-1.84110830845796,-1.73922469345568,1973544
-0.563186987618757,-1.57583319324918,1975401
0.53381803525171,-1.34134744567488,1976407
-0.0209663142563082,-0.116420122845248,1978972
1.1391079392827,1.26442657658287,1979045
1.25330836334212,-2.49241485464134,1979422
-1.49441616314187,-1.60147028857082,1980052
0.398297822771156,0.353330092134077,2001182
-4.55816369844703,1.77019542907507,2002465
-0.347721629598078,-2.11532913705562,2004451
0.494364051302102,0.354930199658209,2006164
-0.675215639317526,-0.62410300896819,2007309
0.337175277993001,-1.30738014297884,2009915
-0.315425139348685,-1.91249473954317,2010259
-0.178383578155449,-1.84506118594033,2010554
-0.789307642534162,-1.1309927816457,2026671
-0.44433625452688,-1.3721722131573,2033049
1.34424542701969,0.404994098877049,2034136
-0.516535862363041,-2.40179357987107,2040495
-2.08677237050294,0.823591781958294,2047354
-0.0109733075577127,-0.449913846616087,2051378
0.977820574498829,-1.38368353749397,2055667
0.338271298891898,-1.60565255163706,2057358
0.543815256834588,-2.02684685136527,2059713
-0.302237780568184,-1.35269146572989,2069079
0.0723230641945545,-0.431093725120546,2070958
0.0236426157747454,-1.11203445447618,2072215
-0.1735204747366,-1.68824394600842,2075832
0.963014753335101,0.539352609336902,2075846
-2.02336949923678,0.427041396085288,2076301
0.668129583526348,0.579165325500738,2078198
-0.53997666609798,0.515010588091948,2078899
-0.197836881831311,-0.939339201383132,2085349
-0.385334204012624,-0.72612414939803,2086044
0.927300276599825,1.00406151158434,2091555
0.69959688913768,-1.70515286050352,2092954
-0.808389998820272,-0.504799184449615,2096627
-2.75215978091758,-0.716451883283786,2100050
-0.145212268023217,-1.1151438243081,2108003
0.0201633854803309,-0.793503312376348,2109902
0.659798679624555,-1.40354927951953,2110540
0.750219020618173,0.770048090431768,2116787
0.385663550296051,1.24319303902456,2119177
-0.650873021774745,0.63123767436409,2131601
-1.24222583977948,-0.859227062140588,2132424
0.752647624583686,-0.815873623499595,2132982
0.436361359672527,-0.903881177790721,2133204
-0.434083709971807,-0.566192968927667,2133380
-0.0815821842218345,0.545167811372783,2134220
-0.257601744400468,1.51830284973704,2135748
-1.76437859876884,0.394419761542059,2137799
-0.0686494365449563,-0.662863524299112,2138375
-0.911651002828288,0.298837071896989,2138678
-0.612119615779426,0.779252847750574,2139733
0.108551655631429,-1.78161204717285,2141116
-2.71358938843028,1.62066487106835,2144796
-1.50825848933986,0.215127392490624,2145166
0.519617392700542,-0.713743923648623,2145694
-0.159660586175645,1.06092784140236,2146138
0.587887979216774,-0.642820289375919,2151024
0.946670904073403,0.713547792760505,215131
-2.61360364075421,-0.796236919368468,2152442
-0.0455427941231219,-0.277746781616608,2157529
0.0986533859212859,0.792146920024612,2158101
