"lemm_prg_m201_250","lemm_prg_v42_247","lemm_prg_v45_230","lemm_prg_kurtosis_229","sub"
0.125841869476304,0.976082071627879,-0.244301999277469,-0.153057642699699,1085983
-0.566799589225343,-0.988433773524551,-0.2662821479588,-0.269400107260805,1125173
-0.153925212749139,0.918557786238319,-0.2662821479588,0.295861041455387,1154608
0.0132949769547785,0.937981245415809,0.042304775372746,-0.00176163310297141,1181124
-0.113859507272537,-1.01301068822797,-0.2662821479588,-0.529552319822421,1183075
0.163231660484406,-1.01301068822797,-0.2662821479588,-0.523838332281377,1232870
0.356396561946203,1.0307133750783,4.44592357318506,-0.542934815374924,1279943
-0.189189562845707,-1.01045219540961,-0.2662821479588,-0.417437350700544,1329352
-0.349717961121708,-0.97960810735925,-0.2662821479588,-0.467981796347719,1330263
0.101092368470377,-1.01301068822797,-0.2662821479588,-0.496908986333961,1364384
0.0938872611230798,0.665593298803165,-0.2662821479588,-0.384971029636053,1386095
0.361672294516064,1.03052580862609,-0.204871243736842,-0.523361887446544,1458656
0.109293795806346,-1.01301068822797,-0.2662821479588,0.55829453274568,1485662
-0.0713485701346447,1.01037283537171,-0.0187164370421201,-0.250923595272946,1497807
0.32763167757497,1.0307133750783,-0.263517580213924,-0.521020486945591,1501387
0.188751569810812,1.02388578912071,-0.2662821479588,-0.434615865622943,1518948
0.0924133606141497,-1.01301068822797,-0.2662821479588,-0.512361054178514,1526417
0.56322284862061,-1.01301068822797,-0.2662821479588,-0.274273742777482,1565177
-0.086972537284371,-1.01301068822797,-0.2662821479588,-0.461849928900967,1606693
0.105555930030191,-1.01301068822797,-0.2662821479588,-0.526552106510357,1612262
-0.0738308776292393,-0.949605107620345,-0.2662821479588,0.207223657021514,1614566
0.141163445434254,-1.01301068822797,-0.2662821479588,-0.121037849819571,1644034
-0.0725227526398515,-1.01301068822797,-0.2662821479588,-0.174412251666825,1668599
0.138290531384011,1.02952585383291,0.325139371952341,-0.534423996460217,1671370
0.139202146120663,1.0307133750783,-0.19975689071912,-0.525501762874202,1684230
0.107587751945137,-1.01301068822797,-0.2662821479588,-0.538938008762024,1692385
0.195408619540289,-1.01010354162298,-0.2662821479588,0.378361317314747,1720713
0.375702320104929,0.965833246084448,-0.263229212603344,0.233309221974932,1738800
0.28174433286618,-1.01301068822797,-0.2662821479588,-0.464364616358097,1740845
0.110923378525139,-1.01301068822797,-0.2662821479588,-0.265956356854638,1742294
0.0775302456439008,-1.01301068822797,-0.2662821479588,0.0489905661059448,1767700
0.143546208224616,-1.01301068822797,-0.2662821479588,0.382965227677619,1768972
-0.239586786498131,0.95700275016786,-0.194722455914093,1.13054018871667,1889409
0.071763117650828,-1.01301068822797,-0.2662821479588,-0.243735855915598,1915938
0.101933592690714,1.02761010643553,0.241395836459445,-0.492756326123627,1916742
0.143624801074201,-1.01301068822797,-0.2662821479588,-0.539970009048785,1919296
0.0925290799054942,1.0307133750783,-0.2662821479588,-0.535322273602254,1926770
0.106292129898789,0.937660171521351,-0.233292614319028,0.761867572763393,1938156
0.0184668313943361,-1.01301068822797,-0.2662821479588,-0.477816912855437,1938561
0.122903234395956,-1.01301068822797,-0.2662821479588,-0.526863931056931,1966316
0.137577534562649,-1.01301068822797,-0.2662821479588,-0.530558573435434,1967281
0.0880415064669756,-1.01301068822797,-0.2662821479588,-0.541813437589659,1973544
0.119630397731658,-1.01301068822797,-0.2662821479588,-0.535035077163885,1975401
0.147194335499371,-1.01301068822797,-0.2662821479588,-0.521217635435042,1976407
0.301919922542027,-0.933766853378072,-0.2662821479588,-0.441430530096896,1978972
0.179530512398235,1.02157477154319,3.76782567672778,-0.489443331144582,1979045
0.212502347994331,-1.01301068822797,-0.2662821479588,-0.149908168706228,1979422
