"mkm9d_gtv_wavelet.HHH_glcm_ClusterShade_244","mkm9d_gtv_wavelet.HHH_glszm_SizeZoneNonUniformityNormalized_242","mkm9d_gtv_wavelet.HHL_firstorder_Median_241","mkm9d_gtv_lbp.3D.k_glcm_ClusterShade_241","mkm9d_gtv_wavelet.LLH_firstorder_Skewness_235","mkm9d_gtv_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_234","mkm9d_gtv_wavelet.HHH_firstorder_Skewness_232","mkm9d_gtv_wavelet.HLH_glcm_ClusterShade_227","mkm9d_gtv_wavelet.HHL_firstorder_Skewness_227","sub"
0.372141450737772,0.516830484335808,-1.16168328326674,-0.459124174219456,0.77054336422242,-0.197401589398519,0.0762926181426613,-0.120280129018107,0.242952922552363,1085983
0.106888869655601,-0.813763492347277,0.00665233673714893,-0.256983571751492,0.504878878424786,2.46176099630604,0.189229988065726,-0.0978599100483472,-0.238133028278577,1125173
-4.21954935944637,-0.505778013582273,-2.55667591976676,2.80557396106743,-0.633686216540587,-0.357194770233117,-0.642157889230396,1.62448690161081,-0.599556607454553,1154608
0.128059231595283,0.607073574007763,0.361354334157924,-0.236453740755065,0.206598691938334,-0.350868498997143,-0.190388565573117,-0.150446279999268,-0.00739836272816721,1181124
-0.125585918252214,-0.814165372595727,-0.3718546886996,-1.10997724430859,0.639224033490474,-0.300161118431556,-0.726937724284421,-0.248588231557537,0.517877402871405,1183075
-0.208196304883478,-1.36932979939255,-0.693015256198497,1.09435230126777,-0.0703823054552539,-0.348187048987326,-0.513388484546233,1.77569540391702,0.808604068805213,1232870
0.0783258897174098,0.0499311357988434,0.386567709431364,-0.372982104671929,-1.65998336398463,-0.230717108635192,-0.062933687314676,-0.11485344506316,-0.297946859787235,1279943
-0.00406399089506438,-0.129404593578433,-0.372771349469337,1.82347403903575,-0.119391812784025,-0.324224461764911,0.0891757372608198,-0.187254074460058,-0.522518496926235,1329352
0.0927278293112141,3.38402313925143,0.151287489832522,-0.997919082941689,0.652173403598418,-0.34980177421009,-0.42378593469615,-0.124541671250788,-0.466170430084806,1330263
-0.67462538231886,-1.03299951954318,0.983640852609501,-1.78989841137627,0.636691437176963,-0.243042018446265,-2.72768999821938,-0.0790953063066584,-0.543975046809272,1364384
-0.0317691852343871,1.11706317128498,1.7375857729343,1.40750618713289,-1.20019292872717,-0.35031868731841,1.15080489483453,-0.00134068327876245,-1.22177459401127,1386095
0.328499405897772,0.0705698808858221,0.795364355368696,-1.00902708240806,1.37201912613832,-0.187132389500313,0.272553163551335,-0.159723730450498,-0.661969195557683,1458656
-0.00654750527438658,-1.04110404861709,-0.371349742814966,-0.419414910585076,0.848892707567997,10.8874093332273,-0.641205203104055,-0.12455056169471,0.265371229599289,1485662
0.0303968386285614,-0.352164676889297,-0.16264019199402,-0.823227081464239,0.37631074405197,-0.33991867235942,-0.324691596188023,-0.113355070124468,0.185385734390505,1497807
0.140573173426409,-0.98233395503337,0.0388189323657631,-0.162585037903268,-0.336351382495718,-0.246396492684163,0.406788399751342,-0.123384046438869,-0.310048269597299,1501387
0.440927881749933,-0.6902388037691,1.58263799240949,0.0330743919648669,0.543255132538072,-0.335483206866291,0.487325245120633,-0.18506130956919,-0.568097810306296,1518948
0.902644206018363,0.434920264356605,0.0676555831708623,-0.551485847952975,0.561633287129119,-0.353792772556107,0.518217652304808,-0.231637999329576,0.123141839311729,1526417
-2.17077866766955,-0.0210947637700891,-0.734886235565125,0.235717227291056,-0.799787702284899,-0.357469930771458,-0.896248385286408,0.110706355726886,0.280717338784195,1565177
0.0953117167767196,0.356077136837191,0.0664969499415347,-0.394493841852272,-1.60046621620513,0.385348830302518,0.29150559102691,-0.122693306228927,0.202660135141725,1606693
0.0978907287468683,1.29534871668339,0.511873263892354,-0.50437674359668,-0.395642995227686,0.456264895342582,0.176335839871398,-0.126644473893776,-0.707450747842584,1612262
0.267994361267096,-0.4926686963462,0.0571547682676139,-0.401330423044666,-0.291703952670131,-0.357977283856954,1.49528319002666,-0.169757478244273,0.900660219599637,1614566
