"mkm7d_ctvper_log.sigma.4.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm7d_ctvper_wavelet.HHL_firstorder_Median_250","mkm7d_ctvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm7d_ctvper_logarithm_gldm_GrayLevelNonUniformity_243","mkm7d_ctvper_original_shape_Flatness_242","mkm7d_ctvper_original_glszm_LargeAreaLowGrayLevelEmphasis_233","mkm7d_ctvper_log.sigma.2.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis_232","sub"
-0.021508247143107,-0.564304502001388,-0.0274669197797515,-0.575236679762595,1.40288253780765,2.25715704509242,0.176100723750008,1085983
-0.31853489391836,-1.26303001435591,-0.414998268777976,0.850006201040501,0.200657181245088,-0.388131365062213,-0.273160951827438,1125173
-0.204426431181966,1.60377200485028,-0.00882736271897438,-0.859000428528779,-1.31277195749427,-0.192827460740827,-0.127015984240052,1154608
-0.397280001297128,-0.374215107390094,-0.340852498340143,-0.492136093015459,0.850921800261826,-0.366669331080056,-0.284329875228138,1181124
0.370474057243544,3.03692677813144,0.748662255329046,-1.04317522599349,-0.460845108394831,0.237847037381376,1.69565628918298,1183075
-0.0339991138314983,-1.82599040153832,0.308128565076356,-0.898584333571033,0.0637789562715629,-0.0103485747191077,0.63948695177128,1232870
-0.21722883718374,-1.29510119712419,-0.35657775357951,0.0104632389185709,0.346969164738446,-0.23364188168724,-0.25045787110154,1279943
-0.164561466151784,0.596621544159951,-0.288807963116905,-0.414420139290639,-1.00254485212489,-0.326689807964247,-0.186177022223363,1329352
-0.506888801420796,0.693076778449432,-0.360374722312338,0.0209642128474001,-1.39734278488104,-0.370559725703862,-0.253514755873921,1330263
7.95469720770438,0.697484163073974,0.88293026489415,-1.06867073020805,-1.21982328972274,0.220514635937161,0.312613982038289,1364384
-0.316919454590397,0.143163785156612,0.0252344314271843,-0.852759482556309,1.07223304739818,-0.182513071741716,-0.105311056670224,1386095
-0.420143335639727,-0.102705851671436,-0.415427671308085,1.18228396775128,-1.33500992228802,-0.401169642658844,-0.318535326615037,1458656
-0.214130713839828,-0.192630338245949,-0.309050597931904,0.303939710252522,1.28943635094053,-0.332923555187575,-0.196788531453692,1485662
-0.399534773819354,-0.0877900036859301,-0.255469476730427,-0.221090594392905,0.25612905997972,-0.201568959374667,-0.17402121330747,1497807
-0.472814295135722,1.08379189621734,-0.328243489388806,0.179042792224011,-0.279562392966169,-0.262107600641121,-0.245997358919747,1501387
2.24983460723495,0.951237867488235,0.0460783815347095,-0.301377099101038,-0.185636882527467,0.632582676357502,0.761417233282252,1518948
-0.00136064511828697,-0.690428048121092,-0.199124645012938,-0.614175467235513,0.678629184022361,-0.295914539677538,-0.195924521673883,1526417
0.127124261805256,-0.579481318588994,0.928310127005432,0.062480484306458,0.10258433408281,0.26804715045412,-0.307347468455838,1565177
-0.0154941000091887,0.0559371980727451,-0.418936893911886,0.969856153173314,-0.342560029586958,-0.39615210403738,0.0120622816481623,1606693
0.224318077384705,0.290824055192327,-0.289469535398302,0.383577641455977,0.227075679172601,-0.299372844373259,0.0505959776333503,1612262
-0.390652531782965,0.900387082258758,-0.295145455335396,-0.221556360192715,0.756583441350814,-0.346223997252176,-0.241001865883238,1614566
0.0297399031319823,-0.95065318818046,0.812712916939711,1.13344413435744,-0.477547366892062,0.306993532499546,0.0526587652511934,1644034
-0.423665486582209,-0.155059870112424,-0.276746138869661,-0.365090175711243,-0.722019263579097,-0.31458367594532,-0.177599993366777,1668599
-0.344115690462875,1.84691319635907,-0.117272962690239,-0.855077458923464,-0.207693396289046,-0.1596164315184,-0.0655825429770163,1671370
0.410865058411735,-1.02355423217464,-0.11059999452294,-0.539805713537516,2.0424851190512,-0.0845276113091736,-0.211243385573425,1684230
1.62733650387813,-0.416299465072696,0.193040740096703,-0.672073137366791,1.04076952396377,0.0178290888327236,0.0648417564373621,1692385
-0.470780366009893,0.992297678432752,-0.369645725803594,-0.00607957751915875,-0.648442907020274,-0.377637130247251,-0.293575679941394,1720713
-0.222978256152732,0.487378104995623,-0.34514257091751,0.32068767441691,1.13105140770582,-0.305240047770039,-0.242770321658794,1738800
-0.509688993947104,0.275560782196015,-0.344575756008673,0.414565508829681,-0.946400144110524,-0.200589824708279,-0.0814671583631165,1740845
0.0359801741571832,0.886079650412581,4.70334538181837,-0.771142387906216,-0.150524518732858,0.0757775876102948,0.0166370084257131,1742294
0.333120867202613,1.39665452721566,0.0272391521953674,-0.925726595465018,0.469418766134226,0.0456709437913854,-0.108331257674501,1767700
0.0823742609879951,0.208957720395397,-0.399144922865126,0.333317927406088,0.40634783124138,-0.378534863636426,-0.112024512301668,1768972
