"mkm10d_gtvper_log.sigma.4.0.mm.3D_glcm_Idmn_243","mkm10d_gtvper_wavelet.HLL_gldm_LowGrayLevelEmphasis_231","sub"
-0.185259351618245,-0.437588280131379,1085983
-0.618705887625303,-0.484541794121911,1125173
0.824929122089433,1.7478897073768,1154608
0.337797357892898,-0.717116533942649,1181124
-0.369103095893078,-0.119763102794983,1183075
-1.49591659417293,0.808887559121965,1232870
0.279936640709166,0.116881412817357,1279943
0.995799151097421,-0.0582104339860525,1329352
0.640374853103197,-0.549383783858889,1330263
-1.25845800584055,2.06363931635163,1364384
0.348808534204725,0.0865649650599095,1386095
0.76545345721226,-0.835649563989108,1458656
0.846158136747224,-0.726820814163295,1485662
0.221736345629539,-0.452867451315267,1497807
0.542716471262052,-0.701995176357898,1501387
-0.478622411273346,1.79604865480641,1518948
-0.197933123592238,-0.475725103399973,1526417
1.14245726336635,-0.332494246653844,1565177
0.492332100560028,-0.44970341778481,1606693
-3.11448746953002,0.284974032391445,1612262
0.62775060086114,-0.534705807737927,1614566
-0.656806896904187,-0.451469896413361,1644034
0.535278753521531,-0.507023730215351,1668599
0.0931352306048541,-0.26855006440115,1671370
-1.85093821817946,0.771887902706847,1684230
-1.71202534029396,0.406101669883332,1692385
0.600053705599257,-0.750026271123512,1720713
-0.303012797468359,0.56753102751958,1738800
1.02689953186387,-0.740830528228989,1740845
-0.596425892010985,-0.124103963290303,1742294
-0.22200305529343,-0.266225850903603,1767700
0.66568837628245,-0.789230488764265,1768972
1.46844276514181,-0.68910044017631,1889409
-1.26367970813527,0.142039573686083,1915938
0.659159654717912,-0.509180979633291,1916742
-2.73237629261953,1.665207377137,1919296
-1.78958655012562,0.577567869412066,1926770
1.36550527360885,-0.863822622797434,1938156
0.0561868719535634,-0.113905692480418,1938561
-0.231237140597857,0.589925428142228,1966316
-1.9600504317458,0.554592535483043,1967281
-1.50337122228352,5.91024853148871,1973544
-1.1244790233632,0.299776472824565,1975401
-1.07243342250827,0.67419484146495,1976407
-0.0210037258795923,0.446613395482382,1978972
-2.07570623711491,5.07778730056713,1980052
0.471423286429171,-0.560049256079381,2001182
-1.66601396040378,0.407190340165546,2002465
-1.38688996718927,0.778027701981051,2004451
-0.415454692604836,2.53945281499845,2006164
-0.975704462660355,-0.688912272365475,2007309
-0.116162043719983,0.342432098299688,2009915
0.589908326433344,-0.489408886531327,2010259
0.916711781976144,-0.64247800912592,2010554
0.559122811181363,-0.491574431716752,2026671
-0.609021812990656,0.0229102296548298,2033049
0.760696191832825,-0.251481659131549,2034136
-0.208615776855336,0.0640287879393616,2040495
-1.68038527980224,0.807050578322737,2047354
-0.60202378916418,0.746428525202561,2051378
-1.17344717638444,-0.050074565759629,2055667
-0.463225062465643,-0.25006969542645,2057358
-0.535848693894881,-0.545676363785697,2059713
-0.913820575410522,0.759339059254799,2069079
0.576741521128153,0.115877419214181,2070958
-1.79181182587283,0.90166491282048,2072215
0.222539175616317,-0.670678915342506,2075832
0.213817015945913,-0.576200623938031,2075846
-1.47127346439451,-0.23768420251599,2076301
1.04547850181327,-0.854425002053802,2078198
-0.103089255922884,-0.825354040529371,2078899
0.76557557302443,-0.719739912141738,2085349
0.524551618188676,-0.577628989310132,2086044
0.364805474783653,-0.203803377680362,2091555
0.422477904495531,0.121671423265936,2092954
0.336620237343822,-0.449053943398641,2096627
-0.201962341354322,0.250662874629516,2100050
0.0811775952270215,-0.586870235193609,2108003
0.355048712025042,-0.424268421316165,2109902
1.18695277114212,-0.552364981168333,2110540
-0.450153464856758,0.320726863848235,2116787
1.35829880563167,-0.7408267250705,2119177
1.11517541448004,-0.677097299141064,2131601
-0.0565199318968486,1.05146479371747,2132424
1.19015461313701,-0.55213789362094,2132982
0.651648342813805,-0.665510043857098,2133204
-0.984872997755321,0.823060938259297,2133380
-0.33758745521968,-0.172397717241527,2134220
1.22112845981424,-0.810275852463387,2135748
0.720194634765372,-0.593279350844196,2137799
0.204616382694343,-0.567477360268002,2138375
1.23051901936483,-0.81849438657939,2138678
0.835849332062303,-0.5741470664592,2139733
0.280803442068417,0.819730456977462,2141116
-1.08326496009223,0.541061792774253,2145166
-0.0644831997049506,-0.40675452192358,2145694
-0.140620649629405,-0.276146144254527,2146138
0.536581571144591,0.095592476391836,2151024
-0.66456669741494,0.0794060408539505,215131
-1.41673690914214,1.8297867030534,2152442
-2.46429100048757,2.78465287299261,2157529
-1.24860883554358,0.0220747150452607,2158101
1.15874042703261,-0.936065416077968,2158329
-1.68688870719126,4.55134634936192,2168082
0.102692649045522,0.173448531896252,2172217
-0.232079238497574,-0.0883707351367155,2176530
-1.37277758041065,3.4491768055152,2176784
-0.429052764474833,-0.330841365890443,2181724
1.2148423543028,-0.257695931359563,2183291
0.739480528069697,-0.715905598145493,2183356
0.253990604036946,0.0506665012183441,2185290
1.11990220704313,-0.674863877236741,2186951
1.10872594557725,-0.731243953377104,2196212
0.866465056120673,-0.668523717952427,2199403
-0.94363538436438,1.85907995548589,2200416
0.0498251892875409,0.117648935937866,2200813
0.209406365423347,-0.60869682631497,2205389
-0.296723045891155,-0.61555127362721,2212664
-1.17620595490559,-0.350607317021524,2217034
-1.20095071696046,0.242950153740884,2218615
0.705171617633259,0.0115734525568924,2219842
1.18788214882467,-0.811452714914804,2224150
-1.52089391377365,0.452776440840706,2228399
-1.96673311711272,-0.425294635468259,2228400
-1.11716727835465,-0.539410058380471,2234271
-1.00300340461407,-0.503777116983636,2234422
0.273569167010424,-0.356248514890696,2237571
-1.17115495521063,-0.348915957402274,2247869
0.0163386177224383,-0.0594385995014687,2250648
-0.182637431537695,-0.203983691181379,2250836
-1.17328716191676,-0.0622785089560451,2267382
0.744455387958395,-0.731404493139399,2269346
-0.11334652201318,-0.482994810296151,2271329
0.744812693397893,-0.354673933287116,2274521
-0.529775421504243,-0.666835504391965,2276121
-1.11044138716062,-0.372541616339316,2278618
-0.0113096116505734,-0.755643987493697,2285214
1.12596214727395,-0.623155668783474,2286108
1.23475382314793,-0.899357921272719,2293123
0.665870334089064,-0.777789007518976,2294852
0.573199878844367,-0.519480345429104,2294873
0.638451272336861,0.110330606628965,2296332
0.603664728460333,-0.310327291587133,2305114
0.936445037514636,-0.745342780432423,2305115
-1.57323029901996,1.21279908751079,2306459
0.653239049161689,-0.55961984142167,2306893
0.590711439870181,-0.841540116938705,2317120
1.16359615943756,-0.796132989174588,2319068
0.0169380151629677,-0.31893334971369,2321962
1.42252673364459,0.33020251509596,2331869
-0.798874323646016,1.20996074771289,2336735
0.953651375845619,-0.761534096153988,2339674
-0.402481984525027,-0.336812913861726,2340155
1.31810027493927,-0.824940288044354,2340322
0.30468136622449,0.0386228078788693,2350037
0.27624712508288,-0.65901583122451,2352038
-0.588881095769774,0.448743782340492,2359944
0.216512640696958,0.888844460270253,2381907
1.27625739059364,-0.813531625432274,2393207
1.12972177792024,-0.649983569863909,2395415
-0.255511004692923,0.389431215856146,2395943
0.448244224092046,1.19014797798127,2401405
0.720975987151929,-0.766101326193324,2405144
1.47037012701403,-0.822205367642056,2414406
-1.01827284307642,-0.418598277328078,2419459
0.0790225079050528,0.508751418021229,2425694
1.67034618266541,-0.87886712903617,2426863
-0.204537371043936,0.026401552140803,2430773
-0.698005207905633,0.0709606251992893,2439458
1.28833949256026,-0.639239713278651,2443354
1.24604747949318,-0.663274781022654,2445526
0.528359803134449,-0.434814038374487,2448298
0.331718631648752,0.545485779819225,2453577
0.451178251860928,-0.142674078627538,2474709
0.16637383465715,1.35260343631192,2480056
1.27049541745059,-0.545280075015481,2480330
1.17817053614925,-0.38860478433864,2487135
1.15693812755124,0.107219274309631,2488660
0.520335772651084,0.51543088759509,2490180
1.18348384701083,-0.540401245292147,2493534
0.621711008214129,1.20409419261752,2498991
0.630990785562421,-0.808318484187537,2500377
-1.61516207055058,1.46663843873078,2504802
0.947552110503313,-0.490352512248863,2510402
1.30602104214056,-0.831587527666085,2520618
0.787423125221757,-0.743376490477792,2559453
-2.75500129583305,0.856483994298556,277752
-1.28156229453127,-0.0589797436538222,308862
0.656499615582829,-0.705774597872791,58325
1.14712611061592,-0.0730030501035338,92173
0.362822051735621,-0.38128737990552,923666
-0.552934750856639,-0.318597341474486,965005
