"mkm2d_ptv4_original_gldm_SmallDependenceLowGrayLevelEmphasis_248","mkm2d_ptv4_wavelet.HHL_glcm_Imc1_242","sub"
-0.613230915481366,-0.248876268769983,1085983
-0.24469044563043,0.18576482110258,1125173
0.699897977987021,0.452879893646371,1154608
-0.344433579454756,-0.885412294293708,1181124
1.39289108260014,-0.558376979791635,1183075
0.863906693005969,0.0286381357958125,1232870
-0.501408250722002,0.468368688531939,1279943
-0.663368785808959,-0.778557981712798,1329352
0.194234454845529,0.31521895186435,1330263
1.63546872590688,-2.51245377889203,1364384
1.38438507394795,-0.00108646177653176,1386095
-0.317107459656164,0.149605933623786,1458656
-0.628219439992546,0.706328655174836,1485662
-0.0525628750459593,0.320166211632299,1497807
-0.148455590681945,-0.197627280720953,1501387
0.759210993817907,-0.101299410885841,1518948
-0.390044374225238,-0.157808865749282,1526417
-0.43431225596416,-0.728992166678474,1565177
-0.761776671032973,0.153671432489224,1606693
0.549331676030022,0.304548858272389,1612262
0.677474434154043,-0.0560510425515753,1614566
-0.53457578399012,0.44060096942392,1644034
-0.105481859604837,-0.279545648467355,1668599
0.0632307876476944,-0.593524638837547,1671370
1.45260452467774,-0.162931144260767,1684230
0.538858135801204,0.15941523793802,1692385
-0.934447987573488,0.54586403761624,1720713
-0.430197684813624,0.184365784763367,1738800
-0.713830740915608,1.17030511894839,1740845
2.14427564190192,0.160170981437341,1742294
0.993182659546914,-2.73648318506802,1767700
-0.72831238427762,-0.866373001928873,1768972
-0.823118122860223,0.676267258999317,1889409
1.32498361559491,0.721571044832164,1915938
-0.920785033569061,0.908898723562812,1916742
2.73576896749049,-0.182160924551392,1919296
4.95219255725523,0.00148455427875011,1926770
-0.588607476586187,-0.0174372495239989,1938156
0.751156610915238,0.610416969209185,1938561
0.924124452795401,1.09133046965739,1966316
-0.283729602978984,-0.250276602210278,1967281
1.16136635775407,-1.01749892731535,1973544
0.148950784277006,-0.896505195648895,1975401
-0.63667183431078,0.487093129022569,1976407
0.886949091415882,-0.902175038135633,1978972
0.532260843306095,1.04875721572623,1979045
-0.214180003374926,0.727021388204773,1979422
2.22673992381587,-1.12655411546364,1980052
-0.97205377985348,-0.0958577082790747,2001182
1.94402507750283,-5.30346099981749,2002465
0.219409619819531,0.343460363532569,2004451
0.229635164292178,0.00357955699574083,2006164
-0.81068448727335,0.768439694476609,2007309
1.15170010180874,0.253428189340697,2009915
-0.784989897505882,0.704852527893852,2010259
-0.120058190913683,-0.473932424347851,2010554
0.742397269535345,0.299916284128684,2026671
0.191490310112514,-0.881157195215535,2033049
-0.972773424720122,1.26546343289851,2034136
0.316464414019655,0.316945164791651,2040495
1.37113060852715,-1.04412833619353,2047354
-0.0289900913865248,1.05440773848805,2051378
-0.532469494332365,1.50435345525553,2055667
-0.357984561125285,0.790344641996147,2057358
-0.57702483563198,0.59443213766111,2059713
0.108811656639847,-1.00941570624436,2069079
-0.691158962509059,0.213434452966651,2070958
1.05361878151927,0.420203254956962,2072215
0.335539488832111,0.00640121328276824,2075832
-0.815702365061026,1.37549495091117,2075846
0.144330279577155,-1.09771688423533,2076301
-1.11205535612388,0.407825774681996,2078198
-0.685082951728253,0.386050095350112,2078899
0.899082911487683,-0.0319004313318729,2085349
