"mkm9d_ptv2_lbp.3D.k_glszm_SmallAreaEmphasis_243","mkm9d_ptv2_wavelet.HHH_firstorder_Median_242","mkm9d_ptv2_wavelet.HHH_glszm_SmallAreaEmphasis_241","mkm9d_ptv2_lbp.3D.m2_firstorder_Maximum_238","mkm9d_ptv2_lbp.3D.m2_firstorder_Skewness_237","mkm9d_ptv2_wavelet.HHH_glcm_ClusterShade_236","mkm9d_ptv2_wavelet.HHH_firstorder_Skewness_234","mkm9d_ptv2_lbp.3D.m2_glrlm_ShortRunHighGrayLevelEmphasis_226","sub"
-0.465154869605976,0.120354753568617,0.652725366531864,-0.465059975556836,0.611632943389597,0.244177235957329,0.55326033910918,-0.892505650346312,1085983
-0.233621728611362,-0.508294518561464,-2.28125785037616,-0.231712336954464,0.391296675792791,0.315658473775584,1.12883873268941,-0.906193565964353,1125173
1.06591383864657,0.534530177826064,0.252319383985758,-0.465059975556836,-1.4057767578912,0.223637810875198,0.628750904313423,2.28904898775989,1154608
1.23611527925631,-0.050331996357946,-0.12192700578816,-0.465059975556836,0.612816109673602,-0.0516048484291945,-0.587220557795916,0.258993080741353,1181124
0.00370987730726354,-2.46305066778622,0.0863099107205588,-0.465059975556836,-0.568164752098203,0.451292413969074,0.687299597879587,0.523507189084661,1183075
0.495818079841879,-0.163501788563579,-0.391780245596734,-0.465059975556836,0.444686798888653,0.353688945797684,0.152018379036717,0.154388883571404,1232870
0.188977879494899,0.128095082464183,-0.167504806358466,-0.231712336954464,0.80751173405246,0.264185366023123,0.400101793050454,-1.22736133303977,1279943
0.289544125058748,-0.535090839305688,1.38384678489989,-0.465059975556836,-1.50339444792681,-3.5640887327577,-1.55401863129651,0.953679072272835,1329352
1.57807805005605,0.502304632415347,-0.438632537395049,-0.465059975556836,-1.95758815141378,0.207371998050045,0.447540569392974,2.39139694128191,1330263
-0.0564148195723222,2.48943562423797,-1.10561701580425,-0.465059975556836,-5.44611510503234,-3.05941138505405,-1.2746126336771,2.46883204999552,1364384
-0.0451585530753413,-0.2435430939043,0.615946266842944,-0.465059975556836,-0.820173403360347,0.904626046828746,1.132685301757,1.99934396170285,1386095
-0.0332846323607202,-0.972262862708113,-0.339910455839491,-0.36779228173473,0.213015936591908,0.226840213246046,0.637190797018161,0.0325484423930443,1458656
