"sub","lemm_prg_density_249","lemm_prg_area_247","lemm_prg_m012_247","lemm_prg_v15_250","lemm_prg_v32_250","lemm_prg_v45_250","lemm_prg_eigen_max_250.x","lemm_prg_gradx_249","lemm_prg_sphericity_249","lemm_prg_m120_250","lemm_prg_gradz_249","lemm_prg_m201_246","lemm_prg_kurtosis_250","lemm_prg_v34_250","lemm_prg_v37_250.x","lemm_prg_v40_250.x","lemm_prg_v42_250","lemm_prg_grady_249","lemm_prg_m101_249","lemm_prg_m020_247","lemm_prg_m111_250","lemm_prg_m210_242","lemm_prg_m021_246","lemm_prg_m102_250","lemm_prg_m030_250","lemm_prg_m004_250","lemm_prg_m031_250","lemm_prg_m003_250","lemm_prg_m310_250"
1232870,0.658731642234019,-1.05513201961977,-0.0311856381493912,0.221220568087533,0.329196620247845,-0.2662821479588,-0.551303194413352,-0.464299234923937,1.3325326049653,-0.0648283461188447,-0.711154080901233,0.163231660484406,-0.523838332281377,0.41453982915427,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.103488976090841,-0.605964611873137,-0.727277096878813,0.0287412245407935,-0.0043050870633515,-0.136585940901177,0.0645841016974085,0.000654516031537581,-0.316254397315216,0.0131964446366562,-0.122847234146174,-0.035858510809099
1279943,-0.401147394822064,0.718883443543594,-1.23525945279622,0.221220568087533,0.329196620247845,4.44592357318506,-0.0179558902217696,-0.389251968824608,-1.05299652395921,-0.748887337213453,-0.193990132631662,0.356396561946203,-0.542934815374924,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,0.143979562932263,-0.135718516274074,0.0722052664538124,0.29794377113135,-0.0185724008013603,0.389061440959891,-0.557805022850654,0.233357575716162,-0.00891463256705604,-0.285749384625544,1.35503441551545,-0.023565254934269
1329352,-0.298832087227652,-0.435587220338933,-0.0850566372651027,0.221220568087533,0.329196620247845,-0.2662821479588,-0.296691595402068,0.0845236556372748,0.227069361358949,-0.297727226354275,-0.627771382639723,-0.189189562845707,-0.417437350700544,0.419088974622239,0.581746681322168,0.744092212111019,-1.01045219540961,0.0862502410563863,-1.26318039553656,-0.558929055504696,-0.182453846225323,0.246903215285978,0.133936281898362,0.150075848287848,-0.200244732522662,-0.283046003952979,-0.107696197480786,0.0526566483150887,0.194507146699873
1330263,-0.376270753361248,0.523551629570574,-0.284387431431084,0.221220568087533,0.329196620247845,-0.2662821479588,-0.152570437740501,-0.593480332734952,-1.04466309137988,0.328839345225143,0.433400377366441,-0.349717961121708,-0.467981796347719,0.419088974622239,0.581746681322168,0.713426246607762,-0.97960810735925,-0.283884066702371,1.34889941921673,0.186951048896939,-0.126085325717281,1.02270814044465,-0.0611193802242236,-0.997723763436709,-0.237199593059215,-0.282076938721584,0.023390629688998,-0.335520381537196,0.5708012026235
1364384,6.82326654032299,-1.24375396212044,0.12356268091349,0.221220568087533,0.329196620247845,-0.2662821479588,-0.579000617228215,0.209605144241131,1.1120704937774,0.0152189897757102,-0.116690831528462,0.101092368470377,-0.496908986333961,0.419088974622239,0.541183760629735,-1.37194486106572,-1.01301068822797,0.164896042379976,1.05286438168625,-0.512251602150106,-0.00113340517515151,-0.0879574454736865,-0.0949737724256864,-0.209554343335452,-0.085826410540065,-0.341300793876328,-0.103493386045571,-0.1871198113323,-0.124362659971079
1386095,1.22035647641266,-1.01226339632417,-0.0306305587983715,0.221220568087533,0.0337419349066292,-0.2662821479588,-0.566551664807134,-2.41492645257155,0.100869767395773,0.0761528003846946,8.26832098583172,0.0938872611230798,-0.384971029636053,0.17711612743067,0.346557032110121,0.428016954035631,0.665593298803165,1.97360027887575,-0.143848680127636,-0.369015666313732,-0.121670923349502,0.0125619492054403,-0.257070817791401,-0.0599598766845389,0.0633471935608962,-0.327703068552522,-0.0548990042366957,-0.0986422148754187,0.0773419090132594
1458656,-0.452612850262461,1.35893062787885,-0.0598517647958089,0.221220568087533,0.329196620247845,-0.204871243736842,1.42787789740769,-0.307489874849536,-0.607185746895245,-0.457330524355686,-0.51669058286389,0.361672294516064,-0.523361887446544,0.419088974622239,0.581746681322168,0.76226020718375,1.03052580862609,-0.179204390516526,1.61103123029296,-0.600844219215957,-0.0819472366635422,0.336296888353494,-0.475419500610323,-0.141194585360869,-0.216996001947977,-0.296024274256327,0.0625649882682363,-0.1376936721643,0.304057417520311
1485662,-0.414177272357766,-0.0188296477781758,0.118299849408765,0.221220568087533,-0.233620064719968,-0.2662821479588,0.0977312595254576,-0.166420399594659,0.991822697778819,-0.153890964901179,-0.136446808297588,0.109293795806346,0.55829453274568,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.196277373997583,-0.152754600586995,-0.561516724057089,-0.11140183575864,0.0823695987941252,-0.188747067096525,0.0822522515956621,-0.0592406929101871,-0.311535704206153,0.00520969544515462,-0.00358104680621106,0.000369668184512626
1497807,-0.346930636670573,-0.300644249617114,0.065506598387578,0.221220568087533,0.329196620247845,-0.0187164370421201,-0.203637742819837,-0.280320798614115,0.630455275815972,-0.0670972015844871,0.107050633982883,-0.0713485701346447,-0.250923595272946,0.419088974622239,0.581746681322168,0.755992350889332,1.01037283537171,-0.190546006431251,0.305511236210877,-0.748572785321153,0.109431964611023,-0.183203622509486,-0.133997721494442,-0.173475836559887,0.0180034321851717,-0.346521297829036,-0.0166722756645269,0.0465595716227496,-0.0534293889169475
1501387,-0.335526352218629,0.141088955646301,0.793355157782359,0.221220568087533,0.329196620247845,-0.263517580213924,-0.285707030596415,-0.347992892349897,-0.883490724507194,-0.038223999537104,-0.392282879591705,0.32763167757497,-0.521020486945591,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,-0.0275169804869547,0.322764097981367,-0.278838059050348,0.435329738595048,-0.541080817835625,0.0237367111314631,-0.268730653238484,0.10227635624596,0.516984095795468,-0.0789798543298603,-0.818779950896064,0.124572661843257
1518948,1.24161338232129,-1.1121659271348,0.12908556195311,0.221220568087533,0.329196620247845,-0.2662821479588,-0.561543933497544,0.128035067685458,1.13191720658937,-0.133631100072906,0.000281230468387598,0.188751569810812,-0.434615865622943,0.419088974622239,0.581746681322168,0.76226020718375,1.02388578912071,0.595938237046588,-0.25626168485917,-0.353374791008771,0.0607309585991285,-0.315744496202764,-0.176516035549668,-0.0573214115508065,0.0465208871713267,-0.358576931683769,-0.10581570755671,-0.101951133447026,0.191411464223749
1526417,-0.216293819166552,-0.728584941298464,0.149209813871903,0.221220568087533,0.329196620247845,-0.2662821479588,-0.439963863849527,0.0359712809831634,1.3747077875902,-0.0608066266220877,-0.502593672140367,0.0924133606141497,-0.512361054178514,0.419088974622239,0.568592458657909,-1.37194486106572,-1.01301068822797,-0.0650262692856753,-0.233066069169102,-0.556033526479128,-0.0511464990758791,-0.138343370098944,-0.192420173524674,-0.197574360256389,-0.0211730667471171,-0.284723402144983,-0.00780117421820715,0.123719161189102,0.0545952509299668
1565177,-0.334367336011892,0.279759632741651,-1.15585113286429,-0.146714023918182,-0.0258462165429369,-0.2662821479588,-0.328717911774447,2.60051345901645,-1.16750719683844,0.467387161171241,3.64858845432412,0.56322284862061,-0.274273742777482,0.0760251812340006,-0.0158254427061704,-1.36807574382814,-1.01301068822797,-1.34089718724471,-0.921973995824,-0.115487236513031,-0.643638616556401,-1.1041602391719,-0.866002932791501,1.30169714380201,-0.180085890798869,0.558513344528951,-0.0898635574953456,1.16903570699667,0.399306536981005
1606693,-0.467350777035209,3.82406285269485,0.0517164836879587,0.221220568087533,0.30798145426785,-0.2662821479588,1.82985412547614,0.408858777410459,-1.48339530466944,-0.108719804957873,0.818476306941913,-0.086972537284371,-0.461849928900967,0.136401392554533,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.152188919048456,-1.29056485353446,1.23875295730563,-0.132024121319508,0.475795575665772,-0.0385909882578056,0.304158862058166,-0.672038479933284,0.0993398170339549,0.339530508376475,-0.517292949550566,0.381791685934656
1612262,-0.269783044925881,-0.247338048475621,-0.0451280714975979,0.221220568087533,0.329196620247845,-0.2662821479588,-0.382819908572472,0.00789808932372496,-0.827522460075374,0.748910861232157,-0.402238495373068,0.105555930030191,-0.526552106510357,0.419088974622239,0.581746681322168,0.76226020718375,-1.01301068822797,-0.437554462658888,0.102941242990114,0.559853860990473,0.12248897063558,0.707340084001622,-0.215957830014763,0.354158188108275,-0.418055704441316,-0.0253792089934193,0.363733438954865,0.0601786634945446,0.312790037359839
1614566,-0.214819223008028,-0.121341573050276,0.0613892438890503,0.221220568087533,0.318108064920255,-0.2662821479588,-0.451788862962492,0.720689204584362,-0.807088636471656,-0.0244258749984094,0.946771332955973,-0.0738308776292393,0.207223657021514,0.399459707327009,0.540446252980782,0.652162326678816,-0.949605107620345,0.809922415739927,0.479825278635599,-0.56900798981702,0.0516947698444694,0.242993908398079,-0.160456568390348,-0.193994027868349,-0.121266034556704,-0.141164142023291,-0.0518442034859137,0.273183749741283,0.147926523249185
1644034,-0.311637440595869,-0.463917788777768,0.147261608727811,0.221220568087533,0.194720165512475,-0.2662821479588,-0.268702723234942,-0.634547434154126,0.64128461684406,-0.100089299001053,-0.188714353322459,0.141163445434254,-0.121037849819571,0.244012268071517,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.227702829763916,-0.642425810622757,-0.650940105127612,-0.134253932819491,-0.135202361929393,-0.32119150585806,-0.253860218081448,0.0515839667866882,-0.0695147913355295,-0.00624930465224672,0.580232424899584,0.0797066428810485
1668599,-0.363874974685823,0.282369027203123,-0.0571370292131753,0.221220568087533,0.291160420837319,-0.2662821479588,-0.111493469736347,0.312312777541392,-0.823513302601276,0.0897053672654749,0.00202405469195996,-0.0725227526398515,-0.174412251666825,0.243795272409719,-1.80277916228981,-1.37194486106572,-1.01301068822797,0.272898856802723,-0.181058546369778,0.589165043250371,0.168339080980601,-0.46886274758748,-0.920173555924921,0.0267085558342234,-0.816347811774572,-0.254345345389091,0.331046190986911,-0.238670514336589,-0.204587139960001
1671370,0.26615930700336,-0.94031866331502,0.109171976162191,0.221220568087533,0.329196620247845,0.325139371952341,-0.528154330107239,0.390898870421639,0.850741413932007,-0.136609020523823,-0.641829699652351,0.138290531384011,-0.534423996460217,0.419088974622239,0.581746681322168,0.76226020718375,1.02952585383291,-0.229900299499214,0.688449006279173,-0.577241300007329,-0.0608795536261061,-0.256326732194311,-0.175726910674102,0.157271261126005,8.8861783321469e-05,-0.314474082363815,0.0362280576730808,0.116452268450942,0.16243684179116
1684230,0.44032480835682,-0.805002921955848,0.22714404039908,0.221220568087533,0.329196620247845,-0.19975689071912,-0.554349785075745,-0.0441302594164003,-0.332844104456181,-0.0502909303968826,-0.413420221820686,0.139202146120663,-0.525501762874202,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,-0.218119252754596,0.0357536403397193,-0.446467684575236,0.0595488235502603,-0.144987017208637,-0.0405514098941274,0.229575963371726,-0.116038824905422,-0.305935556916994,0.0149826146069959,0.130402135202813,0.0777448076731031
1692385,0.200130535140219,-0.931744938655899,0.0401997825370826,0.221220568087533,0.329196620247845,-0.2662821479588,-0.541181253886924,-0.252145090761434,1.24159823731251,-0.173934960734823,-0.309866388522095,0.107587751945137,-0.538938008762024,0.419088974622239,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.0805061560092732,0.0363734315887842,-0.616072919453404,-0.000990669620808826,-0.136768663314397,-0.112842086968036,0.0914869230364918,0.0201593215988091,-0.314525294607523,-0.025769185500821,-0.0466414399927284,0.0641539575378789
1720713,-0.388782355700025,0.467263263330257,0.345924848304218,0.221220568087533,0.307959591950449,-0.2662821479588,-0.0490597138838739,-0.266291552975366,-1.10676409649556,-1.08061218934347,-0.14675829407262,0.195408619540289,0.378361317314747,0.395008917559069,0.536962447289965,0.625646795987127,-1.01010354162298,0.343995144249502,-1.03707681296458,1.05089442980606,-0.172822322954379,-0.622417927961228,-0.581276814928721,0.187710669909072,-0.585038067829553,-0.214737135694968,-0.353883881939294,-0.661781351395952,0.851746408029526
1738800,-0.352880986185144,0.552254968646762,-0.134573577755118,0.221220568087533,0.329196620247845,-0.263229212603344,-0.353376821516963,1.25207922050601,-1.25040682951038,0.106028427960609,-0.56532850888717,0.375702320104929,0.233309221974932,0.419088974622239,0.574020410714086,0.742210985616132,0.965833246084448,-0.453154214211784,0.16587647872196,-0.0314592729478576,-0.0705724707893697,-0.396887568342416,0.236072394207639,0.305271364521732,-0.238903805074774,0.100560512306566,-0.0902527309724269,0.539052879875159,0.127135145274855
1740845,-0.449055680610691,1.95573641828115,-0.0660137795689706,0.221220568087533,0.329196620247845,-0.2662821479588,1.00951080966359,0.0306871478930014,-1.21782994042257,0.221070765550022,-0.753918644578719,0.28174433286618,-0.464364616358097,0.419088974622239,0.557827806065776,-1.36963104611167,-1.01301068822797,-0.13497810988414,-0.363850377390893,1.11956431222795,0.906366702271766,-0.157294358856314,-0.259579184919575,0.563256859453404,-0.00538977990957333,-0.141386479548924,-0.0321190898452578,-0.767055122807283,0.145361322049452
1742294,0.360784021849805,-1.00219858911563,-0.0602251426136873,0.221220568087533,-0.250378663025533,-0.2662821479588,-0.537588768417677,-0.190605552609514,1.12030138799385,-0.0824888026135607,0.220423345793373,0.110923378525139,-0.265956356854638,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.174955883817374,0.00779610960074433,-0.156228335280398,-0.195954158814919,0.173193742369479,0.298615757463054,0.00181826542333084,-0.35512550140254,-0.325135630730066,-0.0747346685793829,-0.21333199826191,-0.00384081781853678
1767700,-0.135074793978566,-0.679006446530502,0.0727924795029935,0.221220568087533,0.16684285980606,-0.2662821479588,-0.44817253990014,-0.159594986506727,0.477000428632278,-0.00989718630900589,1.33135320983461,0.0775302456439008,0.0489905661059448,0.24108827893032,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.436451669904656,0.251939007791857,-0.691488759027598,-0.0997821746879055,-0.293976665110642,-0.214923932548992,-0.0887424340216315,0.00948553269047714,-0.352084349417411,-0.0184722356991023,-0.108254391961573,0.0131284920434429
1768972,-0.456458659785309,1.67914060536516,-0.141172790659879,0.221220568087533,0.206705261250045,-0.2662821479588,1.29765015026345,-0.81687738182067,-0.42135038710367,-0.228471690321335,-0.291681774400453,0.143546208224616,0.382965227677619,0.163307603846618,-1.79545118772561,-1.37194486106572,-1.01301068822797,0.164675365510159,0.740389353999767,-0.391567141162925,-0.182906288684127,-0.118165153889467,-0.336525833956518,-0.0753077649214515,-0.0654587711947855,-0.292715276043708,0.0608178889245353,-0.187152111777734,0.126212124429074
1889409,-0.404960651427588,1.01709995342607,0.825462229881267,-0.228244455530604,0.273349704919133,-0.194722455914093,0.0287721697572259,0.730567484074249,-1.09836066384671,-0.53408014290096,0.318670223558032,-0.239586786498131,1.13054018871667,0.371461545888821,0.536018687129262,0.705542532628904,0.95700275016786,0.246931962062959,-0.169807307454578,0.0338448258734304,-0.265653472586535,-0.32978926386344,-0.381361716393037,0.323893282871642,-0.104915859191879,-0.197695427310749,-0.240071576567465,-0.834915358693529,0.244417757904691
1915938,0.191168577116565,-0.940691433952373,0.334706237360783,0.221220568087533,-0.687980321142142,-0.2662821479588,-0.526417824709697,-0.0267738829280004,1.20082225884246,-0.0892216502910841,0.315162242296855,0.071763117650828,-0.243735855915598,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,0.476376188656268,-0.152681835802184,-0.63590377606367,-0.0552740564244733,-0.0933360687944036,-0.0736083537198034,-0.0483734383645733,-0.0201049808072567,-0.209777635297653,0.0308027988162597,0.0901256402212934,0.0580227888329235
1916742,-0.445435442695786,0.381153246101692,-0.0829600561451514,0.221220568087533,0.329196620247845,0.241395836459445,0.991226073535627,0.16183477065792,0.770544536709778,-0.124292591990318,-0.229221396768053,0.101933592690714,-0.492756326123627,0.419088974622239,0.581746681322168,0.76226020718375,1.02761010643553,-0.358206648230616,0.17000788990466,-0.565929714031465,-0.140555699638842,-0.103216466547295,-0.204862527856353,-0.203401285112885,0.0187089902733418,-0.272487738088748,0.044420811794846,0.00151858891477602,0.0795863819972881
1919296,1.35828649264971,-1.12372181689274,-0.0263636490544116,0.221220568087533,0.329196620247845,-0.2662821479588,-0.569574275988922,-0.410256236571892,1.56296553963535,-0.0470975937920858,-0.0297513288912044,0.143624801074201,-0.539970009048785,0.419088974622239,0.581746681322168,-1.37194486106572,-1.01301068822797,-0.279350909442779,0.356173012497542,-0.583763231200688,-0.0745053189370087,-0.0190757975731089,-0.111356385806503,-0.0498228446925693,0.00660303248366727,-0.351700729366061,-0.0118028688013562,-0.0826252780908971,0.051906599963227
1926770,0.739241043527044,-1.10321943183832,0.0249768316902752,0.221220568087533,0.329196620247845,-0.2662821479588,-0.563198504498859,0.155039283876643,2.10890136407917,-0.110117195906732,-0.257315613424256,0.0925290799054942,-0.535322273602254,0.419088974622239,0.581746681322168,0.76226020718375,1.0307133750783,-0.206545926903477,0.115471172549833,-0.711024120615278,-0.0481821578582253,-0.0410222373352237,-0.13930469876001,0.0066349923045509,0.00705115143274016,-0.352946133889968,-0.0140666250330873,-0.0186764510645,0.0658755646719584
1938156,-0.468840144910218,1.42192886559153,-0.0636915944060884,-1.1615972965647,0.249089755115629,-0.233292614319028,3.06273416717581,1.57456021917657,0.130851133994468,-0.418298460063276,0.998204799281136,0.106292129898789,0.761867572763393,0.354518726049055,0.516783823758208,0.687444699144547,0.937660171521351,0.267740251835337,-0.567332757316949,-0.5055737519464,0.181221710466556,-0.0611258396468182,-0.0420565190622795,0.00632542743110568,-0.0828673863099538,-0.269093319994848,-0.118296225088778,-0.148393405333771,0.106406085430765
1938561,-0.303495686312025,-0.0937565458861474,-0.278811225232409,0.221220568087533,-0.56170556862993,-0.2662821479588,-0.349266526921609,-0.320795602254861,-0.677838076871959,-0.780799520333008,-0.0918129202619496,0.0184668313943361,-0.477816912855437,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.459494319897751,0.648488040260066,0.211404954460363,-0.0343515737755763,0.186610724018399,-0.201046875842016,-0.060858023003392,-0.00443476869881007,-0.132167188024269,0.183350775471727,-0.285144127760055,-0.105761896910418
1966316,0.0649857997983282,-0.752442262089062,0.13400755393482,0.221220568087533,0.0444585436560471,-0.2662821479588,-0.509929188478198,-0.342722281340972,0.245306332010587,-0.20346076959135,-0.338437066074632,0.122903234395956,-0.526863931056931,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.172755097545936,-0.0443661261865083,-0.297611048300385,-0.068070202032131,-0.0695170413207958,-0.065293638210582,-0.162459441993543,-0.144488502105149,-0.28789258365734,-0.0891374459592767,-0.101351880773052,0.0944914080712358
1967281,-0.167310238515988,-0.786737160725546,0.0339031720422384,0.221220568087533,0.329196620247845,-0.2662821479588,-0.431494912451723,-0.113282866616424,1.27539518219913,0.0586296555100075,-0.341896628668527,0.137577534562649,-0.530558573435434,0.419088974622239,0.581746681322168,-1.37194486106572,-1.01301068822797,-0.254625273163925,0.0615792221884496,-0.306864668052842,-0.0317270896735941,-0.137630287158803,0.128141235426036,-0.0288814917990615,0.208804900907828,-0.346714131936333,0.0543242522380059,-0.18141590862089,0.115199562945874
1973544,2.13879378697922,-1.13341385346392,-0.0383036538187521,0.221220568087533,-4.06187128947853,-0.2662821479588,-0.573031985985964,-0.265246244005571,0.86181715896508,-0.0350933543742965,-0.0402987156913507,0.0880415064669756,-0.541813437589659,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,0.024659478495427,0.0210892435115927,-0.589219773065959,0.00843553037487022,0.107807920854749,-0.176879078202564,0.322784201168166,-0.00308501816759567,-0.111918998464731,-0.0256902808291489,0.640271119583834,0.0578976838935779
1975401,-0.00849558372701921,-0.868373930305873,-0.100892639205247,0.221220568087533,-4.06187128947853,-0.2662821479588,-0.503605889695589,-0.302411303696969,1.31324588777487,-0.0870631426765904,-0.444331750316734,0.119630397731658,-0.535035077163885,-2.60381818884345,-1.80335305539296,-1.37194486106572,-1.01301068822797,-0.17216679780849,0.15139093925136,-0.675003523102101,0.0308283451175952,0.049591719587728,-0.0736989095523968,-0.203243705276037,-0.00934134487445779,-0.211719288427743,-0.0390279433632491,-0.15585553549292,0.0361516765732268
