"mkm10d_ptv4_wavelet.HHH_firstorder_Median_248","mkm10d_ptv4_gradient_glcm_Imc1_247","mkm10d_ptv4_gradient_glcm_Imc2_246","mkm10d_ptv4_lbp.3D.m2_firstorder_Maximum_245","mkm10d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_240","mkm10d_ptv4_lbp.3D.k_gldm_LargeDependenceHighGrayLevelEmphasis_230","sub"
-0.0181800154644749,0.40944694571378,-0.452282651938703,-0.547534466111203,-0.232397179175576,0.877007799090741,1085983
-1.02571463906552,0.0719875633624941,-0.319699575604733,-0.324126729253372,-0.327754556988156,0.616554125180021,1125173
1.08158668253743,1.75703270461925,-0.996669775663104,1.66184528165491,-0.270752684280341,-0.150431350234415,1154608
-0.205517088196695,-0.547587605700446,1.12463065426434,-0.547534466111203,-0.28923881331456,1.21496076288339,1181124
0.0978081254246425,1.39213924621589,-1.87845610898207,-0.547534466111203,-0.313707024727107,-0.317366875440111,1183075
-0.921754427160322,-0.707649659522757,0.443656324181673,-0.454410081067796,-0.133381365739012,-1.64165912879821,1232870
-0.562424681620607,-1.35534124482958,0.940416485231167,0.434647929196577,-0.108322858897834,0.430565572509623,1279943
-0.482438878072512,0.0616507647499362,0.49686813550487,-0.547534466111203,-0.311925891351505,0.832284330105674,1329352
0.427724881769999,0.548720871397565,-0.549674013525677,-0.547534466111203,0.037974463035244,-0.883660907687072,1330263
-0.0545947089532776,-2.49515117759717,2.66140154756948,0.991564175535327,-0.325355606790414,-0.134483966007112,1364384
0.958546269554315,-0.994061576524366,1.72798191724619,-0.547534466111203,-0.299061474994665,-1.2348847856364,1386095
0.133329333943993,0.156786892983797,-0.0191190426864061,-0.454410081067796,-0.333950752275689,-0.297346347693821,1458656
-0.122243835379656,-0.244747134487617,-1.05888289527864,-0.547534466111203,-0.174373349717528,1.17949061866006,1485662
0.272432802051182,1.27515853401957,-1.11231619552963,1.34728221047269,-0.25883830462228,-0.234724604126827,1497807
0.654331880189064,-0.856979701810083,1.13208857009012,-0.324126729253372,-0.318565014743052,-0.507557442504454,1501387
-0.243745802364964,-1.00940607321883,1.06068068927004,-0.547534466111203,-0.310570364856648,0.883535816975088,1518948
-0.194700448107936,1.00726610877047,-0.580435157794526,-0.547534466111203,-0.306593012674071,0.462617312976167,1526417
0.66276494710135,1.51292069693563,-1.44531502019005,2.96216801676875,-0.325838154339241,1.36288936490264,1565177
-0.223014019167576,-1.32468278560673,-0.414962104387916,0.297357315334802,2.79503570354536,1.24861098248636,1606693
-0.534643320324074,-2.10844328738879,1.85452470844445,-0.242131638290303,-0.112446706093219,1.04869984711767,1612262
