"letm_prg_grady_250","sub"
-0.00550711269833235,1085983
-0.721401979811116,1125173
0.586919365184107,1154608
1.23199117190484,1181124
-0.535610260889549,1183075
-0.720595209148435,1232870
-0.57333695951933,1279943
-0.722346594506124,1329352
-0.24337792070894,1330263
-4.03995562176238,1364384
-0.350881235717889,1386095
-0.542456439449548,1458656
0.0718793939263155,1485662
-0.918820481321346,1497807
-0.214927471672065,1501387
0.393441450125349,1518948
0.0444691895650054,1526417
-0.0539803963850927,1565177
1.07794081381616,1606693
0.500872694540108,1612262
0.0267057346189447,1614566
0.332629230255313,1644034
-0.679726253032355,1668599
-0.457029120734394,1671370
0.453590458590063,1684230
-0.474709748918154,1692385
-0.892589897924481,1720713
0.304687805098107,1738800
0.107725219429833,1740845
0.605694481270467,1742294
0.568368494191684,1767700
0.41525488976593,1768972
0.614555775064334,1889409
-0.104363490420059,1915938
0.933771866000102,1916742
0.32898706393854,1919296
-0.0291073554780627,1926770
-0.583322570441083,1938156
1.73232438862583,1938561
-0.882627568429335,1966316
0.419376182779535,1967281
0.778047649759439,1973544
-1.50560787651842,1975401
-0.542292456338364,1976407
2.05251617250896,1978972
0.882501096618093,1979045
-0.814478334161382,1979422
2.45356031830501,1980052
-0.651863991487565,2001182
-0.922332510632951,2002465
-0.0838374762142576,2004451
0.485446148060274,2006164
0.0286180682074458,2007309
-0.479462712047137,2009915
0.911990024514602,2010259
0.0623717738228248,2010554
-1.15039248326358,2026671
-1.41690175836683,2033049
1.3571685842746,2034136
-0.994711909259981,2040495
1.89940926742009,2047354
0.133508205549296,2051378
0.736998762152525,2055667
-0.084047370421294,2057358
0.8078711453697,2059713
-1.25738846326478,2069079
-0.770357278112185,2070958
-1.15613977999674,2072215
-0.508220402697145,2075832
0.293670789821069,2075846
-1.13237959926517,2076301
1.0494354773819,2078198
-2.29355772195871,2078899
0.712686155607081,2085349
-0.569960663718381,2086044
-0.400565796043522,2091555
0.497870577004753,2092954
0.116404555445138,2096627
0.116511492275411,2100050
-0.230802918177022,2108003
1.26979469468764,2109902
0.0322417445745314,2110540
-0.0756558768923558,2116787
0.332319514739819,2119177
-0.857716765321415,2131601
-0.408682826317491,2132424
-0.542808777302691,2132982
0.535572963428632,2133204
-0.541239336751417,2133380
5.41233589147948,2134220
0.0283903492074275,2135748
0.87274141756044,2137799
0.111297748857239,2138375
0.690225314501459,2138678
0.48745214979352,2139733
-1.23072075901447,2141116
-1.37759078972016,2144796
-0.734619788414488,2145166
-0.638466371536615,2145694
-1.43641446554726,2146138
-0.610383478827432,2151024
-0.297104185462021,215131
-1.7946082556722,2152442
0.0684043867715485,2157529
0.167406452228826,2158101
0.239318240612693,2158329
-0.123804513299983,2168082
1.10298832443499,2172217
0.860993584229171,2176530
0.477152726757091,2176784
0.0353282256379205,2181724
0.507081713379791,2183291
0.348198839527233,2183356
-0.461811002531573,2185290
0.892561074361888,2186951
0.306654563554898,2196212
-0.186403742947231,2199403
0.539246780174303,2200416
-1.47340935185143,2200813
0.538036939521025,2205389
-0.180393396488196,2212664
0.147981518293302,2217034
1.33171094689297,2218615
2.39242044764284,2219842
0.565309910386426,2224150
-0.174254063289237,2228399
0.0732319223641331,2228400
-0.782797568179355,2234271
0.223312552020327,2234422
0.651981411845612,2237571
1.44629178322655,2244172
-0.503215244738247,2247869
1.29073157553418,2250648
0.302860303091597,2250836
0.126597156797661,2267382
0.319611734638329,2269346
-0.409892020639586,2271329
0.182648533645036,2274521
0.0473629878632778,2276121
-0.912651230112106,2278618
-0.132859020902618,2285214
0.576958692080929,2286108
0.124866876264401,2293123
-0.940671932063953,2294852
0.142680419416396,2294873
-1.45016409172305,2296332
-0.325123853060188,2305114
0.268681366220399,2305115
-0.818899314664223,2306459
-0.215404661615874,2306893
-0.68012041430433,2317120
-0.205608395632052,2319068
-0.894653617700323,2321962
0.174623400664821,2331869
0.191378309932488,2336735
1.60660194418201,2339674
0.399438190008475,2340155
-0.19447547588624,2340322
0.371940993541924,2350037
0.735913067642426,2352038
-4.97111713103018,2359944
-0.343517308358133,2381907
0.927130575992944,2393207
0.131629553221263,2395415
-0.126185641385084,2395943
-1.01687735234438,2401405
0.252729785488747,2405144
0.273897652471985,2414406
-0.687380144988435,2419459
0.95237689645271,2425694
-0.250857890284017,2426863
-0.235922545014736,2430773
0.763200221740006,2439458
0.0644333172470101,2443354
0.0355651540137272,2445526
-0.0347406288462214,2448298
0.032753502329491,2453577
1.54450913228265,2474709
-0.637304815693319,2480056
0.563828079179166,2480330
2.4485674070691,2487135
-1.30512996204043,2488660
0.542536577880521,2490180
0.687710370309586,2493534
-0.66614027890094,2498991
0.364765412733213,2500377
0.33355981680688,2504802
0.107551278991241,2510402
-0.318713865541442,2520618
-0.397362888714582,2559453
0.18759322165755,277752
0.921418092540749,308862
0.565265798805126,58325
0.0386125343659278,92173
-1.70774560053736,923666
-1.21448664652333,965005
-1.18020351906056,983079
