"mkm6d_ptv_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_248","mkm6d_ptv_wavelet.LHL_glszm_SmallAreaLowGrayLevelEmphasis_238","sub"
-0.533841635146619,0.0397434627278522,1085983
0.0209953709586022,-0.733031081344392,1125173
-0.657084054353624,1.59315324156222,1154608
0.891956230130326,-0.743424122450216,1181124
-0.626922527308837,1.02458269348077,1183075
-0.662187617766989,3.2166364941484,1232870
-0.335119713262977,-0.587327627441165,1279943
-0.510906091217659,-0.589337744514534,1329352
0.4338995093495,-0.542430100724309,1330263
-0.678462568804933,3.29286013321797,1364384
-0.631953305266865,1.06048264976902,1386095
-0.0602666546482055,-0.699554923799348,1458656
-0.262438117466274,-0.399769422157985,1485662
-0.0702010919497585,0.00133475546302699,1497807
-0.422552481330266,-0.233251784130972,1501387
-0.667205418522655,0.272943028598717,1518948
-0.561781224995716,-0.118457678499839,1526417
-0.0675070963618121,-0.560110857706526,1565177
1.9239420270808,-0.602990303182995,1606693
-0.434481739537258,-0.203104593574254,1612262
-0.184243799650388,-0.279891934045309,1614566
-0.521486260508007,-0.759371748272247,1644034
-0.330402083083023,-0.129825590218961,1668599
-0.638638034676894,-0.0532327919815506,1671370
-0.658440796177343,0.390146794881559,1684230
-0.641249153762748,-0.353000878626895,1692385
6.5068836780081,-0.826798133584396,1720713
-0.254636664120098,0.0781909960568301,1738800
-0.0589599518799634,-0.762054409501343,1740845
-0.666562316400197,0.398355319113924,1742294
-0.631733075147551,-0.192915521890092,1767700
2.79561497127584,-0.985036206632019,1768972
0.0951252770513969,-0.984397499054531,1889409
-0.457795097446068,1.60929387408168,1915938
0.22823395811844,-0.601248944258162,1916742
-0.609391385179045,1.98875922722069,1919296
-0.53337159499226,0.585127381678701,1926770
3.81082994007286,-1.04671894985308,1938156
-0.0967313880473092,0.615457616260244,1938561
-0.629085111190141,0.385021805426338,1966316
-0.604947092019901,0.383477065587487,1967281
-0.515461896044371,2.24774006405523,1973544
-0.600101279704059,0.122006679773559,1975401
-0.564136495797746,-0.137241383554968,1976407
-0.637238616306628,1.05299531013243,1978972
-0.6196982356397,0.507591300100275,1979045
-0.25306708354142,0.41908276031118,1979422
-0.681886730006011,3.76265019933894,1980052
0.353242224368956,-0.950041352991568,2001182
-0.659065861443557,0.0305993292496691,2002465
-0.506945898333841,0.276948147594797,2004451
-0.614683869494932,0.288187451123744,2006164
0.392873756131411,-0.13733116618877,2007309
-0.387029838434253,-0.0912578382912209,2009915
-0.273774469070833,-0.445089073969849,2010259
0.306448509820645,-0.604370977314801,2010554
-0.553408895167405,0.250525992451871,2026671
-0.572069918045583,0.117310854350251,2033049
-0.0250752479767365,-0.957078209522178,2034136
-0.584049943255872,-0.159349347024791,2040495
-0.643077324920634,2.77469926667985,2047354
-0.546008402307299,0.0886962952174623,2051378
-0.467019612413827,0.881928728733686,2055667
-0.0755496889387508,-0.371930682204478,2057358
-0.517653579126036,0.589617730562978,2059713
-0.322502610254049,-0.0989942594585851,2069079
-0.0355800039392222,-0.442838525896247,2070958
-0.616936487902705,0.865699236039552,2072215
-0.136728317781604,-0.0684498833867835,2075832
0.128639312676746,-0.242666496729151,2075846
-0.522536073158426,-0.44521145092764,2076301
3.41445473470098,-1.10183516225613,2078198
-0.467310105616547,-0.912126490558953,2078899
-0.473090466189584,0.0845641351909045,2085349
-0.089001901115957,-0.552325119889838,2086044
-0.303476855605627,-0.377644928795899,2091555
-0.417392997986139,-0.655320716453912,2092954
-0.241543045694321,0.0316473083895298,2096627
-0.673745793958111,-0.0432944088837972,2100050
-0.119615291215675,0.154390558734918,2108003
-0.236787759267728,-0.294913602930305,2109902
-0.388630612500958,1.04331246442065,2110540
-0.586834046904135,-0.493770431882732,2116787
0.114100103589855,-0.585239974661213,2119177
-0.326893651591912,-0.678766629164612,2131601
-0.600289062363906,0.166911752366757,2132424
1.77986071905941,-0.810139146322171,2132982
-0.118321149960864,-0.12841231369501,2133204
-0.653896693949401,-0.141454864530503,2133380
-0.636666518690857,-0.420508707404596,2134220
1.66140887783265,-1.02050887683278,2135748
-0.584142042389491,-0.344746235014273,2137799
0.721515077777884,-0.647387707037386,2138375
0.749162618420577,-0.946003266557296,2138678
-0.424789208135613,-0.478605002821376,2139733
-0.651169205316727,2.05813781910971,2141116
-0.676499886732468,0.114801041164547,2144796
-0.663624812597953,0.900976461303863,2145166
-0.629982410350759,-0.197050304957853,2145694
-0.465793818319048,-0.179691429204666,2146138
0.184657106177415,-0.285513964411393,2151024
-0.561918708413646,0.166936673392714,215131
-0.633175261160634,1.02397000623918,2152442
-0.64371599880888,3.82764164357295,2157529
-0.607355784876642,0.099649084387179,2158101
-0.409029930973733,-0.739757141584381,2158329
-0.657938497368314,3.60154904086419,2168082
-0.610833342717416,1.16334809666993,2172217
