"letd_prp_original_shape_SurfaceVolumeRatio_250","letd_prp_wavelet.LLH_firstorder_Kurtosis_250","letd_prp_wavelet.LLH_glcm_Correlation_250","letd_prp_wavelet.LHL_firstorder_Skewness_250","letd_prp_wavelet.LHH_firstorder_Mean_250","letd_prp_wavelet.HLH_firstorder_Median_250","letd_prp_wavelet.HHL_firstorder_Median_250","letd_prp_wavelet.HHH_firstorder_Skewness_250","letd_prp_wavelet.HHH_glcm_ClusterShade_250","letd_prp_lbp.3D.k_firstorder_Kurtosis_250","letd_prp_wavelet.LHL_glszm_SmallAreaHighGrayLevelEmphasis_249","letd_prp_wavelet.HHL_firstorder_Kurtosis_249","letd_prp_wavelet.HHL_firstorder_Skewness_249","letd_prp_lbp.3D.m1_firstorder_Skewness_249","letd_prp_lbp.3D.m1_glcm_ClusterShade_249","letd_prp_lbp.3D.k_glcm_ClusterProminence_249","letd_prp_log.sigma.2.0.mm.3D_firstorder_Mean_248","letd_prp_wavelet.HLH_gldm_LargeDependenceLowGrayLevelEmphasis_248","letd_prp_lbp.3D.m1_firstorder_Kurtosis_248","sub"
-0.256757964355185,0.718287516457978,0.507775269997039,-0.123376170442225,-0.958758549308332,0.460486872902503,0.0781649801679069,0.160854935288682,0.138428231091055,0.045591554724317,0.127268921157866,-0.410531223933885,-0.61788110577242,0.599362499053676,0.689180374723526,0.549461238549621,0.168804333082578,-0.380510805174031,0.371077628939414,1916742
0.284803622788312,-1.00743254905431,0.293701744502715,0.366289211183115,-1.55032701388057,-2.67300254715474,-1.23920453094985,-0.328322902899527,0.0642876623685871,0.659598382891716,-0.50667861274977,-0.692127915230611,-1.15389817662311,-1.01396214038092,0.233335519063035,-0.600449489918781,-0.197274281890087,0.331085177758568,0.769952544463869,1980052
-0.299500714262716,-0.955068035854497,1.73907690552267,0.0777423554647856,1.28592420963248,0.150104938771165,0.277102199777831,0.535974851989262,0.104848862427457,0.71933563639966,-0.498652331297686,-0.17366812551986,0.973070946929025,-0.577227298360772,-1.17210030894737,-0.0691202605542763,-0.574190828952848,0.612057050125341,-0.590817247783498,1926770
-0.19672559665882,-0.934757401981997,0.320421859356077,0.606453922740551,0.249785506422534,-0.70550449663309,-0.545222923071577,0.809280802061929,0.105370628728459,0.199388142218007,-0.652530986707511,-0.356800279363464,0.363505229368108,-0.732071255766023,-1.06513300226357,-0.144967760272945,-0.913921409148453,-0.171594843893665,-0.292228942091097,1979045
-0.120403864379025,1.70507832802167,0.00260536046375385,-0.843253104006542,0.267285243516324,-0.271526713689897,2.0840643830169,0.20041644783817,0.0374669722636594,-0.379798148353902,-0.000761282863743763,-0.298397283552508,0.495888873529106,0.0736141667679797,-0.0183844145558134,-0.475436050416691,-0.0779730623170453,-0.402953647073055,-0.152434512533735,2196212
-0.260404308394023,0.398791359539418,1.0423123900763,1.2035839518812,0.0874560898081552,0.639320281658037,0.143501779801312,-3.63641815131346,-0.235166890019958,-0.626217798645538,-0.156558201729908,2.54628180888196,-2.35070174487854,-0.117551058640519,0.618593133371247,-0.675791802623831,1.8850719895889,-0.293781253100421,1.08550819570744,2393207
-0.243517615880892,-0.649543471307532,-0.250780765857242,-0.00409021602640911,-0.276124449956899,0.781182859314034,-0.0809501754534835,0.130211379535752,0.0483189078013196,-1.1501349095602,-0.18142511324621,-0.656859920916544,-0.685809721556681,-0.338156950562934,0.0483272829767657,-0.188454369086155,0.800181279634249,-0.110406036928676,0.913386575729742,2146138
-0.174600614116378,-0.928346800301722,0.705706030830902,0.219400534529463,0.209028018903339,0.188776708551174,0.367849970770044,-0.134684683546194,0.0940978645392633,-1.38169287335568,-0.712618537256197,-0.875872111457002,-0.000179320477103463,1.78870659362662,2.22059152224438,1.14550886933219,-0.652214623668868,0.203832331156914,-1.8950177049393,2228399
-0.00276291882947408,-0.682759169523222,-0.0850207940899568,0.0462217927924915,-0.527774330788704,-0.261987733265127,0.415456795497024,0.71509102934248,3.83629357503392,-0.107916786124563,-0.200038793049478,0.09042702865517,-0.208236771587963,0.124244065789923,0.526185581809742,-0.375817586933178,0.745696267187195,-0.275140428687957,0.231636294382697,2144796
-0.304631764173538,-0.445202835875213,-0.299676172654894,-0.170932808484176,-0.262371763829236,0.732622179393217,0.033318909480557,0.744065670834868,5.2235011385076,-1.32030978236479,0.565402316801971,-0.358891263095408,0.0250951449658672,1.37920882190371,0.731620087215603,-0.141379812185286,1.0591870970481,-0.383059594576344,-0.819469930659789,2234271
-0.165983556408139,1.34068550678127,-0.476489496756759,-0.351735065717835,1.17669074114656,1.12273533335171,0.486415036873072,0.0518881337349649,0.103164060336715,-0.882652230196244,0.415250809240537,-0.620305300559447,-0.173745459675377,0.937729380443762,0.278345206214226,0.144081912245187,-1.0008271090536,-0.238250583105766,-1.67567529070311,2296332
