"mkm6d_ptv4_wavelet.HHH_firstorder_Median_250","mkm6d_ptv4_wavelet.HHL_firstorder_Skewness_242","mkm6d_ptv4_lbp.3D.m2_firstorder_Maximum_238","mkm6d_ptv4_wavelet.LHH_firstorder_Skewness_234","mkm6d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_228","mkm6d_ptv4_wavelet.HHH_glcm_ClusterShade_228","mkm6d_ptv4_lbp.3D.m2_glcm_ClusterShade_228","mkm6d_ptv4_gradient_glcm_Imc2_227","mkm6d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_227","sub"
0.0327399860087424,-0.768885161996984,-0.557662248931996,-2.14939070105723,-0.216850868742994,0.325438398560524,0.683325774287356,-0.692964870682967,0.191296441564642,1085983
-1.00277636119386,-1.08551628442351,-0.327614364470739,1.18341116708974,-0.323897765451808,0.410067439373482,0.00211410584839807,-0.464332145946575,-0.963936674401961,1125173
0.797540531046987,-1.64879483732435,1.7173849096567,-0.350688944433102,-0.287466002002524,0.252565987318739,0.193545276502139,-0.466555645265974,1.76812212712984,1154608
-0.196313361665394,1.92281293596202,-0.557662248931996,-0.718765312408621,-0.277151889017633,-0.494402019360513,0.975124972925513,1.08730663950227,-0.349590465672217,1181124
0.639515415079779,2.81747905524904,-0.557662248931996,-0.866177556881859,-0.309362042257941,-0.349832747154116,-2.20862763026139,-1.53836451748528,-0.283605779516168,1183075
-0.695146306170542,1.19961335471898,-0.557662248931996,2.14271719055782,-0.110680075714192,0.176780978655698,-0.64123647778995,0.505235041740816,2.33886545816524,1232870
-0.519033306552663,-0.614395679998622,-0.327614364470739,-1.19340037642525,-0.126035422696713,0.318051162556251,0.85995933235632,0.680763785667878,0.305332662044388,1279943
-0.306546746682368,-0.128874330881186,-0.557662248931996,-0.108383132901417,-0.300729049782916,-3.24112819188269,-0.666854623817879,0.533367053690877,-0.474245210460791,1329352
0.427620002214757,-0.510228748768701,-0.557662248931996,-0.0641104134925362,0.0292936151806264,0.323446271735347,-0.97804520407952,-0.594201079745529,1.26960863978535,1330263
0.377222168025148,-0.527572647286575,1.22390601579092,-0.0847088852234838,-0.305902212213022,-1.25311265378933,-1.7799709700248,2.97976663907281,-0.155066582969467,1364384
