"mkm5d_ptv6_wavelet.HHL_glcm_Imc1_249","mkm5d_ptv6_wavelet.LLH_glcm_Imc1_248","mkm5d_ptv6_log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis_243","sub"
-0.766298926137792,0.433863149250879,0.0763242810203114,1085983
-0.00469477005154442,0.560298564304515,-0.80031152963095,1125173
0.538249764491725,0.253593373561475,0.390242887966888,1154608
-0.914211768163916,0.605958648194403,-0.470367232289513,1181124
-0.922794426139093,0.364019267940979,0.32600958264337,1183075
-0.565877987438319,-0.98561152323962,1.63427357070532,1232870
-0.101744733141419,-0.341244728051803,-0.134362236552054,1279943
-0.626586755181103,-0.130256859928271,-0.758094586422543,1329352
0.0255231849064831,-0.560449981019422,-0.828175701112599,1330263
-2.33855725616038,-4.44986719574351,1.15788981648242,1364384
0.0555316708960134,-1.79803958403306,0.0742739824113961,1386095
-0.152400425325488,0.27987933105704,-0.698726512524508,1458656
0.623741262631559,0.402979464304172,-0.319719241706328,1485662
0.0765850813888217,0.832815914721529,-0.526869471088844,1497807
0.128661317653888,0.0472630210570252,-0.62361590986579,1501387
-0.310585102570435,-0.942390267780269,4.47178898642692,1518948
-0.53792684456829,1.05071696090473,-0.155158487888376,1526417
-0.391652694503124,0.722414239376389,-0.702454090966852,1565177
0.268700981931365,0.548252597945045,-0.799224632614583,1606693
-0.557204505620996,-0.504302891271259,0.15677132420717,1612262
-0.303406959828114,-0.00552962804761686,-0.495974197424272,1614566
0.89636429779536,0.0649438672597344,0.667199862529768,1644034
-1.0061632871616,0.133928619404661,-0.585975564696058,1668599
-0.78260195765587,-0.375072147158859,0.154984736935734,1671370
-0.793904154742219,0.238885237061186,0.385244553786009,1684230
0.138070725872966,0.0493745421919699,1.3906135412005,1692385
0.680807458000254,0.13039888683968,-0.767696953035242,1720713
0.58214287576163,0.242089216445904,-0.558458163320411,1738800
1.05881749817481,0.98426727538606,-0.885421654372292,1740845
0.150199164479508,0.00687488123634486,0.739064097041632,1742294
-3.32200969763539,-0.740662520792189,-0.526508476571822,1767700
-0.620784870546813,0.726447579476901,-0.241834965042616,1768972
0.640055613325185,0.888945011396256,-0.930309519480981,1889409
0.564966454097766,0.169483172343792,1.99862572486696,1915938
0.997319915809877,1.0910709924328,-0.55254991463716,1916742
-0.437359181608967,-2.16746671530926,1.19882800248511,1919296
-0.700753321017636,-2.97017245647178,1.3754519146792,1926770
