"lemd_prc_logarithm_firstorder_Maximum_250","lemd_prc_wavelet.HHL_glcm_Imc1_244","sub"
1.05637568352444,0.919266992430309,1916742
-1.65385306915718,-1.49815713482133,1980052
0.601270931893572,0.619278952806625,1926770
1.30128069606568,1.06990899076612,1979045
0.822010469828167,0.928012432503544,2196212
0.63099704668483,-1.35328590647593,2393207
0.622293467535073,0.183777664998694,2146138
-0.126421391616765,-0.372152506028251,2228399
1.29046232203914,-2.26522940864896,2144796
0.772076752660057,-0.808543819889342,2234271
-1.25053207395345,0.638801494366806,2296332
0.889803623572363,0.778067383933354,1684230
0.0304458841783152,0.282027034998161,1720713
0.22363179253789,-1.52362010517404,2186951
0.585443657221337,0.129923143366483,2439458
1.42602454880797,-0.801756570607693,2135748
-1.09687871856199,0.727778260973756,2141116
-1.24778840347431,-0.205102595875417,2108003
0.577553909333026,0.901839562659649,2006164
-1.83456250217009,0.00784264757587739,308862
0.645529788956703,0.613942996858535,1085983
-2.34491190961313,-1.32444385501002,2004451
0.568050359272349,0.532384919315464,2359944
-1.38730879443197,-0.981697777976153,2069079
-2.28091093055868,0.80119277648197,2059713
0.805213496124958,-0.461564207479383,2294873
-2.28175365855099,0.00939708863384377,2033049
-1.76254313052033,0.171825987175979,1485662
-0.495144971014929,0.576751113452876,1526417
0.639228894858707,0.0721691831042587,1386095
-1.74005411839496,0.8928540028672,983079
-1.1440785162575,-0.785463925519036,2132424
-0.39035136046281,-0.369419945536354,2138375
0.677315485217392,1.25553866631521,2490180
0.761034955558985,1.37954153580693,2034136
0.711792526692828,0.917490533636512,2510402
0.0926709507599186,0.336534257073439,1330263
-0.884977247308736,-0.483054358068877,1768972
0.661099414781176,0.550556131711478,2306459
0.27974119947724,-2.34265922094687,2181724
1.164471031053,1.42497512291396,2217034
0.317367210296682,0.0705482252865653,2218615
0.0957088063661818,0.349082596254759,92173
0.987838846575033,0.222924664990428,2414406
0.565532000831869,0.793466959080044,2381907
1.28222051581179,-3.38398298979002,2002465
0.640470056370919,-0.195924848607824,2474709
0.787329575470733,-0.145314128480697,2176530
1.25487941115526,0.305476802073395,1279943
-1.76223300176586,0.769308524460381,1976407
0.146072126667283,0.743712502562543,2250836
-1.84353643464004,-0.185262998587685,1915938
-0.483241806019607,-0.117323597097975,2133380
0.664901297201146,-0.8637770065342,2271329
0.686353482854627,1.30057989961592,2286108
-2.23883693293149,-0.307209241351781,2040495
0.0957289978069808,0.27379312576181,1125173
-1.01490567091745,-3.2121128411655,1767700
-0.23998656690724,-0.988188240024559,2138678
0.776567464891225,0.569255923905493,2443354
1.1870685234792,-0.402596857426004,2234422
-0.652200189101405,0.712242777707303,2151024
-1.16672519946409,0.283042500126115,2057358
0.64281873173863,0.916579199444705,2425694
0.743174627552176,-0.374764611420526,2500377
0.682092584777696,0.00462933521852386,2183356
0.710083228179271,-1.27261477502748,2131601
-1.00274223267846,-1.73610984500379,2152442
0.827750293666544,-0.016998439814028,2306893
-1.74557407962303,0.0569992421893847,2009915
0.88033679920037,0.999362875587805,58325
0.560392517313172,0.871578017473271,2395943
0.888087462727926,0.248429799725159,2480330
0.0213189525246016,-1.49203164938759,2076301
0.0248793170452599,-0.110561386660774,2205389
-2.40641068355281,-0.133887218615882,1975401
0.579438396927007,-0.953314456852316,2250648
-0.0166842456157274,0.155012792080973,2185290
1.28376238616211,0.752565205659436,2091555
-1.04598376893716,-0.145647213524145,1232870
0.721087460614913,-0.7791978474211,2139733
0.816405717227773,0.302264047020483,2559453
0.895059005103274,-0.270615906332556,1938156
0.668107855945571,0.459595606887357,2158101
-0.30123909997266,-2.20511219933095,2199403
0.587648084168209,0.775588511835638,2430773
0.676773058701748,0.957085128673246,1738800
-0.311685396816763,-0.00860924626177552,1565177
0.0391118558667006,0.320795615482478,1978972
0.724796625522132,0.0261510556283162,2487135
-0.00869054219951083,1.13815793964412,1612262
-0.608257597534206,0.368381551672965,2051378
0.740294639784613,0.760149303545742,1497807
-1.0026145561563,-1.39589409453184,2026671
1.12725522334409,-0.653725176095473,2340322
0.0172766226932651,0.443962223888413,2293123
0.680399415515806,0.203942396058619,2395415
-1.7579481795758,1.16899715406329,1966316
-2.43882405738294,-2.98276626335799,1973544
-2.25498810314302,-0.228394523067556,2010259
-0.522450127762521,0.872453783089473,2145694
0.648099493077292,0.560470537738307,965005
-0.972798205758553,-0.823446881049594,2096627
0.681460467232464,-2.51819227365114,2047354
-0.571914605320238,-1.47964637994661,1364384
0.677305479938497,0.127919299432526,2244172
-0.514762085040146,0.717123598203831,2132982
0.574063855757743,0.246404402286011,2134220
0.802358142251843,0.434176606837142,1889409
-1.80996811148895,0.415968501112064,1938561
-1.20160260649823,1.22216753180188,2055667
0.202109688536234,-3.42986930991679,2176784
0.796289663260079,-1.00976999958443,923666
-0.433888956762896,-0.693900364857861,2086044
0.425853449401281,0.35944631946001,2078198
0.613567536118116,0.221559744555787,1501387
0.591277542000611,0.204277954794311,1518948
-1.17793804148459,0.540761012676241,1606693
0.621478267045784,0.222819641607432,2305115
0.772202758133819,-0.492419425560557,2237571
1.30004099826287,0.304807143224791,2285214
0.694950523675831,0.677030575337259,2426863
-1.87330192375339,1.20164150019685,1979422
0.900783184215234,-0.0559535419003424,2480056
-1.00700857693879,-0.497919787387281,1668599
0.73830072033767,0.518588089460146,2339674
-0.414019696353887,0.17074679488278,2133204
0.698187965990554,-0.359874427476254,2294852
0.704180673603568,-0.118836510492216,2445526
0.0333533165990762,-0.354667138246988,2200416
-0.114467808864127,1.18381984201,2168082
0.677370591922972,1.03116617427424,2075846
0.609126337023634,1.12366954086936,215131
0.135384212745349,0.202529283096758,2274521
-2.43012063574599,-2.06641547395616,277752
0.118308632858883,-0.217997619829233,2078899
-1.21931761824161,0.488754294970746,2172217
0.277771203131556,0.482364524914467,1614566
-1.06913533288517,-1.52187167613468,2100050
0.0012638944465714,0.426758869388774,2183291
0.565617913689029,0.676198515433823,2336735
0.635265111106345,0.148944933676165,2352038
0.636300947334549,0.943284680185084,2305114
0.606551665642446,0.609530027046501,2448298
0.00158694852650769,-0.411583018766081,1329352
-2.29624544195206,-4.87767155372265,1183075
-1.01199180625234,0.515411399514017,2110540
-0.403324947508438,0.0705184072597694,2070958
0.609073925076311,1.17694081141361,2340155
-1.71576381419006,-0.567692822935937,2075832
0.58035465917336,0.238575066410567,2498991
-0.556468767830569,-0.456848178295489,1919296
0.575654005703752,0.647952908076286,2401405
-1.28798319134449,-0.0319358784934956,1644034
0.676691868544376,0.76002071935347,2405144
1.01369878406888,0.310914453310303,2158329
-1.17712832570086,1.07937863557975,2319068
0.783118329457248,0.0806367920786736,2504802
0.808312146789897,1.35391325201904,2331869
0.977083617330518,0.526301363603889,2317120
-1.61678743561504,0.367974204763117,2072215
-0.0991282591228658,1.11290666494367,2228400
0.00971313106847464,-1.15504648718419,2145166
-1.06932925087193,-0.0330279567262415,1692385
-0.519973071353981,0.0213701394061427,2109902
0.922270315067154,0.915497484270969,2219842
0.801236653614171,-0.0781836380004551,2520618
1.06546940404714,0.838872085636402,2419459
0.00105619877941264,1.10906294194606,2276121
0.641154609359292,0.776238458469514,2350037
0.232112855028816,0.373699641048365,2001182
1.28097697489711,-0.19229697743345,2278618
-0.407241305450498,0.74214277678939,1740845
1.30624263038316,0.834591166767846,2321962
-0.619652910923454,-0.0843261797546438,2212664
0.823870522007877,0.872780482953483,2453577
0.882318090604422,0.509893456149598,2224150
-0.705070447741471,0.0967605232165798,1967281
-1.72931628234986,-0.688268575344682,1742294
0.695772247883931,0.818281511449183,2488660
-1.07536808334516,-0.0374459508258691,2085349
0.692393946800071,-0.445914811820568,2247869
0.5272453647768,0.0927069704349761,2157529
1.01840081904284,-0.236745064641947,2119177
-1.99441806124455,-0.389860332429272,2010554
0.680118242471253,0.435378030468999,2493534
0.651312416301524,1.3592211188524,2200813
0.618567222360133,0.90982589345934,2116787
0.660759617467402,0.830500183478021,1154608
0.12364295168434,0.34428868232965,2267382
0.809020359834006,-1.24334277279292,1181124
0.0253407632259837,-2.26621288009911,2137799
0.71185281916741,0.0679370133366989,1458656
0.381604708788061,-1.31770432712156,2269346
-1.73290276591324,0.609523298335683,2092954
-0.466852066724897,-0.92761736468628,2007309
0.8539602579297,0.0398538808747613,1671370
