"lemd_ptv6_original_shape_Elongation_250","lemd_ptv6_wavelet.LHH_glcm_ClusterShade_249","lemd_ptv6_wavelet.HLH_glcm_ClusterShade_245","lemd_ptv6_wavelet.HLH_firstorder_Median_244","lemd_ptv6_wavelet.HHH_firstorder_Kurtosis_235","lemd_ptv6_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_230","sub"
-0.630257158729284,-0.695679962361336,0.214601801518215,-1.38360145514174,0.271951306508092,-0.214086622286523,1916742
0.472858873964065,0.564278032640282,0.674621029891346,-0.912643785307959,-0.226454777549623,-0.178208928841156,1980052
1.61263285642622,-0.839618547536084,0.205062570664049,0.133972415686119,-0.0526054394723961,-0.0204141433657314,1926770
0.904940437160189,0.287536328554665,-1.28182928470489,-1.06584211253253,0.177418954095487,-0.197820103016074,1979045
-0.08716422296195,-0.0973102184756192,-0.200773397628298,0.761912201595811,-0.402178454078716,-0.0966116889458971,2196212
-0.423483845679906,0.00357452746267251,0.961873598345505,-0.278103022580983,0.614160736704689,-0.211816791753407,2393207
0.354260420142779,1.35598258631264,-0.715135335930925,-0.367846120350698,0.581289690288679,-0.169908776151131,2146138
1.19007470491377,-0.138279719968046,0.00707711073708896,0.138040536012375,-0.448562279841987,-0.0371686721931842,2228399
-1.47199659824902,2.7933477220838,-0.613280084250591,0.722460188405031,-0.193771014187986,-0.163170065747593,2144796
0.000334578127510584,0.78988355694779,-0.621025412828065,0.75944631375593,-0.308055768276489,-0.192127269348023,2234271
0.516311488014596,0.0334178118631383,0.0483096229980182,0.488806031508687,-0.167138925673339,-0.100172468075422,2296332
1.19445061602516,2.34436128841003,0.376416293644133,0.52268836258675,-0.208789152103255,-0.175587926083294,1684230
-0.682047275481542,-0.0182749556541483,-0.301519713598413,1.05570385435992,11.0421896163843,-0.198081925798628,1720713
0.147502075908222,0.00317505168686258,0.427523079176256,0.117910960709168,2.59149320909429,-0.148601691602466,2186951
0.219203514545322,-0.0204205295477945,-0.125150096253936,-1.58413887078424,-0.234659024859808,-0.197615906959143,2439458
1.24820092339829,0.835875003431086,1.96350790170971,0.0395691106278138,0.624748370367656,-0.205279672451639,2135748
0.775282999479934,0.358969290492681,0.0511596898673524,0.414629128512988,-0.8404424968994,-0.160339275887895,2141116
0.211550509658775,-0.0996143046030192,-0.0876607733044682,0.456262457822456,-0.485469155807265,0.776850618108883,2108003
1.09205978596614,-0.103999336449699,-0.540985038016003,-0.854744251127587,-0.463912789120133,-0.189908734615742,2006164
0.867222404244567,-0.13068646149746,0.0671044242942329,-0.12500631953376,1.49079234741886,-0.129469392100116,308862
1.32048190277809,0.303752238471755,0.337067761289178,-0.357636974714314,-0.724754618541546,-0.214723120787716,1085983
0.742487793338583,0.232369342806162,0.0407908882273375,0.236572758721711,0.580763046357564,-0.020279698179124,2004451
-0.158106783334073,-3.56665275647052,0.0074796846841813,-0.155374710889196,0.463158635612268,-0.184476958013229,2359944
-0.427643655421297,-0.141739083109555,-0.0862364368975481,0.944708390287422,0.364838511469563,-0.189053577015782,2069079
0.833677853713001,-0.289956722038221,-0.447363411978082,-1.26348468059838,-0.494084925690453,-0.146074177473507,2059713
-0.91107321068635,0.096017886041752,0.0595448523455768,0.689085610336574,0.684596991725548,6.1511112168521,2294873
-0.749414810569543,0.0632801624396513,0.757103947122935,-0.547166966386447,0.382355618233009,0.566900535721464,2033049
0.836834220319507,0.127209289533606,0.0371238034268258,-0.107016888142638,-0.68244945087069,-0.195118132150021,1485662
0.727654419888888,-0.0985935608595833,-1.83607822368003,0.102225641317692,0.352219309596938,-0.200163427203592,1526417
1.39538264241798,0.033145867905427,0.920667037739698,0.505526474529851,-0.0267139201998747,-0.158285591426863,1386095
