"mkm2d_ctvper_original_firstorder_10Percentile_245","sub"
-1.16801444184336,1085983
0.114214074469282,1125173
0.839410790544646,1154608
-0.544875686813971,1181124
-1.297038852975,1183075
-0.212559395089161,1232870
0.815639766601332,1279943
-0.362914011279389,1329352
-0.193423268828447,1330263
0.224417916200541,1364384
-0.183705191924061,1386095
0.638819867971824,1458656
-0.975095925735098,1485662
0.344486730398405,1497807
1.07114758584803,1501387
1.40094355972369,1518948
-0.403335113090775,1526417
-0.969570145676831,1565177
-1.90172603729246,1606693
0.762496669345657,1612262
0.18254156654956,1614566
0.375164006902949,1644034
-0.999949864504058,1668599
0.319906453307359,1671370
1.48778606732051,1684230
0.0233028870568391,1692385
-0.241208043261981,1720713
0.767134160392534,1738800
-0.56177571560086,1740845
-0.552591192522932,1742294
-1.65256066086398,1767700
-2.04176245973542,1768972
-0.199102057379013,1889409
-0.514647803290443,1915938
0.102949302761179,1916742
0.057231748389671,1919296
1.68217143966085,1926770
-0.751756505705031,1938156
-0.887801123059137,1938561
-0.649038348210441,1966316
0.169060703320621,1967281
-0.978963990299915,1973544
-1.56181316413479,1975401
-1.07173912741254,1976407
0.423295983415659,1978972
2.15884309329689,1979045
-1.03072698553324,1979422
-0.310178936669846,1980052
-0.548357340101625,2001182
1.68237242539226,2002465
-1.28423976669026,2004451
1.12734955626756,2006164
-0.716895515155188,2007309
-1.02499003152676,2009915
-1.57409354669089,2010259
-1.69573449536108,2010554
-1.09295099478933,2026671
-1.96560504518419,2033049
1.01375853380442,2034136
-2.77275120793475,2040495
1.09616002857168,2047354
0.282873520176145,2051378
-0.825841636959227,2055667
-0.79751147861824,2057358
-2.06134393456382,2059713
-1.11043792661064,2069079
-0.248257610072858,2070958
-0.763707716238353,2072215
-1.75583426141446,2075832
0.820701890175063,2075846
0.75134841378968,2076301
-0.993991177851961,2078198
0.0632766335305701,2078899
-0.767277358671094,2085349
-0.892504930135365,2086044
1.39207474787301,2091555
-1.3323205551319,2092954
-1.96532332555298,2096627
-0.320425565912441,2100050
-1.23591270126253,2108003
-1.06804951100864,2109902
-1.82354326698823,2110540
0.794292673801566,2116787
0.57108181054348,2119177
-2.79554990551477,2131601
-0.23829878251816,2132424
-0.98480109756487,2132982
-0.71364349809952,2133204
-0.51479111754009,2133380
0.575482749720301,2134220
-0.435528828482481,2135748
-0.0345197507950494,2137799
-0.447918441072028,2138375
-0.94924255377148,2138678
0.861200545927663,2139733
-0.164358694423129,2141116
2.08637961742335,2144796
0.0846204537516059,2145166
-0.0551187197478817,2145694
0.779359217844076,2146138
-0.903986124266999,2151024
0.557244359726554,215131
-1.00864998418324,2152442
1.97024876513223,2157529
1.22515495562137,2158101
-0.0954622676180533,2158329
0.0600550576317645,2168082
-0.609253608595036,2172217
0.653720721635555,2176530
1.07865494320043,2176784
0.55539195667208,2181724
-0.77906080323445,2183291
-0.441952283060946,2183356
-0.128223806292724,2185290
-0.740097110399557,2186951
0.655736630132971,2196212
-1.00558079930905,2199403
0.929247769425799,2200416
0.907255669882465,2200813
0.314099416718655,2205389
-0.401817007040865,2212664
2.24285778413753,2217034
0.459068603255378,2218615
-2.25246917014842,2219842
-0.564648484004507,2224150
1.4512438975052,2228399
0.580437680903946,2228400
-0.136377096590226,2234271
0.965043606050467,2234422
1.08557799088269,2237571
0.280153451530955,2244172
-0.851085197837312,2247869
1.21742808850701,2250648
0.23136529210958,2250836
-0.686708816726237,2267382
-0.760187162486556,2269346
1.22062867050453,2271329
-0.143410547494528,2274521
0.787692252984631,2276121
1.37003744969515,2278618
1.11986436600503,2285214
0.562148288079433,2286108
-1.9938328891298,2293123
0.405108225772069,2294852
-0.906779918553757,2294873
-1.48407003082215,2296332
1.25831383475123,2305114
0.82267340274594,2305115
1.41467400339083,2306459
-0.710616980242351,2306893
0.187068530880854,2317120
-0.800057606616615,2319068
0.501961860436498,2321962
0.764493189357769,2331869
1.21512493404262,2336735
-0.196816438996866,2339674
0.627351270180961,2340155
-0.543949361793197,2340322
0.792966785441941,2350037
1.28404470112618,2352038
1.19111062783148,2359944
0.549232099048267,2381907
-0.0538407468806001,2393207
0.526408641014084,2395415
0.722618568616306,2395943
0.979932480841113,2401405
0.467403305558682,2405144
-0.871681820412941,2414406
0.969406015243755,2419459
0.427176891308321,2425694
0.260515385789246,2426863
1.40854495740449,2430773
0.935928337548225,2439458
0.311261967466579,2443354
0.431615372520379,2445526
0.882691817431836,2448298
0.612474127276327,2453577
1.06562606631679,2474709
1.05408201397484,2480056
0.198881799133387,2480330
0.446442068315162,2487135
-0.227319280880447,2488660
1.24346830619206,2490180
0.80270425083163,2493534
1.38966921726647,2498991
0.825760802916833,2500377
1.03979140362402,2504802
1.1765301781494,2510402
-0.261498401865937,2520618
-0.0145297902197604,2559453
-0.76684988579289,277752
-0.936517100508155,308862
0.644773367895369,58325
-0.299302119908119,92173
0.841049241046329,923666
0.954339062772806,965005
-0.290694990862271,983079
