"lemm_gtv_min_500","lemm_gtv_kurtosis_500","lemm_gtv_no_voxels_500","lemm_gtv_m210_500","lemm_gtv_m012_500","lemm_gtv_density_500","lemm_gtv_v29_499","lemm_gtv_sphericity_499","lemm_gtv_v35_498","lemm_gtv_v45_498","lemm_gtv_v38_497","lemm_gtv_v23_495","lemm_gtv_compactness_494","lemm_gtv_v42_489","lemm_gtv_m110_480","lemm_gtv_gradz_478","lemm_gtv_grady_469","lemm_gtv_v32_453","sub"
0.682272809671902,-0.205659192537093,-0.35980948008271,-0.0301689845301888,-0.0660893577607038,-0.157106175810323,0.164939123036919,1.13464938022731,0.439430695675302,-0.205700102714926,0.615316331514431,0.100014346558455,-0.566788604565588,1.01596080139617,0.0435493639934166,-0.253785294378101,-0.0967803906525269,0.28971171404867,1085983
0.512637933066624,-0.437669815634373,1.9564330716305,-0.033520580754686,-0.0494678666527646,-0.18613612777372,0.164939123036919,0.596088970945661,0.439430695675302,-0.270792183475938,0.615316331514431,0.100014346558455,-1.272757948692,-0.965108515173468,-0.407545325530749,-0.272624701471687,-0.0539196402890996,0.28971171404867,1125173
-0.454059711161951,-0.307058938187869,-0.640581918778702,-0.142555373871465,-0.124036745744436,-0.0288439033012647,0.164939123036919,-0.309039169384045,0.375544880403939,-0.15160262465521,0.39527575230752,0.100014346558455,1.27191885234705,0.630469618688632,1.13666035468599,8.1661889382486,-1.62097241115503,0.216608179108547,1154608
0.528151443969818,-0.427762583147901,-0.00689291878169332,-0.0492353071265418,-0.0940635814542334,-0.176534938680643,0.164939123036919,0.310170479948856,0.439430695675302,0.0833321228336862,0.615316331514431,0.100014346558455,-0.714859322250311,1.00348200266394,0.0251991493160239,-0.575702126302284,-0.451367858451183,0.28971171404867,1181124
-0.676412016299804,-0.442546654735778,-0.633644983912835,-0.919101819794009,0.338723283593469,-0.0281392578377701,-1.02457571831939,-0.379247665766931,-2.5632026220787,-0.270792183475938,-1.77127764296052,0.100014346558455,1.21577854575101,-1.01398193784652,0.642449078389795,-0.34764542367327,-0.232096365231072,-4.1278304687616,1183075
0.0319167477549174,-0.432374770853082,-0.631390480081428,-0.057010339888504,-0.121716855780294,-0.00507580469741664,0.164939123036919,0.9697655035315,0.439430695675302,-0.270792183475938,-1.77127764296052,0.100014346558455,0.489947972958272,-1.01398193784652,-0.862022939184157,-0.174630903744867,-0.41847949793043,0.28971171404867,1232870
0.963822647448321,-0.425720657996202,0.909823023742715,-0.0663018693838637,-0.146416383071914,-0.184273583004886,0.164939123036919,0.953268559105748,0.439430695675302,4.31209860341723,0.615316331514431,0.100014346558455,-1.17141146066789,1.0199449873417,-0.270383493802844,-0.593275254859534,-0.384706195585429,0.28971171404867,1279943
0.579393936202748,-0.45016541869675,-0.550401765522423,0.365993778025435,-0.190539804241665,-0.153026036437831,0.164939123036919,-0.462315907282439,0.439430695675302,-0.270792183475938,0.615316331514431,0.100014346558455,0.548373278572488,-1.01398193784652,0.815337570881499,-0.086290591700442,0.176774696412516,0.28971171404867,1329352
0.553542566494565,-0.448426810158246,-0.225059520313231,0.604725154622057,-0.0708647929148416,-0.176074848545425,0.164939123036919,-1.08993870961258,0.439430695675302,-0.270792183475938,0.615316331514431,0.100014346558455,-0.0114938436935177,-0.953375388816435,1.00617787351945,-0.262001947653977,-0.0729774846003224,0.28971171404867,1330263
0.340102178977227,-0.465293013273138,-0.710818384295612,-0.118110489321978,0.0461603911776131,12.881598503322,0.164939123036919,2.98136240800899,0.439430695675302,-0.270792183475938,0.615316331514431,0.100014346558455,3.85573904140306,-1.01398193784652,0.502542706550329,-1.3699874717226,0.00442470638610237,0.28971171404867,1364384
