"mkm10d_gtvper_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_250","mkm10d_gtvper_gradient_firstorder_Minimum_250","mkm10d_gtvper_wavelet.HHL_glcm_Imc1_250","mkm10d_gtvper_wavelet.LLL_glcm_Idn_250","mkm10d_gtvper_lbp.3D.k_glcm_Idmn_248","mkm10d_gtvper_wavelet.HLL_gldm_LowGrayLevelEmphasis_248","mkm10d_gtvper_wavelet.LLL_gldm_LargeDependenceLowGrayLevelEmphasis_248","mkm10d_gtvper_wavelet.HHL_firstorder_Mean_247","mkm10d_gtvper_wavelet.HHH_glszm_SmallAreaEmphasis_247","mkm10d_gtvper_logarithm_gldm_SmallDependenceLowGrayLevelEmphasis_247","mkm10d_gtvper_original_shape_SurfaceArea_245","mkm10d_gtvper_wavelet.HLH_firstorder_Kurtosis_243","mkm10d_gtvper_lbp.3D.k_glcm_Correlation_239","mkm10d_gtvper_lbp.3D.m2_firstorder_Maximum_237","mkm10d_gtvper_wavelet.LHL_firstorder_90Percentile_237","mkm10d_gtvper_wavelet.LHH_glcm_Idmn_228","mkm10d_gtvper_lbp.3D.k_glszm_SizeZoneNonUniformityNormalized_228","mkm10d_gtvper_wavelet.HHL_glcm_Idmn_226","sub"
0.377994014200223,-0.524939252060942,0.446235501066315,0.46022288377024,0.0934049086600957,-0.437588280131379,-0.58559420288155,1.04228070588104,0.638914323978281,-0.484610170466126,-0.306473195172793,-0.464041362049079,-0.26512023500012,0.026175182040204,-0.181900101697007,-0.116487527838624,-0.679841727694195,0.0185597065966298,1085983
-0.382072576908079,0.318827666073579,0.603665126674413,-0.6787003728055,0.45206173753345,-0.484541794121911,-0.585778815141671,0.442614411912751,-1.37799599963245,-0.0998656613855437,1.20081565143671,-0.563949322884072,-0.0601016347454943,0.026175182040204,0.132425518242817,0.175902438873342,0.424497417117113,-0.0543442039568688,1125173
0.740740328560534,3.09830688226253,-1.05537363106486,-0.118473787450091,1.82068863422813,1.7478897073768,0.557925015622795,-0.553682109725905,-1.44342060208898,0.646488473970044,-1.13403277517467,-0.429970864330805,0.651888419893245,-2.81186138445728,-0.454919520296803,-0.105521110332427,2.00143770189928,-1.19853588296913,1154608
-0.213008554474678,-0.306056109895398,-0.170420517878898,-0.384606071537198,0.236776543259748,-0.717116533942649,-0.259814123368637,-0.194913320703895,0.257258890748591,-0.440079053559238,0.0718981559650619,2.75941586265154,1.17626191049147,0.026175182040204,0.808325053870272,1.21182720685789,0.749468579793182,1.13284731748315,1181124
0.314528132607688,0.420327186553213,-0.388818269303352,-1.13786348651042,-0.831352484575253,-0.119763102794983,0.145754887475649,-2.8196083814721,0.189331843063122,0.588554065002437,-0.988744326273431,-0.397730335577996,-1.2071198426908,0.026175182040204,2.10934552723857,-1.2136704526111,-0.398797222062841,0.775131207604556,1183075
0.452793773968978,0.168451894181901,0.263369179154271,0.245034865711699,-1.0966245017874,0.808887559121965,0.165280707126971,1.70054163003235,-2.38975610636088,0.0522655971250056,-1.09935729931814,-0.670335235390623,-0.240173260474679,0.0918813868958047,-0.156740350179561,-1.80696927625975,2.64032204911527,-1.71542369800293,1232870
-0.380108308852873,-0.461545008490252,-0.445099542532805,0.766877120400736,-0.119128805203472,0.116881412817357,-0.51497069387415,1.46285345916597,0.18862870902107,-0.317250527958147,0.211928592594418,-0.471040317291527,0.178872408795333,0.183806016514596,0.434775282919958,0.912299692601634,-0.158705828540181,0.0303654999934311,1279943
-0.466336549884163,-0.259630624940298,0.308381795485393,0.598840117215085,0.493596434826341,-0.0582104339860525,-0.555945645087567,-0.482079219980443,1.14900535531648,-0.634995694270583,-0.398338022769688,-0.584204669580244,-0.30130067849946,0.026175182040204,-0.287292436302719,0.512635741430983,-0.310587090481745,0.427616345940264,1329352
-0.518638042959292,-0.18410684714503,0.957466894856833,-0.0233027130966662,0.718699511463206,-0.549383783858889,-0.554208731201823,-0.0562850300277605,0.650349558069751,-0.627857616099325,0.209490155671635,-0.35621444861032,0.778348436965501,0.026175182040204,0.135121175264578,0.926030439746519,0.821746985508975,-0.360780042937839,1330263
0.957321832050298,6.60468647057713,-2.8945040091275,-2.43206444347915,-1.10288951018618,2.06363931635163,1.23002268238816,-1.25657832422604,0.393391460826219,2.1771406695207,-1.41092764031652,-0.521465544530394,-2.03486372979885,-0.60626155144253,0.37693089496672,-1.55402343100367,-2.74153962623283,-1.59184179211454,1364384
