"mkm5d_ptv4_wavelet.HHH_firstorder_Median_246","mkm5d_ptv4_lbp.3D.m2_firstorder_Maximum_243","mkm5d_ptv4_lbp.3D.m2_glcm_ClusterShade_238","mkm5d_ptv4_wavelet.HHL_firstorder_Skewness_236","mkm5d_ptv4_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_233","mkm5d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_232","mkm5d_ptv4_wavelet.HHH_firstorder_Mean_231","sub"
0.0253849214149179,-0.539581478798855,0.714799348391607,-0.756224975916541,0.0393332636554068,-0.210548721918909,0.528175535051126,1085983
-1.07654905641587,-0.442443161809794,0.0201807254650312,-1.08429656406863,0.298438582327785,-0.324428038225071,-0.607122154996898,1125173
0.849507617652508,1.76502896440224,0.115188921439578,-1.73450207238256,-0.326111795460714,-0.287833173183485,-0.305268573520892,1154608
-0.131707066335692,-0.539581478798855,0.953927311559302,1.87782030596797,-0.465840652490286,-0.274372014040356,-1.59347225608718,1181124
0.592823686512323,-0.539581478798855,-2.16668141333942,2.78194406491346,3.13577757343728,-0.31174898497762,-0.730169047645426,1183075
-0.653417335327225,-0.539581478798855,-0.593930246821519,1.17512173029432,0.232312810902479,-0.108220783299178,0.322832818261174,1232870
-0.456794243727932,-0.306544218465923,0.900390047604155,-0.604975654963452,-0.211854613332179,-0.123339228657687,0.0713922373935028,1279943
-0.347814571612785,-0.539581478798855,-0.683512435042802,-0.15504940055128,-0.181854987034632,-0.297255746433724,-0.177981625133031,1329352
0.360642236514628,-0.539581478798855,-0.987401115705223,-0.521646830124734,-0.565927984152478,-0.0315836946280297,0.722412762300111,1330263
0.138860238307623,-0.539581478798855,-1.85211734596116,-0.557091460364526,1.67430892784777,-0.301786827740281,2.32573581118246,1364384
1.23448200377851,-0.539581478798855,-1.29417543659621,-1.10111693232974,-0.502765858597419,-0.303569599162978,0.430034616060814,1386095
0.301164336235285,-0.306544218465923,-0.520071057867574,-1.62740386619029,-0.38507188292595,-0.334542422764059,0.974860132000462,1458656
-0.159688836582879,-0.539581478798855,-0.540853680185577,0.50495914135971,0.0899938830271415,-0.177463383075981,0.237093265852081,1485662
0.176496747745734,1.10630973284894,-0.037259433122848,0.684764608857609,-0.454752096181826,-0.277242128041786,0.129542598378774,1497807
0.70688912571721,-0.277406513675522,1.42798043926429,-0.155372708459213,-0.48261814659355,-0.326503005372651,0.498568866342355,1501387
-0.117117128168747,-0.442443161809794,-1.26719654081821,-1.4638323770218,3.75272423814137,-0.318346802127728,0.524275713882839,1518948
-0.263838806074479,-0.539581478798855,1.11575221310906,0.682204202358266,0.268799718817992,-0.303199623723565,0.0709847952927213,1526417
0.588504356778513,2.84431625898951,0.950909402126485,-0.153191441897395,-0.53071770314823,-0.333267065953543,1.14625101585729,1565177
-0.22839746701315,-0.442443161809794,-0.475860726902879,-1.32424396799171,-0.0748287479107788,2.63373771826737,0.498720045376254,1606693
-0.489995223581725,-0.442443161809794,1.9287890617658,1.97473444742218,0.417360588533169,-0.0997879851668679,0.53731646617191,1612262
-1.2542387637954,-0.539581478798855,0.494941833661636,0.0640739199841475,-0.102669161452299,-0.308428030144622,0.195500298160295,1614566
-0.591828471097021,-0.539581478798855,0.0833432168723277,-0.145739142930692,0.794920313400513,0.23787468156885,0.280161447245539,1644034
-0.492318183690476,-0.151674940481477,-1.62998513458853,-0.773617876435322,-0.324518301332234,-0.281775500366802,-0.225754024481042,1668599
0.371109019997624,-0.442443161809794,0.423706708008532,-0.56336409109251,-0.451988232556975,-0.336049892778538,0.519548451589063,1671370
-1.19072815339048,-0.539581478798855,0.515920246505555,0.773945365640028,-0.23610785742543,-0.332327694328121,-2.93845378769037,1684230
0.110425325436736,-0.539581478798855,-0.494592203050093,0.758493499725592,0.511172605867735,-0.297143118970853,-0.332825379607233,1692385
0.915775382253524,4.596594260354,-0.231846538272747,-0.793482700800124,-0.427580412167984,-0.297431484020557,0.879348941936343,1720713
-0.0388064565511433,-0.539581478798855,0.0206293966053027,-0.128777157309885,-0.309519670781728,0.44444395796485,-1.62722536263521,1738800
0.274915880424814,1.02070284944883,-0.785479147883906,-0.498757140082411,-0.330558509817654,-0.29549014985348,0.885475855648015,1740845
