"mkm8d_ptv4_wavelet.HHH_firstorder_Median_248","mkm8d_ptv4_lbp.3D.m2_firstorder_Maximum_246","mkm8d_ptv4_wavelet.LHH_firstorder_Skewness_233","mkm8d_ptv4_wavelet.HHL_firstorder_Skewness_230","mkm8d_ptv4_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_230","mkm8d_ptv4_lbp.3D.k_glrlm_RunEntropy_230","mkm8d_ptv4_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_228","sub"
-0.0325733127856413,-0.53153265218715,-2.14363065174079,-0.783307758110405,0.32124224811915,-0.142257701530798,-0.242203847155703,1085983
-1.0545269755802,-0.306333408305377,1.20482510403623,-1.08118086310442,-1.06352559333139,0.862376406788591,-0.346062549979112,1125173
0.899238679189949,1.69556411555485,-0.495071502781749,-1.52315289453562,2.49125564731103,-3.06472668705759,-0.290287025910199,1154608
-0.283409614209253,-0.53153265218715,-0.630685580595434,1.98120227990446,-0.413706629123448,-0.84821212148455,-0.299088360634383,1181124
0.381427338148948,-0.53153265218715,-0.81637897665527,2.86614829997338,-0.31737766163595,-0.604753861181194,-0.332621491214334,1183075
-0.723855299601148,-0.53153265218715,2.26484777548395,1.23257722642421,2.73733132760218,0.179189127958383,-0.149087111918985,1232870
-0.500119056182097,-0.306333408305377,-1.17967989104168,-0.62379761557031,0.447021949265466,0.507283494618606,-0.122115066741007,1279943
-0.44757890969609,-0.53153265218715,-0.0710591329863262,-0.0909815514398059,-0.535422430367142,0.352560090483168,-0.32694031143695,1329352
0.43251565194773,-0.53153265218715,-0.192875349967834,-0.492554383504393,1.5366792033774,0.170821241985323,0.0418589812500455,1330263
0.26593148105373,0.435590312821902,-0.235646242408472,-0.487991512021767,-0.218565856569704,2.77548792403761,-0.338583555755665,1364384
0.820177283980831,-0.53153265218715,-0.580902762414357,-1.11985673506317,0.807775093480119,-0.398230116911933,-0.312068838281999,1386095
0.358831540600698,-0.437661502540816,-0.908481175066128,-1.65053081301748,-0.983903765643694,0.308211752975638,-0.355316172740907,1458656
-0.0884090564416824,-0.53153265218715,0.181474634724357,0.518022479063335,-1.30616301143105,-0.0621226053635156,-0.188873745028267,1485662
0.169967570882524,1.37847856256685,0.0976203667969705,0.787542118033731,-0.315553724357595,-1.68536612334069,-0.279582673448911,1497807
0.874188872477169,-0.437661502540816,-0.633772185974873,-0.0734087907813719,0.1891305558462,-0.55296512950479,-0.341941547701086,1501387
-0.514752428661014,-0.53153265218715,-0.611853923345176,-1.53923124658837,-0.157166760758209,-1.93541042477919,-0.332192274291352,1518948
-0.232913654768189,-0.53153265218715,-1.18821636708015,0.691484910511062,0.0529828380348222,-0.0978953453229666,-0.322938799512731,1526417
0.471045255407753,3.00631414090543,-0.913500945545717,-0.104553644340109,-1.16195806873792,0.363553012859265,-0.345612448928823,1565177
-0.218863179499144,-0.140089985093496,-0.400482966272412,-1.28652075802831,-0.181308520832144,-0.777255896327274,3.02784929945581,1606693
-0.528197463426389,0.0417222855883859,-0.952046497280565,1.93854628427287,-1.30018694381524,0.0594990493646673,-0.118996344928251,1612262
-1.15678114913732,-0.53153265218715,-0.0948362488819406,-0.0466909069676856,-0.229506910005568,-0.372372434378197,-0.312581130236378,1614566
-0.493159168367657,-0.437661502540816,-0.266893051184433,-0.176497021359473,0.0319622221983841,0.434865009691863,0.240366208340699,1644034
-0.375519443501707,-0.306333408305377,-0.630782316437232,-0.840054911740968,-1.01045558712363,0.780831491721493,-0.304346406530302,1668599
0.606360450610426,-0.437661502540816,-1.08580642771755,-0.575594412522983,-0.267673783102242,-1.04599226799547,-0.357347614214542,1671370
