"mkm5d_gtv_wavelet.HHH_glcm_ClusterShade_250","mkm5d_gtv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm5d_gtv_log.sigma.2.0.mm.3D_firstorder_Kurtosis_248","mkm5d_gtv_original_gldm_LowGrayLevelEmphasis_247","mkm5d_gtv_wavelet.HLH_firstorder_Energy_242","mkm5d_gtv_wavelet.HHH_gldm_LargeDependenceHighGrayLevelEmphasis_239","mkm5d_gtv_original_shape_Sphericity_232","mkm5d_gtv_gradient_glszm_LargeAreaHighGrayLevelEmphasis_229","sub"
0.289211297335162,-0.237985969994868,-0.21569544423901,-0.498167150700762,-0.270469537071723,-0.350441143301897,1.31084973967496,-0.389362362135427,1085983
0.066529927200454,-0.0632047109909074,-0.220513557188862,-0.494774481562179,0.784962890508458,-0.442821434628792,0.949164688345049,2.66666020799069,1125173
-3.35126752455046,-0.268693757664556,-0.507821957579443,-0.125833368647437,-0.285850398369919,-0.486964524435942,-0.286985049457991,-0.619080509000909,1154608
0.0166248913851171,-0.257342933343299,-0.334316910891141,-0.481994097108754,-0.194444784620808,-0.298751968705325,0.413981154496069,-0.288627976799239,1181124
-0.135148798021766,-0.273161684828789,-0.506432879663683,-0.0169263133909673,-0.465058992816625,-0.383043432301807,-0.056234073392352,-0.582918017847706,1183075
-0.364712047001645,-0.273270262249282,0.0257542511449987,0.560570125213541,-0.321877304353996,-0.60959589639915,1.08094109189478,-0.536220376443179,1232870
-0.000108063696548045,-0.0889664855467809,-0.142572830166208,-0.54146708136112,0.114261446896255,-0.18698829067771,1.17260163622685,0.459260369880546,1279943
-0.00582576058452223,-0.271770729378981,-0.572994475788285,-0.11850504543997,-0.43777442837503,-0.441880359769016,-0.811634171343278,-0.510578827834254,1329352
0.0219025007323198,-0.266043523051091,-0.324927956930779,-0.438844663488464,-0.439771589967045,-0.51067707523604,-1.37957625610034,-0.177098487782407,1330263
0.711975106107061,-0.274441579740484,-0.556308118891687,5.02724632470637,-0.574656190229641,-0.753904672872851,1.18466733115558,-0.629333413469812,1364384
0.441332361384663,-0.273846396934184,-0.609454928978201,0.154340788440913,-0.516459385532758,-0.594091727248979,-0.064233552297078,-0.627108533571373,1386095
0.202436961189173,-0.153006298953415,4.55947465398851,-0.5521470613497,-0.00330590220035677,0.162081637670565,-1.51061597262588,0.293767898351582,1458656
0.00469170491104245,-0.217474542165986,-0.573583131909831,-0.332821768261514,-0.553285038351952,-0.552682445094538,0.233049780442531,0.0734563498211819,1485662
0.0768195260494305,-0.271271257576025,-0.521453519627517,-0.431120536851457,-0.321585552412202,-0.30512442680656,0.0669437829039815,-0.232672852362238,1497807
