"mkm6d_gtvper_wavelet.LLH_glszm_LowGrayLevelZoneEmphasis_233","mkm6d_gtvper_wavelet.HLL_glrlm_LongRunLowGrayLevelEmphasis_233","sub"
-0.392267090663732,-0.470034503538773,1085983
-0.489883945884315,-0.479118980943452,1125173
0.118756765137463,1.96835742087138,1154608
-0.596430515551065,-0.694004607390974,1181124
1.01206663210098,-0.0570196899976381,1183075
2.13691190060117,0.95919472143539,1232870
-0.35249074611043,-0.0357779682773219,1279943
-0.389721560635902,0.224207272826301,1329352
-0.599554351055166,-0.525022747392822,1330263
3.49391580923015,2.41472519076284,1364384
-0.0399575345336508,0.208614194562644,1386095
-0.626856423063228,-0.835888410605236,1458656
-0.796166035295646,-0.710916476486895,1485662
-0.574346623622554,-0.265054590675236,1497807
0.752554942768637,-0.678812025156445,1501387
0.571769726366623,1.68421109770588,1518948
-0.559988816363628,-0.475481967530716,1526417
-0.718857128122195,-0.347477946682814,1565177
-0.839809849257807,-0.465133474914996,1606693
1.64035427421314,0.246630901986604,1612262
-0.709739298190694,-0.505241065872636,1614566
1.34935079976511,-0.428106786429525,1644034
0.767122707012729,-0.534120661494265,1668599
0.20193612229077,-0.210568466559661,1671370
-0.291486749568663,0.548445497105179,1684230
0.537462677407774,0.454437995618881,1692385
0.299875983033432,-0.726566168090321,1720713
0.0646816966497576,0.274133446796579,1738800
-0.651386570736563,-0.735926092358328,1740845
0.217847832299186,-0.0511236768204764,1742294
1.10422031376861,-0.251206587845446,1767700
-0.809741280222398,-0.768818964296082,1768972
-0.792186935641265,-0.676026568352234,1889409
0.190966258700721,0.147564530716551,1915938
-0.869075985136357,-0.568993969386885,1916742
1.54505844315051,1.69506622296478,1919296
2.24101197219421,0.707553670018027,1926770
-0.964782222521184,-0.864314036781677,1938156
0.507960026249105,-0.115734897619136,1938561
0.117156212426534,0.628974461890282,1966316
0.925695483316148,0.458357694218257,1967281
0.905709407097231,4.70861556274261,1973544
0.213056504287035,0.16425492440361,1975401
-0.0907569597644391,0.719085380143578,1976407
1.14185973399786,0.43581242741475,1978972
1.86190578833111,5.47474488827692,1980052
-0.772952488851498,-0.675263070508677,2001182
0.761089483353383,0.550489158221254,2002465
0.325797923587471,0.409585369950087,2004451
1.17513341703867,3.37419397493207,2006164
-0.350852148999045,-0.682816413606131,2007309
0.932844173196531,0.0942751716543567,2009915
-0.462519572181907,-0.103287473980963,2010259
-0.835389512525927,-0.560224281125903,2010554
-0.0591436512285516,-0.439346259798243,2026671
0.00508158832894278,-0.243228785394752,2033049
-0.689138091065702,-0.317454916057989,2034136
-0.0912109929821568,0.141170217541383,2040495
0.40378964983783,1.00325948910038,2047354
0.647964143330816,0.446734100632475,2051378
-0.162068262044791,-0.073966285449636,2055667
-0.423693060999946,-0.574706434274493,2057358
-0.311182236891131,-0.53199761250973,2059713
3.72916697662923,0.963694093137341,2069079
-0.488396880177101,0.0821931986228444,2070958
-0.314062475041571,0.83935340417464,2072215
0.0958983282532535,-0.657137695610599,2075832
-0.491653643301648,-0.576510956461707,2075846
-0.317310876196489,-0.291678335799828,2076301
-0.945605692720292,-0.720983968701089,2078198
-0.579541498749701,-0.821705201356439,2078899
-0.430431973603159,-0.699142690523228,2085349
-0.679206981873715,-0.238809756140887,2086044
-0.166452269208972,-0.208254131587395,2091555
-0.419907511879324,0.0850354287367181,2092954
-0.632211199212062,-0.537658313154506,2096627
-0.24494196399047,0.301942469987465,2100050
0.024783643323449,-0.596286577592721,2108003
0.527609286398255,-0.572971454839645,2109902
-0.768562431162882,-0.555973421182335,2110540
-0.301188241814503,0.215988923718561,2116787
-0.865571684477851,-0.745597028013792,2119177
-0.859494591877103,-0.650674316252723,2131601
0.0496197687996354,1.48017805706027,2132424
-0.49920066585155,-0.560015656904906,2132982
-0.846131018890562,-0.681090211262784,2133204
-0.319940645611914,0.731620827644776,2133380
-0.0743850130490393,-0.199585135085809,2134220
-0.626302446504887,-0.800612269738609,2135748
0.0829794482989312,-0.549013892827411,2137799
-0.531647664332539,-0.572950049040668,2138375
-0.864876075303224,-0.810207016065564,2138678
-0.166935495587272,-0.531572770669367,2139733
0.832888103440778,0.595943416638139,2141116
0.65505630911315,0.590943151204261,2145166
-0.350188534040137,-0.404223154841816,2145694
-0.132122480798653,-0.298680188030324,2146138
-0.434664398476044,-0.0156532581504104,2151024
-0.121897973271719,0.0313073796148407,215131
0.00176225108284105,1.62106766899739,2152442
3.30588824720139,2.17927153857173,2157529
