"mkm10d_gtvper_wavelet.HHH_glcm_ClusterShade_231","mkm10d_gtvper_original_shape_Elongation_226","sub"
-0.0544608245479886,1.02769013153375,1085983
0.0463990092906661,0.903315011727641,1125173
0.52686486252905,-1.09125817683295,1154608
-0.208696465375646,0.128547106063381,1181124
-0.069405847424755,1.3884677017123,1183075
0.0774469262418686,-0.515882743954256,1232870
0.0162144567346438,0.0607759317154871,1279943
0.330498247688355,-0.201139121923733,1329352
0.0679438948951071,0.300674203552877,1330263
0.219749134376169,-0.778798785706111,1364384
-0.53776389417825,0.550834506291019,1386095
-0.0302781918869705,-0.929661778444626,1458656
0.0844580507016599,0.705670136509656,1485662
-0.0290773666349941,0.275885909030906,1497807
0.0486193332750382,0.100023363668544,1501387
0.221093794620096,-1.34544525662363,1518948
1.24264119989607,1.51096136027969,1526417
0.320661424219073,-0.131026322266124,1565177
0.0949681720268946,-0.149223694264323,1606693
0.0577539576538996,-0.293846978593448,1612262
-1.0123411960124,0.92214904460807,1614566
0.0766470191451189,-0.581795491472504,1644034
-0.295589250337912,-1.66776710866579,1668599
0.606083455804023,-0.80111345931503,1671370
-0.193868569763384,0.754346377918268,1684230
0.050177425812714,1.24984030338684,1692385
0.0687267305729381,-1.0246976716634,1720713
0.0100460731960924,1.5400243260392,1738800
0.758678693619428,-1.25279275877206,1740845
0.625388946525219,-0.453459444402201,1742294
1.07789463612417,-0.535854702963544,1767700
0.178065493370438,0.559456451328435,1768972
0.411735344478552,0.221649289100178,1889409
0.0565606369122907,-0.311505158853065,1915938
0.0696600677959946,0.0583169583995714,1916742
0.0545127347840772,1.72662786975157,1919296
0.0957833859058224,1.60280737715455,1926770
0.558337762872448,-0.439751588795574,1938156
0.126475093926206,0.302496441599299,1938561
0.0548389596799748,-0.318568089246165,1966316
0.0655954801450593,-0.690529219166993,1967281
0.0894420214672466,-0.144524629863961,1973544
-0.161034347814325,0.455393621929341,1975401
0.0810574598026542,1.15323283817663,1976407
-0.105090841662283,0.723648645318114,1978972
-0.175097801783655,0.688877247703935,1980052
0.0983449142549195,-2.9864263821688,2001182
-1.39945028251202,0.261628342733366,2002465
0.0748432373294854,0.510966742080502,2004451
-0.484282446757686,0.96870166927464,2006164
-0.22458025392144,1.31920141703189,2007309
0.0733142546466435,-0.781552064834679,2009915
-0.172264761132655,-0.135162141434392,2010259
0.256946117749969,-0.275691260879174,2010554
-1.25102966086589,0.926350145224189,2026671
0.277162233849655,-1.1870278728144,2033049
-0.112994970318734,-1.60661375823954,2034136
0.132290767984415,0.148960976948125,2040495
2.32428572568373,0.803886159567286,2047354
0.230077773310249,0.34290483858058,2051378
0.0827822593545489,-0.122418874731402,2055667
0.10204015365017,-1.49914299538566,2057358
-0.156959439989118,0.648518761459635,2059713
0.671586757430179,-1.21274849309538,2069079
0.234213180586752,0.150743403962046,2070958
-0.0132988761020245,0.43957837880919,2072215
