"mkm8d_ptv_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_248","mkm8d_ptv_log.sigma.4.0.mm.3D_glrlm_LongRunLowGrayLevelEmphasis_247","mkm8d_ptv_lbp.3D.k_glcm_Idmn_229","sub"
-0.549826547543936,-0.356511349038194,0.131340537232842,1085983
0.161522106627053,-0.531660386326148,0.0444536373887061,1125173
-0.672151771058542,0.345102453197191,1.20293564355314,1154608
0.948200476266325,-0.374891840227532,1.14030091904345,1181124
-0.63290989720038,0.94400940291781,-1.60713914584278,1183075
-0.680959867224003,0.247163541107684,-1.45517417024134,1232870
-0.245884661762032,-0.287691042173977,0.16001664066719,1279943
-0.497469398254948,-0.411639195662619,0.779448767439873,1329352
0.285665304710864,-0.603361749198819,0.231648316253521,1330263
-0.693904413787617,6.43156687780797,-0.37154406466572,1364384
-0.653856981136169,-0.097437143957897,-0.245745429450032,1386095
0.00884472428405958,-0.555302644726836,0.231868227198961,1458656
-0.364253103234161,-0.335111273920351,0.228500088371525,1485662
-0.0300782854430086,-0.500762545537033,0.125959064540933,1497807
-0.456630391838695,-0.555481994215249,-0.159008271286101,1501387
-0.678459755217275,3.92519444374589,-1.22073856739917,1518948
-0.567126844077615,-0.0566495894835139,0.846284522569393,1526417
0.00360407836235696,-0.46852463951254,0.0693805366646708,1565177
1.70372962552553,-0.437572686953202,1.48371177969495,1606693
-0.38512459786099,0.101009373224339,-0.207446845486398,1612262
-0.23233517156791,-0.390304918973962,0.786052872722831,1614566
-0.506432643347217,0.371151196519994,-1.19748048920271,1644034
-0.290850040133201,-0.50255856432748,0.0347810607584469,1668599
-0.651632679045102,-0.281942021063047,-0.659239179133215,1671370
-0.67183369135253,0.141160842380968,-1.57214110928945,1684230
-0.651272282952581,1.33889642924792,-2.33412846248189,1692385
6.48695491538544,-0.567749410330012,0.241578938446983,1720713
-0.265865529301991,-0.465703614830133,-0.650985683865558,1738800
-0.0382824030506445,-0.637262682238085,0.936640333095188,1740845
-0.680708408199173,0.341724301021832,-0.964384758623564,1742294
-0.642183779265241,-0.263326027301675,-0.0637497177460021,1767700
2.8087425497944,-0.357017910480539,1.18961498582994,1768972
0.153542696709251,-0.692414771688682,0.838789193002279,1889409
-0.501368046382424,0.831397304453345,-1.05663093446999,1915938
0.210767576341176,-0.530557799976817,-0.478024198808632,1916742
-0.638747189998587,1.14458169270218,-1.15386861581395,1919296
-0.551775862323615,0.629919344026656,-4.01108848946052,1926770
3.67358581892988,-0.697881233057423,1.08933494773246,1938156
-0.124497620698303,0.610367707238591,-0.864470865860573,1938561
-0.657407865141898,-0.0227396243195568,-0.218909136200555,1966316
-0.604908313896791,0.412965153108883,-0.752262920415765,1967281
-0.537950930909965,3.24172165268687,-2.91605195343378,1973544
-0.612931198575177,1.21070199595243,-0.341324640985318,1975401
-0.563636233016258,0.447170816889642,-0.0113113115790446,1976407
-0.652155333403332,-0.0579227639955491,-0.704808390508832,1978972
-0.648632305207795,0.387994438315583,0.121997093140887,1979045
-0.386706015475659,0.453117345630078,1.14322986572303,1979422
-0.699374532198214,2.35279041871725,-2.5565951219818,1980052
0.298219468219974,-0.595947631021952,2.00225729844705,2001182
-0.672404273470755,0.530309743301197,-1.16825279152395,2002465
-0.486908228407885,1.05164604950169,-1.48364050589953,2004451
-0.626993651973055,0.897285440881703,0.245130015249823,2006164
0.461597022438403,-0.391478976094801,0.102581627984025,2007309
-0.470353655184601,0.136476240923124,-0.145136184092432,2009915
-0.188380154445516,-0.441882810151561,0.496360649500238,2010259
0.375133458682614,-0.160344478241979,0.0103044166754444,2010554
-0.552434166278587,-0.141952379480154,-0.72601899318091,2026671
