"mkm7d_ptv6_lbp.3D.m2_firstorder_Maximum_244","mkm7d_ptv6_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_243","mkm7d_ptv6_wavelet.HHH_firstorder_Median_239","mkm7d_ptv6_original_shape_Sphericity_234","mkm7d_ptv6_wavelet.HLH_firstorder_Skewness_232","mkm7d_ptv6_wavelet.HHL_firstorder_Median_232","mkm7d_ptv6_wavelet.HLL_firstorder_Skewness_228","sub"
-0.600364270405929,0.110466425964871,0.0957977981249053,1.26304919603012,-0.321726982040521,0.0637601926297945,-0.217782127788377,1085983
-0.406108925578006,-0.998546467946143,-0.828220625663657,0.533656452086097,0.191512990818068,0.448087975886942,-0.15600983289224,1125173
1.32071434036418,1.64276004197227,3.15960405857205,0.539696920621081,-0.882783587662324,2.01402955226843,1.34037272915119,1154608
0.187775501141891,-0.490077699898447,-0.19481228531074,1.18032951532809,0.301690764301782,-1.46379431966185,-0.473835790402729,1181124
-0.600364270405929,-0.26914073725807,-0.356137011923241,0.0369798798511974,-0.816184163940348,0.323774388441868,0.053211486702324,1183075
-0.600364270405929,2.01632780989938,-0.284794366232951,0.483748936614683,1.87297802727792,-0.0113271813221103,0.112226860090337,1232870
-0.406108925578006,0.42160858571589,-0.16055948235294,0.636835331859607,2.21958347367161,0.323373418737049,-3.96013917630838,1279943
-0.600364270405929,-0.515569883085096,-0.372267528510246,-1.57371086894662,-0.779423026225953,-0.113340549337762,0.653097918889489,1329352
-0.600364270405929,1.47118910316694,0.456429726600354,-1.19026639050154,-0.753469912239501,0.492655072001456,0.683534927764611,1330263
0.252196615395344,-0.0422408941381617,1.52835850654097,0.90192016753852,-1.07100035560983,0.248737154999752,1.29765262211729,1364384
-0.600364270405929,0.759345033918473,-1.21628052582742,0.312723833355372,0.746801644102431,0.463707547428272,1.16347739101547,1386095
-0.406108925578006,-0.91581573773534,-0.48597641457419,-1.50459136192332,-0.418388646004231,0.353081068730238,0.658700961925249,1458656
-0.519391651539076,-1.12464677443599,-0.19373048426914,0.627867234430281,-0.733514375407124,0.154550638744165,0.503391036455654,1485662
0.771618752442491,-0.213517731760945,0.766668827358206,0.693249085581562,-0.101627268417559,0.663782179301442,-0.542443313162836,1497807
