"letd_ptv_log.sigma.3.0.mm.3D_glcm_Correlation_473","letd_ptv_wavelet.LHH_firstorder_Kurtosis_473","letd_ptv_wavelet.LHH_firstorder_Skewness_473","letd_ptv_wavelet.HHL_glcm_JointEnergy_473","letd_ptv_wavelet.HHH_glcm_JointEnergy_473","letd_ptv_wavelet.LHL_glcm_ClusterProminence_471","letd_ptv_lbp.3D.m2_firstorder_RobustMeanAbsoluteDeviation_471","letd_ptv_lbp.3D.k_glcm_ClusterShade_471","letd_ptv_log.sigma.4.0.mm.3D_firstorder_Mean_469","letd_ptv_wavelet.HLL_firstorder_Mean_469","letd_ptv_wavelet.HHL_glszm_LargeAreaLowGrayLevelEmphasis_469","letd_ptv_logarithm_firstorder_Uniformity_469","letd_ptv_wavelet.LHL_glcm_ClusterShade_466","letd_ptv_wavelet.HHL_firstorder_Mean_465","letd_ptv_wavelet.HLL_glcm_MaximumProbability_462","letd_ptv_wavelet.HLH_firstorder_Mean_462","letd_ptv_lbp.3D.m2_glcm_Autocorrelation_462","letd_ptv_wavelet.HHH_firstorder_Mean_461","letd_ptv_wavelet.HHH_glcm_ClusterShade_461","sub"
-0.598642585426457,1.08200422612166,0.542263309899953,0.36983639977146,0.00689948288723925,-0.312803635806935,1.29979264711984,1.30577462478566,0.44328940566004,0.324326879082371,-0.0582258567264569,-0.253810733621209,0.192926669146284,0.432427770188935,-0.311548810860971,0.185099834236653,0.457775601539377,-0.130879232238782,0.0378491522481735,1916742
-0.38686776565413,-0.256534768099704,0.155007936931848,0.423927574517511,-0.667224921743375,0.744352551972934,-0.965082925684708,-1.50576825765244,-0.177262527822267,-0.864128639118922,-0.199690208576764,0.867513454614045,-1.15291946520923,2.97810796182885,1.5713385475676,0.635179827545027,-3.51649986200497,1.0843016277314,0.270043915360369,1980052
0.0448000978880295,0.846288979936537,-1.32798434405939,-0.638558897765463,0.597859649971802,-0.413847321208231,1.74968400991839,-0.310426588044934,-2.14312823958344,-0.422955967848961,-0.286014241243746,0.545557659294908,0.188890556595872,-0.55680425095471,0.292289723014669,0.634147925608035,0.511130703253445,-0.16991898909187,0.0288276722995716,1926770
-1.22155200548158,-0.380130368443204,-0.283424154596044,0.564711966263968,0.27028271413944,-0.440364508286209,0.063160244507687,-1.09121345582914,-0.937546044033864,0.32903692723548,0.000884571446154817,0.106182879897164,0.168203903861357,0.267353825095966,-0.0274127368823062,0.729286514720515,0.890840083501386,-0.708134889415513,0.0484839636778367,1979045
-0.36329597117561,-0.33295766472361,-0.00662884219761215,-0.470805413661648,-0.405343982865376,-0.357694915550669,-0.0270158264982761,0.429764281689076,0.00726471697295718,-0.0915956791800593,-0.300329330406089,-0.0775496454399937,0.104137924762004,-0.869460710521684,-0.589453692037213,-0.127984982299779,-0.486128909652875,-6.69912561322018e-05,-0.0169931663849523,2196212
0.730413622418045,1.29767667315807,-0.161583808130135,0.987954914484768,1.10954631536875,1.86599201562374,0.362865027160529,-0.745603890569945,0.560185510060973,-0.941973210902944,-0.241751812892387,-0.576932138118868,-1.21695676303661,1.07640122380924,-0.298610266334514,0.605219965523021,0.477852313104386,-0.190690411518873,-0.0574178247099943,2393207
0.138532537180776,-0.378845895008734,-0.635213189579039,-0.654529105357593,-0.681049966279837,-0.347078081583719,-1.50845249010005,-0.107098067148113,0.882452361183851,0.711329303796244,-0.289652242891648,-0.277727676014209,0.454117729825662,0.99000767209043,-0.831615120289775,0.269876750265073,-0.884299528865597,-0.061565579124872,0.164805737610766,2146138
-0.718651517755746,-0.583402175193868,-0.258471597137045,0.980204588825242,3.0391109130956,-0.461696392947372,-0.413901235333311,-0.742754188116879,-1.54914991310741,-1.64430659439413,-0.174448523158521,4.90829378512503,0.0838241401213045,-0.572077803747268,0.517216001879416,-0.432048396980036,-0.190109157000817,0.227347759738391,0.0688148116768794,2228399
-0.541549271409625,-0.492217034626222,0.0674452257581967,-0.967265604799871,-0.985820936757118,-0.316985557431202,-1.74852652287797,-0.152769554603702,1.48928668135378,1.52358931586836,-0.302154162926041,-0.0750915561220377,0.435500145906807,-3.09957785313667,-0.332970334221361,-0.857358683494725,-1.10540181622439,0.800067161340055,-3.81784142427863,2144796
0.134803789675351,-0.409188476926699,-0.242353009830923,-1.10823208627496,-1.00067455057644,-0.266538246164834,0.74423103826962,0.996617743322857,1.76535194968861,-0.335078248680043,-0.308404303335781,-0.39953623089444,0.532257735160874,-1.89496405198002,-1.06223363993718,-0.636647917465071,-0.870100771484473,4.03239692572094,1.67735882381901,2234271
