"mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_238","mkm8d_ptv2_lbp.3D.m2_firstorder_Kurtosis_228","mkm8d_ptv2_lbp.3D.k_glszm_GrayLevelVariance_227","sub"
-0.953643764756852,0.285246296981815,-0.694883884840619,1085983
0.0140966742016362,-0.659673294062211,0.396039001657988,1125173
-0.324272949307562,1.76057443515754,-0.422646226087989,1154608
-0.85339216654636,0.42342152689842,-0.637682564959824,1181124
1.07914557126953,-0.823382843191212,-0.915651657491116,1183075
1.12404206939337,-1.03829873508143,1.88304990182268,1232870
-0.467350013759785,-0.447815578675988,0.619608178841622,1279943
0.325778492473494,0.872657135861977,-0.138310716535255,1329352
-0.333908387717043,1.52104046978961,0.603188310566961,1330263
-2.28117523702144,6.53246255871895,3.31804245391124,1364384
1.16423321813619,-0.0775526586194587,-0.274378417852934,1386095
1.4153976435211,-1.34072420126594,0.329464889248979,1458656
0.613155332062757,-0.261091740333427,-0.76943016116054,1485662
-0.139782242217176,0.470251324393321,-1.16762373940952,1497807
-1.0920850557688,0.220391115054479,-0.491834298922947,1501387
0.135664896694646,0.49424601770326,-1.37774195912611,1518948
-1.55795726961254,0.874531803728893,0.31013475503857,1526417
-0.00717283161289935,-0.558663910750098,-0.00366022431591943,1565177
-0.0606100519796482,0.401317998139428,-0.179351471636257,1606693
-1.83756467579636,0.446833263107603,1.58475039725482,1612262
-0.300759384137587,0.428233741076264,-1.48144697108779,1614566
0.0413989466138773,-0.355545432071697,0.923560345816805,1644034
1.54961516775534,-1.11097276963823,0.592463234362633,1668599
-0.134926956157275,-0.253240803816043,-0.399470559382472,1671370
-0.0092775673251249,-0.38459806427561,0.0234393140249694,1684230
-0.31036344281827,-0.223231725265293,-0.941121736403715,1692385
1.08462617128641,-0.418003916407867,-0.642587301198612,1720713
-0.577003925663276,0.798713300213792,-0.781207768440822,1738800
0.912139106520608,-0.518824492942055,1.21291359892994,1740845
0.834575330828337,-0.125999531084021,-0.123575961295692,1742294
2.87912574699902,-1.55893696631234,-0.351001628935354,1767700
-1.24774584889831,0.983611324938108,-0.671544938208299,1768972
-0.752261769165455,0.225511888693832,-0.754518976241991,1889409
-0.4600841316464,-0.372167886101191,-0.0482789646741341,1915938
0.273097071923258,0.429452245668041,0.136864825993426,1916742
0.790699508920048,-0.732485180232925,-1.95006533744071,1919296
4.17541706792341,-2.77553676217077,0.280218374338281,1926770
0.0662236287267135,-0.0871789955669773,0.306132214285216,1938156
-0.282730539184232,0.822364311295098,-0.217034547470976,1938561
-0.611991262752191,1.06378500509774,-0.00544398252372589,1966316
0.497611086134083,-0.270278998883412,1.53673173497448,1967281
1.2188062858399,-0.828392722129834,1.82673871872581,1973544
-0.601848814929083,-0.522101999144828,1.13431822191176,1975401
1.1164505134738,-0.698164321779674,-0.322193632431168,1976407
-0.550842835863978,0.621570617681201,-0.353961094617253,1978972
1.7925778514094,-0.303751509364757,-0.852598776386185,1979045
-0.00918302113547904,0.708050437916344,-0.0626567433283837,1979422
-0.86489960196845,2.13824523275045,-1.01810671385447,1980052
1.21435427438352,-1.08264994630535,1.5879436814552,2001182
2.00711290091573,-2.35083217297006,-0.208267060770353,2002465
0.387071552263047,-0.863817045886459,-1.62150983357788,2004451
-1.25335230825025,2.13979357255502,-0.44047783147271,2006164
-0.843006003658081,0.515945561306961,-0.225215145654218,2007309
0.0808357432952839,-0.438783859506186,-0.387668404026677,2009915
-0.0428620413366012,-0.569517064891779,0.67285165953881,2010259
0.202469347754155,0.656909294510583,-2.41664742057038,2010554
-0.162140182493829,0.429976842753107,-1.58811057467169,2026671
1.59181282137126,-1.26654534785841,0.74094189350449,2033049
-0.691626927408932,0.130578896919998,-0.125685023047289,2034136
-1.30682473682639,1.08635427044543,-2.48213641288262,2040495
1.36956821425554,-1.25154506165881,-0.214734767952241,2047354
-1.08956027293933,0.88597135225571,-0.018650214997105,2051378
-0.45249375754656,1.1440738218991,-0.197451838283363,2055667
0.82668284166667,-0.65836052172,-0.744273702946355,2057358
0.522481512339046,0.18556525625477,1.74058823012841,2059713
-2.56077415174264,2.43889615512937,-1.21295659020876,2069079
-0.311963623449741,-0.32230068225264,-1.38981303282137,2070958
1.0562366390117,-1.25965369261659,1.33736591199655,2072215
-1.0075206249581,0.961114981741901,-0.829831916667496,2075832
-0.112301271085776,0.248699869784329,-0.491635619958565,2075846
1.0071703397401,-1.62950642300421,0.340872838917573,2076301
-0.336526655120706,0.211035061101562,0.279829831026262,2078198
1.82531357237974,-1.84512202619782,0.540590659620781,2078899
1.83166273528589,-1.22341552135807,0.313652169266122,2085349
-1.16603704388545,0.39512444362654,-0.0529975396948267,2086044
-0.0103582443875969,1.2532211561719,-0.972880032650796,2091555
0.250269522121995,-0.609697593001161,-1.21896676097449,2092954
-0.86985290059759,0.284913038874555,0.721508154727012,2096627
1.79773805330727,-1.67576644128523,0.253553852928574,2100050
1.75432241049756,-2.11904358688082,0.218972424866581,2108003
-0.32913711252486,0.247092631876831,-0.274384795548661,2109902
0.584254754749547,-0.114758308780088,0.304260993703426,2110540
1.75331287422302,-1.96378633649362,0.0332826264944183,2116787
-0.344505684360907,0.284631488473787,0.197893681310265,2119177
-0.138902517259662,0.705065264908245,0.68532091202913,2131601
2.14322654857087,-1.83768959266937,0.687614087401735,2132424
0.786358149703169,-1.35846229363466,-0.665305017979127,2132982
0.525720375649048,-0.561152864182592,-0.142007861090134,2133204
0.284575097164736,-0.707017348983609,0.62767734538989,2133380
0.787332964758776,-0.668557196948837,0.951295988507992,2134220
-0.229304016512626,0.276385083977188,0.230613339809486,2135748
1.27406708499501,-0.152152624826844,0.912116878244153,2137799
-0.876224649561961,0.633099616509785,-0.21243737146742,2138375
-1.04670496320788,0.906795943019301,-0.708090947483997,2138678
0.480120145236491,-0.286739088103916,-2.13835552187038,2139733
-0.361621537960273,0.37933107075629,0.51516285389046,2141116
-0.0229706281821676,-0.521962620014497,1.00589645967768,2144796
0.299947012057389,-0.640820523574442,-0.618282614458923,2145166
0.371166565315688,1.14582645686202,-0.0754463884551277,2145694
0.138946015465035,-0.787259342681934,1.46653339435057,2146138
