"mkm5d_ptv6_original_shape_Sphericity_237","mkm5d_ptv6_wavelet.HHH_gldm_DependenceVariance_232","sub"
1.26304919603012,2.24032334154911,1085983
0.533656452086097,0.715524350503965,1125173
0.539696920621081,-0.290170408967363,1154608
1.18032951532809,1.03398047201727,1181124
0.0369798798511974,0.390412629898279,1183075
0.483748936614683,0.77055932531655,1232870
0.636835331859607,0.36848353460208,1279943
-1.57371086894662,0.499491462299127,1329352
-1.19026639050154,0.284285504751598,1330263
0.90192016753852,1.05936427994101,1364384
0.312723833355372,-1.11349232758763,1386095
-1.50459136192332,-0.212914266898456,1458656
0.627867234430281,-0.415456938435627,1485662
0.693249085581562,0.155984925466698,1497807
-1.06530084495932,-0.387794605846734,1501387
0.736488031819407,-0.538767485191508,1518948
0.883888958507897,0.437323778444089,1526417
-0.245246529167841,0.4888498433764,1565177
0.0569667937889996,-0.410854276221946,1606693
0.883221439599567,-0.424399603895509,1612262
0.489367956538935,0.215092979954803,1614566
-0.305781566439429,-0.644523176682229,1644034
0.0680460406262799,1.69318043136802,1668599
0.159314675751154,1.14799385268734,1671370
1.37169812026531,0.64173241014903,1684230
0.762676649856691,-0.835392220873438,1692385
0.873952742396466,0.355233529454636,1720713
0.199568378084928,1.02391254738673,1738800
-2.46289911494818,-0.633494874076433,1740845
-0.218095994223696,-0.589897826920286,1742294
0.928643588571957,0.646268135903004,1767700
0.580955643502021,0.485616994050816,1768972
0.11222341364035,-0.0604303976635891,1889409
0.429113062789552,-1.26443933822117,1915938
0.195280498145522,0.0274413220604412,1916742
1.40828416262786,-1.51782573157719,1919296
1.0415536032307,-0.914210006368941,1926770
-0.58197747626252,0.539759038354686,1938156
1.13145564761828,0.160705794659022,1938561
0.709629492770955,-0.0894026998562101,1966316
0.741401134890212,-0.11553842541159,1967281
0.0473467104934755,-0.56308674491531,1973544
0.6310617852977,1.54750414350687,1975401
0.758536158083918,-0.52017020268566,1976407
0.662871766485466,0.368646880428138,1978972
0.342827666656828,-0.396629996782727,1979045
0.119159607567356,-2.15186022896137,1979422
0.664778302231428,-0.675371069617382,1980052
-3.75375189562033,0.00207067385219427,2001182
0.802455778007907,-1.10213165691802,2002465
0.684479019323245,-1.25756826629011,2004451
0.300258626054899,0.373316802041924,2006164
0.440639036620591,0.134020135064349,2007309
-2.49487050161826,-2.39391638453142,2009915
-0.88872303396039,-0.39736214657007,2010259
-0.666484197465637,-0.724502369437678,2010554
0.668298866183114,-1.18170206915043,2026671
0.591584916540898,1.36997993004008,2033049
-1.46879606004793,-0.106848749336651,2034136
0.616976253728925,0.0463786918955271,2040495
0.755108630078848,-0.362655720971125,2047354
0.900704096319534,-0.174471888101409,2051378
0.317736750575455,-0.481420661539266,2055667
-0.422818825697558,-0.929180367826665,2057358
0.11411225220746,0.961816856234275,2059713
0.0529083234095336,-0.157032915108769,2069079
-0.163743746555508,-0.0727509663401256,2070958
0.912339816724456,1.00474848732447,2072215
0.513476178431078,-0.262769983958314,2075832
-0.180522957540727,-0.468351433999085,2075846
0.606249278811833,0.876489728808004,2076301
0.672333858922744,0.845472870368838,2078198
-0.545243029145047,-3.36833195394018,2078899
-0.412264736403846,-0.253736129332088,2085349
0.0837505687936518,0.213267681193348,2086044
-0.698110617573731,0.840215878078958,2091555
-0.782463951375678,-0.368219796821108,2092954
0.385644775965097,3.23540598179583,2096627
-0.119641691942459,0.97090918795761,2100050
0.800473824748881,-1.26357706151333,2108003
0.15265755777808,-0.144342077892137,2109902
-0.80450638435798,-0.494813523136773,2110540
0.49962653451919,-0.118033063120238,2116787
-0.492787866239022,0.0136551917399414,2119177
-0.852544559420276,1.33202244206134,2131601
0.905211152208236,0.214282076099442,2132424
0.391405754196768,-0.376195247291312,2132982
-0.149444099843948,-0.127402032337861,2133204
1.0023934406194,2.62622478891044,2133380
-1.66786154417735,0.675167174822063,2134220
1.1203749179975,0.553150257886168,2135748
1.10269282713843,0.69073699300428,2137799
0.289559552491206,1.1823634602563,2138375
-0.429136603722912,-0.0961113097514853,2138678
-0.398917265376697,-0.262131373749717,2139733
0.275471653985171,-1.85958249078824,2141116
-0.0934764165258062,-2.18500422338339,2144796
0.852732583078139,0.61394371520372,2145166
-1.93653138435706,0.0885809851985357,2145694
0.010252480370189,2.31330031020512,2146138
0.114451430270202,1.82064173897323,2151024
0.740533615986595,0.392939673317728,215131
0.795095733073851,0.620830869223104,2152442
1.17293908717071,-1.57524780252768,2157529
