"lemd_prc_wavelet.LHL_glcm_Correlation_239","lemd_prc_wavelet.HHH_glcm_ClusterShade_235","sub"
0.944344139266611,-0.0236486911920783,1916742
-0.44867907314447,0.116575145219544,1980052
0.745523805320406,-0.0434132862985071,1926770
-0.509622236508978,-0.0473905400840932,1979045
0.896375926163136,-0.0946002351685113,2196212
-0.677629199309489,0.670607924048361,2393207
0.624293993745388,0.174830773550915,2146138
1.17215721906429,-0.00538924117432922,2228399
-0.0285726125273638,0.790008259069693,2144796
-0.561608242132238,-0.244972886388103,2234271
-0.366662971427559,-0.032617677190336,2296332
0.318464756783694,-0.259715512967262,1684230
-0.240952219936749,-1.42035635287214,1720713
-0.396257348638886,0.461632359253931,2186951
0.340766252847238,0.131942627996927,2439458
-0.517583659118103,-0.0304616509585436,2135748
-0.400179850366814,0.0306838138237111,2141116
1.42599051409765,-0.0134256342232099,2108003
0.924139930984498,0.127991064394407,2006164
-0.481841223370121,0.00103817038412133,308862
0.834235351463318,0.0656134652625597,1085983
0.220523993758507,-0.0494099487706648,2004451
-7.21184510991477,-0.0166006693549048,2359944
-0.0988621823269125,0.330682310227907,2069079
0.292044581748247,0.0532162009222993,2059713
-0.63805692597525,-0.0147609318419752,2294873
0.269958689332827,-0.213042983715762,2033049
0.407248282785801,-0.0366635057896621,1485662
0.979541761479716,-0.11221979944038,1526417
0.302851454058103,0.11590385577951,1386095
-0.369620510365292,-0.0500448348905293,983079
0.129367183327973,0.396457619055011,2132424
0.55071325892266,-0.134873765737079,2138375
0.380537888776951,-0.0265571591409775,2490180
0.499909683775524,-0.0308428462397879,2034136
0.211739504012472,0.124513739665649,2510402
-1.12807007546566,0.0795174613552232,1330263
-1.5950893332124,-0.11622856659312,1768972
1.05042281722483,-0.0619372157465345,2306459
0.700898950710247,0.793793899521838,2181724
1.62140597096082,0.0550991052411095,2217034
-0.541255202678336,0.0488275928611791,2218615
-1.51668436318695,-0.333765950128472,92173
-0.50578181042936,-0.363126445886135,2414406
0.264159269803623,-0.0124887730919943,2381907
0.619123767162958,0.542063490501446,2002465
-0.0273145450279764,-0.045234516520561,2474709
0.400092293213109,-0.103666750261331,2176530
0.0624911301578343,-0.0214885566274359,1279943
1.34243757410589,-0.0383328368377256,1976407
-1.42857987174368,-0.0563457509965953,2250836
0.317382881766395,0.00548718712151138,1915938
-0.503940249088929,0.837619949243939,2133380
0.3302107274758,-1.01232296467419,2271329
0.569391181357009,-0.0204698735313647,2286108
-0.791981697343533,-0.0308856648099176,2040495
0.0207472442751188,0.00163873982804143,1125173
-0.457201769506856,-1.43953655535158,1767700
-0.282643811115233,-0.379008132365173,2138678
0.298675697275973,0.0233882532827714,2443354
0.0133944947053904,-0.249187713307917,2234422
0.570571377289449,0.0646820615554018,2151024
0.870983095954749,-0.0665625915692457,2057358
1.36615728009698,-0.0722073974964277,2425694
0.39020029945634,0.0578811010774477,2500377
-0.11330092372111,0.238565714521138,2183356
-0.564891912043517,0.179726212462455,2131601
0.0415208255919446,0.186506795864623,2152442
0.60345868326236,0.0563097019851828,2306893
1.66695916125831,-0.01293818529798,2009915
-0.326886309617891,-0.360435441422999,58325
0.853164279133904,-0.0359485608597978,2395943
-2.29105639323493,-0.283670513394142,2480330
0.273899577849728,-0.0856313848984762,2076301
-1.07106021375168,-0.252291958324232,2205389
0.774144931274532,-0.164176878894618,1975401
-0.619718868970066,0.0201016684431311,2250648
-2.37746980489971,-0.0506874341034875,2185290
0.12995134283868,-0.023028235536209,2091555
-0.302281906233354,0.0257060336973384,1232870
0.319433469165896,-0.594170126562941,2139733
0.125683797581796,-0.0489035996176852,2559453
0.122943056140993,-0.0263999856335132,1938156
1.03377025774684,-0.00391770279519677,2158101
-0.220183465718469,-0.625309548379307,2199403
-1.08377702816062,0.206636179764967,2430773
0.950620353727568,-0.0227906095968585,1738800
-0.194069104840717,-0.056068685139799,1565177
-0.147627119097003,0.117441821068311,1978972
0.814342736458117,-0.114591096402752,2487135
1.26767857798844,-0.00200136619496961,1612262
0.309149714004248,-0.310850523589376,2051378
0.235091937247989,0.0983347285945251,1497807
0.0309836149229838,-0.113821809230239,2026671
-0.223345950373604,0.269068359619293,2340322
-1.68631326606004,-0.0364347251869075,2293123
0.275812029158067,-0.135802025729812,2395415
0.710653611560686,-0.0688501310891843,1966316
-1.42372307716958,-0.444295392911968,1973544
0.377647806913166,-0.39387623373647,2010259
0.655037003099591,-0.000458470696636566,2145694
0.729738804937734,-0.321730593505812,965005
-1.21862213311355,0.0453965457831426,2096627
-0.702759067024088,-1.69895684555795,2047354
-1.67053896349439,0.478069312911141,1364384
-0.497741115246806,-0.0312522057024235,2244172
0.570773697665201,0.0367198955923096,2132982
0.352060757070041,0.223661349601719,2134220
-0.439494234076528,-0.0290225632932923,1889409
0.932121537377858,-0.0607051750245538,1938561
1.34296954201532,-0.0339101476760416,2055667
-3.34246684042389,-0.0594532296762633,2176784
-2.72759067364765,-0.17071843645205,923666
-0.0353520758017945,1.04881736171914,2086044
