"mkm2d_ptv_log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm2d_ptv_wavelet.LLH_glszm_SmallAreaLowGrayLevelEmphasis_250","mkm2d_ptv_wavelet.HHL_firstorder_Median_250","mkm2d_ptv_logarithm_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm2d_ptv_original_gldm_LargeDependenceLowGrayLevelEmphasis_247","mkm2d_ptv_wavelet.LLL_glcm_Imc2_247","mkm2d_ptv_original_shape_Flatness_246","mkm2d_ptv_wavelet.HHL_glszm_LargeAreaHighGrayLevelEmphasis_238","mkm2d_ptv_wavelet.HHH_firstorder_Energy_235","mkm2d_ptv_lbp.3D.m2_firstorder_Maximum_234","mkm2d_ptv_wavelet.HLH_glrlm_LongRunLowGrayLevelEmphasis_226","sub"
-0.233797205479056,-0.0914130067510215,-0.113271523713466,-0.32149963453512,0.470107091332834,0.472328338224041,1.35119706091473,-0.339484697331494,-0.133741663003526,-0.217177790468027,-0.0351750998177779,1085983
2.16205035099874,-0.331138902061604,0.297602724949903,-0.149264420339632,-0.427629230531388,-0.882221756774298,0.110236965876068,-0.281604992217762,-0.00363568954414778,-0.125528253291048,-0.175224455553208,1125173
-0.32004141068373,0.190092728833276,0.529893821306535,-0.368408062449683,-0.146464840468857,0.51724673610508,-1.53027357938603,-0.364692363956039,-0.423583456775495,-1.24693187151907,-0.1296177045039,1154608
-0.30477316946727,-0.57047389363474,-0.391069180175852,-0.211116316694617,-0.497349640989663,0.48856225951732,0.884728474582034,0.367805212657311,-0.297501416414572,-0.217177790468027,-0.503022523539785,1181124
-0.31529656609505,1.56905557959478,-0.991579474146421,-0.373697384316186,0.292522746931996,0.387763860240416,0.245789447239916,-0.356476894901263,-0.390071252013792,-0.217177790468027,-0.196384547277403,1183075
-0.321840297061285,2.8696688496562,-1.06130500255837,-0.345386192792374,0.0695618828254416,0.439104285065372,0.0380830206982791,-0.356450481473144,-0.470608346872995,-0.217177790468027,0.302903696050766,1232870
0.500418735164843,-0.332308857113876,0.779659509456596,-0.216833507676482,-0.399752137244827,0.293644230514652,0.194384973611451,-0.318087786376631,-0.0391932923389044,-0.125528253291048,0.78280444301176,1279943
-0.288887554131294,-0.688148730317184,0.217111072011735,-0.328618923172787,-0.38664052686318,0.461709003643793,-1.02730961234489,-0.354620951200129,0.219059334508639,-0.217177790468027,-0.35323829897103,1329352
-0.266769087415653,-0.781192250448358,0.608067101805383,-0.361929774293731,-0.415558173005699,0.388372319899949,-1.32400921503537,-0.270478846291633,-0.314993157426964,-0.217177790468027,-0.282191956290628,1330263
-0.325213995877829,1.79793868169364,-0.739469118346096,-0.376455004184416,0.471416764971707,0.523397144665217,-1.15899980052833,-0.365816296501109,-0.451410340752321,-10.0701282394459,-0.274072233657497,1364384
