"letm_prp_entropy_250","letm_prp_subvol_z1of3_250","letm_prp_gradz_250","letm_prp_m111_250","letm_prp_m222_250","letm_prp_density_250","letm_prp_eigen_max_250","letm_prp_m120_249","letm_prp_v29_248","letm_prp_d99_246","letm_prp_m301_241","letm_prp_m310_240","letm_prp_m011_236","letm_prp_m021_231","sub"
0.466903175242579,-1.08580025948317,0.245044210068,-0.208532467633984,-0.137550696059468,-0.325489719397266,-0.436337284821712,0.123618188158608,-2.65071933540708,-0.898208471808292,-0.520887622122231,0.0828854615097055,-0.268559203802057,-0.234864201883073,1085983
-0.179090667700945,-0.986629745361351,0.597054097272376,-0.623724804252125,-0.0751977419029421,-0.631671023807217,1.33209363236588,0.357823903098594,-0.333034927418445,-0.739203084299198,-0.756716647223654,-0.453972838407523,0.0751340396040172,-0.0162063245023164,1125173
2.33976605120154,2.1514136001882,-2.76136791312079,-0.269695788439459,-0.157478737503783,1.03515986280978,-0.693289900349818,-0.716832353275748,0.700022877206854,0.802895376188287,0.697702843291227,0.646708382241829,0.357157000411438,-0.28635191436463,1154608
0.523303612411879,0.0667754658330262,0.377179391868163,-0.283989716084755,-0.171151551533484,-0.421986406621297,-0.259879991558684,0.462868151086883,-1.89890426842474,-0.974323229196294,-0.0140029369793004,0.176906208071625,0.0995871234274343,-0.250390857563872,1181124
-1.74888119911479,-0.954310905177935,2.10603901939543,-0.275889662734999,-0.146968620408384,1.09674410007322,-0.711074731147037,-1.02066040747405,0.603085226089971,0.099290654420836,-0.574363105060488,0.48341139160728,0.471953588135865,0.233278727936733,1183075
-0.206294110035893,-0.739840242768795,-0.129331149226404,0.264950322144017,-0.0412028113102469,2.08892909163551,-0.727105341335155,0.335851689304067,0.528765980220204,-0.196761765297934,-1.44573406891296,-0.66837031397148,0.508482575177783,-0.0785095576901118,1232870
-1.14094861561925,-1.21099566681633,0.630378550805448,-0.143010232646149,-0.0936016653587562,-0.558219179604621,0.306930459967095,-0.218071212624199,-0.0642045219444289,-0.57851609695544,-0.433351501659454,-0.267248263851343,-1.02927126617259,-0.174760462844787,1279943
0.39160176148192,0.383166765145368,-1.7193770703677,-1.02503619556442,0.0119482923575746,-0.323154397837412,-0.37097067112298,-0.817663118243159,-0.711531340216738,-0.978994118522747,-2.04536892793043,0.610887679214301,-1.24064876318369,1.27322213713042,1329352
1.57765011033763,0.762640833745587,-1.10265459950085,-0.0596534472832468,-0.0788135552050614,-0.494553523488842,0.0520508161422998,0.896847764574237,-0.180773555073455,-0.702597355380373,1.87204995560093,1.25721262375068,0.133430876580006,0.203227844999024,1330263
2.38795829977716,4.34913986768531,-6.05896685541095,-0.0740421276196981,-0.200108802513918,4.36342936284859,-0.745444602356253,-0.0392221748932441,0.700022877206854,0.724318110412822,1.01032508184635,-0.472734299440746,-0.728804617243436,-0.0516254530378014,1364384
