"mkm8d_ptv2_lbp.3D.m2_firstorder_InterquartileRange_236","sub"
-0.953643764756852,1085983
0.0140966742016362,1125173
-0.324272949307562,1154608
-0.85339216654636,1181124
1.07914557126953,1183075
1.12404206939337,1232870
-0.467350013759785,1279943
0.325778492473494,1329352
-0.333908387717043,1330263
-2.28117523702144,1364384
1.16423321813619,1386095
1.4153976435211,1458656
0.613155332062757,1485662
-0.139782242217176,1497807
-1.0920850557688,1501387
0.135664896694646,1518948
-1.55795726961254,1526417
-0.00717283161289935,1565177
-0.0606100519796482,1606693
-1.83756467579636,1612262
-0.300759384137587,1614566
0.0413989466138773,1644034
1.54961516775534,1668599
-0.134926956157275,1671370
-0.0092775673251249,1684230
-0.31036344281827,1692385
1.08462617128641,1720713
-0.577003925663276,1738800
0.912139106520608,1740845
0.834575330828337,1742294
2.87912574699902,1767700
-1.24774584889831,1768972
-0.752261769165455,1889409
-0.4600841316464,1915938
0.273097071923258,1916742
0.790699508920048,1919296
4.17541706792341,1926770
0.0662236287267135,1938156
-0.282730539184232,1938561
-0.611991262752191,1966316
0.497611086134083,1967281
1.2188062858399,1973544
-0.601848814929083,1975401
1.1164505134738,1976407
-0.550842835863978,1978972
1.7925778514094,1979045
-0.00918302113547904,1979422
-0.86489960196845,1980052
1.21435427438352,2001182
2.00711290091573,2002465
0.387071552263047,2004451
-1.25335230825025,2006164
-0.843006003658081,2007309
0.0808357432952839,2009915
-0.0428620413366012,2010259
0.202469347754155,2010554
-0.162140182493829,2026671
1.59181282137126,2033049
-0.691626927408932,2034136
-1.30682473682639,2040495
1.36956821425554,2047354
-1.08956027293933,2051378
-0.45249375754656,2055667
0.82668284166667,2057358
0.522481512339046,2059713
-2.56077415174264,2069079
-0.311963623449741,2070958
1.0562366390117,2072215
-1.0075206249581,2075832
-0.112301271085776,2075846
1.0071703397401,2076301
-0.336526655120706,2078198
1.82531357237974,2078899
1.83166273528589,2085349
-1.16603704388545,2086044
-0.0103582443875969,2091555
0.250269522121995,2092954
-0.86985290059759,2096627
1.79773805330727,2100050
1.75432241049756,2108003
-0.32913711252486,2109902
0.584254754749547,2110540
1.75331287422302,2116787
-0.344505684360907,2119177
-0.138902517259662,2131601
2.14322654857087,2132424
0.786358149703169,2132982
0.525720375649048,2133204
0.284575097164736,2133380
0.787332964758776,2134220
-0.229304016512626,2135748
1.27406708499501,2137799
-0.876224649561961,2138375
-1.04670496320788,2138678
0.480120145236491,2139733
-0.361621537960273,2141116
-0.0229706281821676,2144796
0.299947012057389,2145166
0.371166565315688,2145694
0.138946015465035,2146138
-0.838026496524635,2151024
-0.600219748013482,215131
0.0969958333619578,2152442
1.04449189032855,2157529
0.705514679965925,2158101
-0.445805303400262,2158329
-0.107898121272327,2168082
-0.656013393170091,2172217
-2.21417396538759,2176530
-0.306691601494724,2176784
-0.551971223678128,2181724
-0.320570267432186,2183291
0.390150035021069,2183356
0.0153488156273062,2185290
0.203019370994586,2186951
-0.809002826487615,2196212
-1.74352693861528,2199403
1.31200184329923,2200416
0.0945840010634852,2200813
0.556053958367988,2205389
-0.942401670117994,2212664
1.04740909910399,2217034
0.324621782056553,2218615
0.268613417961586,2219842
-1.44322851628932,2224150
-0.325760860686991,2228399
0.149774935171329,2228400
1.91795306084193,2234271
0.603022583983626,2234422
0.281311962923114,2237571
-1.31230367938884,2244172
0.0164390122306554,2247869
-2.1896283547085,2250648
1.1536135841326,2250836
0.081535078947129,2267382
-0.162068992230784,2269346
-0.00866246007792375,2271329
0.54621476491776,2274521
0.0806577260031907,2276121
0.700407072198102,2278618
0.032441175431135,2285214
-0.156261614026067,2286108
0.520552193400502,2293123
-0.386719016799953,2294852
2.0947886823212,2294873
-0.599402666758671,2296332
-0.0843472385480757,2305114
-1.19076855415737,2305115
-1.30057944010267,2306459
-0.329786427218507,2306893
-0.383434631328626,2317120
0.48290837720605,2319068
-1.26615123537253,2321962
0.0575526241714293,2331869
-0.624508063809159,2336735
-0.767209236615347,2339674
0.292845493903566,2340155
-0.290644002018966,2340322
0.306166137871429,2350037
-1.12734139046049,2352038
-1.01210758362116,2359944
-1.01811253418602,2381907
-0.832696856530796,2393207
0.0284397352905503,2395415
-0.00850882917301266,2395943
-1.02285851570792,2401405
-0.517779180966875,2405144
0.0874195507349435,2414406
-2.13238768473855,2419459
1.66458920556524,2425694
-0.262984707200611,2426863
-0.96738132973957,2430773
-1.91707313333463,2439458
-1.07259571328475,2443354
-0.0612909598099307,2445526
-1.56875629605286,2448298
0.0310863100090204,2453577
-0.288270852158448,2474709
0.91497291338176,2480056
-0.467554447095294,2480330
-1.34689356275081,2487135
-0.245780475313677,2488660
-0.444412636295977,2490180
0.24390796437408,2493534
-0.775401686931168,2498991
-0.711607833897389,2500377
-0.533141697942352,2504802
0.00562150919317825,2510402
-0.00596828107087059,2520618
-1.15921602026186,2559453
1.25646307898796,277752
-0.0528738056283378,308862
0.28667213469281,58325
0.678036558165385,92173
0.364391407148185,923666
1.45930335007528,965005
1.44426780187581,983079
