"mkm2d_ptv6_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_250","mkm2d_ptv6_wavelet.LLL_glrlm_LongRunLowGrayLevelEmphasis_250","mkm2d_ptv6_logarithm_gldm_LargeDependenceHighGrayLevelEmphasis_248","mkm2d_ptv6_log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis_246","mkm2d_ptv6_wavelet.HHH_firstorder_Median_233","mkm2d_ptv6_wavelet.HHH_firstorder_Energy_226","sub"
-0.561258500457623,-0.208001443959385,0.124752859745389,-0.0511447985034418,0.118688291427173,-0.212417002025154,1085983
0.987162750104388,0.58337415567125,0.94821985114343,-0.255317264870374,-1.23556486391213,0.00340652429195667,1125173
-0.832217757237395,-0.481012503123944,-1.52352797180402,-0.596321320675168,1.85595857598921,-0.511730093437042,1154608
0.0483213337374316,-0.466993213734773,-0.617324815010467,-0.630362829526038,0.402776936839557,-0.165216448103137,1181124
-0.743089045900096,1.58010115349082,-1.3608865903944,0.11860275391822,-0.493433708613919,-0.531454545808237,1183075
-0.815610013162005,1.19126506909472,-0.55335535632068,0.320970154475633,-0.487330816960269,-0.613079209152141,1232870
0.198459891200621,0.0283262953860246,2.09011367295442,0.0666235046538118,-0.0971777101707433,-0.302321603379461,1279943
-0.470526313303895,-0.244925638640011,-0.0247539977859824,-0.757359754055986,-0.165628928714969,0.778112718638405,1329352
0.644864138320547,-0.385694137733078,-0.942826705643415,-0.861589514909992,0.497866427081032,-0.340568655461664,1330263
-0.762827736684838,-0.230009171609721,-1.0212829863718,0.355724577853122,0.896349302225613,-0.502107908899048,1364384
-0.766370407906917,0.111567009494507,-0.656687559874219,-0.680362149142414,-0.359833420175317,-0.535240741861116,1386095
0.909650714973465,0.374243152217022,0.588336346728557,-0.0852362538727204,-0.393067692478059,1.12797545477136,1458656
-0.291625136853552,-0.319609401730902,-0.155656836093863,0.188985828920564,-0.0293203300615673,-0.45159883025839,1485662
-0.460767207736922,-0.459735714182665,-0.562526128235895,0.0755104382348601,0.779237521681261,-0.0750799801967047,1497807
-0.304243139496952,-0.171184287783358,1.79397009973502,-0.75447720203736,-0.356107298116595,-0.457005949770487,1501387
-0.835939989584978,1.27109112465366,-0.732353959501462,4.26539374385,-0.960626555117991,-0.624453817270338,1518948
0.233260343029136,-0.381306958598807,-1.15464067488893,0.943329356586819,0.32475480310172,-0.123361056059024,1526417
-0.245776868782584,-0.35935031348783,-0.50776031789869,-0.853904355452303,0.0545146542703235,0.205862171114151,1565177
1.03029774635029,-0.482714698107532,-0.45108111621706,-0.130527369797245,-0.188753955330228,-0.267843552870769,1606693
0.081211139216622,0.0219652805593448,1.68374578267247,0.379117933742755,-0.321781026399851,-0.53806257940841,1612262
-0.0814078643290098,-0.208687648417939,-0.754690869012387,-0.475667457704076,-1.16595406570591,-0.162995626286697,1614566
-0.531507862841614,-0.355789285661276,1.52242033515794,1.06144841318112,0.259538195864033,-0.593466754071298,1644034
0.0112851792905374,0.653462221868819,-0.46881638134389,-0.428942914068649,-0.396857238393048,-0.0241974554987586,1668599
-0.735681986644326,0.253575203997725,-0.859616310884502,-0.602604088467896,-0.168362129012376,-0.349424662840053,1671370
-0.672016319737243,0.543684747493406,-0.592437769760503,0.788875750881291,0.529522622023814,0.326647580683899,1684230
-0.714537918924876,-0.042021790878913,-0.762330826429329,2.6668109635622,-0.147492687698437,-0.664255501753845,1692385
