"mkm9d_ctvper_log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis_250","mkm9d_ctvper_wavelet.HLL_firstorder_Energy_235","mkm9d_ctvper_log.sigma.4.0.mm.3D_glcm_Idn_231","sub"
0.648468099568846,-0.685629150503328,-0.66091720122414,1085983
-0.540963414577928,0.136567072976588,-0.080127619354076,1125173
-0.215692505378798,-0.580779838033655,0.342920609585721,1154608
-0.345729160102671,1.4856138518155,0.824592480440161,1181124
2.17576269023589,-0.613440883253972,-0.167425673469504,1183075
0.895037473819122,-0.804044552759568,-1.17802169822446,1232870
-0.152563335545397,-0.664054454376923,0.569530658149973,1279943
-0.424983701507409,-0.391149262397891,-0.166419232896105,1329352
-0.637760409870947,0.439535001933322,-0.342156017711331,1330263
2.09417053883173,-0.693518537747908,-2.92747017833029,1364384
0.0627623972903342,-0.323482475233229,0.222406375980384,1386095
-0.61664419791066,2.41229474944245,1.01866022367249,1458656
-0.203327362038624,-0.348810333145972,-0.11356573696382,1485662
-0.387799520808497,-0.644524848361529,0.293147617262709,1497807
-0.512639938791375,2.06893249650092,0.342532368494293,1501387
1.93916740827167,-0.792126283862904,-0.880386780896963,1518948
0.147360468856303,-0.510385272550678,-0.0744332784587744,1526417
-0.566783258465298,0.902514383148203,1.1974945628418,1565177
-0.671297349444258,-0.573784553102102,-0.457988631013388,1606693
-0.1188515296654,-0.604388707609448,-0.245502267940963,1612262
-0.321996853344682,-0.515850468294292,0.381513652994579,1614566
0.260265058095967,-0.389847256282378,-0.631599849685622,1644034
-0.417961032751176,-0.737867094435423,0.0819179622009668,1668599
-0.447175172598291,-0.092721433394748,-1.15566231558601,1671370
0.161731473796337,-0.553736233259291,-2.35752735872763,1684230
1.42683214233105,-0.72229104716378,-1.07822771701907,1692385
-0.609337196875088,1.48321071807543,-0.113382681268855,1720713
-0.544418341822659,-0.0703333149478606,-0.0676307285698045,1738800
-0.622661727108743,0.919189993260829,0.780094030580279,1740845
0.766484927250102,-0.54183099365546,-0.469020165914497,1742294
-0.369802224698085,-0.214579228386344,0.468707841393041,1767700
-0.283097025710597,0.945692378072299,1.01925717106838,1768972
-0.72288746010821,0.102084182250346,1.7061976922985,1889409
1.26086337422583,-0.756164146518409,-1.77910321601206,1915938
-0.514267877861314,-0.26771637491727,0.0580243984503893,1916742
1.20985299718041,-0.811251343018123,-0.897714431356336,1919296
1.2423244176545,-0.773658344911679,-1.18487160862819,1926770
-0.754684210204357,0.498855094729798,1.93534120680994,1938156
0.134735231658771,-0.494972643052352,-0.265914220016621,1938561
0.192987341894788,-0.801767318968081,-0.371098695617191,1966316
-0.158813468821474,-0.223349666636015,-0.0289603148969852,1967281
5.4309898689498,-0.828286213961572,-3.17731072794585,1973544
1.22921561160744,-0.788205233085225,0.0848749066665429,1975401
0.799268159340588,-0.791436767503294,-0.519353584616848,1976407
-0.000495564961266807,-0.809839885716907,-0.550381455248415,1978972
-0.274950819944318,-0.757177430965053,-0.349784183757146,1979045
-0.527264133998973,-0.732062712135348,-1.0754444296325,1979422
3.31720295270706,-0.864615437109778,-1.63678409998031,1980052
-0.498505548191489,1.44875609891432,1.02920272964429,2001182
0.682879219884069,0.248783408788221,-1.08142386984296,2002465
1.43126445121751,-0.759989902633512,0.496533519683562,2004451
0.0725638495575421,-0.806736570572319,-0.881501156310592,2006164
-0.0479882820806933,0.421293608297302,0.237353320802989,2007309
-0.0161266435260828,-0.749114303458273,0.069692825592861,2009915
-0.316050480737759,0.0751399685536809,-0.00234365282098769,2010259
-0.0943870762731797,0.105865819890935,0.501937319641626,2010554
0.0298875999317624,-0.554497652521893,0.278216937099279,2026671
0.0431013920274794,-0.705172967081223,-0.805540337744514,2033049
-0.645614982852756,-0.448207466075802,0.446347662295843,2034136
0.456233023677954,-0.522547709929334,-0.151591453963606,2040495
1.2479124280908,-0.745454367043922,0.295046297488153,2047354
-0.342414258645691,-0.796079046000481,0.301267055337672,2051378
0.168045645998317,-0.664579430005238,-0.262640978726693,2055667
0.0236617632919049,-0.316605278886453,-0.357675433144954,2057358
0.40547518353143,-0.647084473381983,-0.123574129650254,2059713
-0.409317540305907,-0.180030663708362,-0.768719783080045,2069079
-0.219216986280627,-0.747954437468231,0.137352389232839,2070958
0.788600163423756,-0.762273292814845,-0.235738328369319,2072215
-0.191061261837875,-0.19659641605851,1.04003305487032,2075832
-0.555621241940486,0.766183180154121,0.281475584525415,2075846
0.402864889193161,-0.744937292891019,-0.500498161692199,2076301
-0.726200152561214,0.755814436179909,1.87830459414066,2078198
-0.76028613308119,4.4307031580615,0.461050533096142,2078899
-0.105720907352247,-0.232415580301093,-1.12023351960399,2085349
0.0213468981242421,-0.0344630204318973,0.539532210684451,2086044
-0.458109646605147,-0.619988223054968,0.0963505994229432,2091555
0.592472722368077,-0.715908304478139,-0.433873783054162,2092954
0.0785288810462872,-0.189268019028937,-0.168356371027926,2096627
1.10865647088425,-0.762259646380837,-1.95469008102488,2100050
0.205038301371139,0.251987135306779,-0.943537057751059,2108003
-0.39261698820173,-0.0890510683068514,0.408604223439071,2109902
-0.311226071966205,-0.571190957541718,0.089503796588033,2110540
-0.678534302004431,-0.537348347046183,0.412359347541996,2116787
-0.626317280380852,0.0224554433749661,1.34252159925233,2119177
-0.536158107669239,1.01602653678782,0.654606505572029,2131601
0.647557780501313,-0.79928632415521,-0.325925372805345,2132424
-0.732415962094904,-0.0183676257700397,0.0196054836277992,2132982
-0.429371796816062,0.032714786343044,-0.125494535048614,2133204
-0.11960535166561,-0.786577754865465,-0.782324547185401,2133380
-0.69601353426204,-0.589058734797186,0.199468790178905,2134220
-0.680827748644016,1.3426789885029,1.49457734156655,2135748
-0.289503988440121,0.812915770184712,-0.248734329021488,2137799
-0.1284600294328,0.350200961038184,0.231850653930211,2138375
