"lemdfirst_prp_original_firstorder_Skewness_233","lemdfirst_prp_original_firstorder_RobustMeanAbsoluteDeviation_226","sub"
-0.802198015092685,-0.0104265227726075,1916742
-0.359311203860393,-0.823116416707703,1980052
0.624487783094983,0.504758930420292,1926770
0.713572435002868,0.205704004746779,1979045
-1.2273064046214,0.213177131424375,2196212
-3.01173349468543,-1.07697455492422,2393207
0.576383426870244,0.202454263494423,2146138
1.34197282846028,-0.384681715937132,2228399
0.38855171185641,0.167077399411035,2144796
0.749165404164566,-0.618341678067862,2234271
0.574556106669801,0.80744199671453,2296332
0.286785900058848,-0.127764277865609,1684230
-0.24337128921774,0.497881552007948,1720713
-0.523336799739544,1.22314807811135,2186951
-1.66635105841211,-0.336180710256807,2439458
-1.08264179570559,1.38898958200101,2135748
0.81028143127698,-0.668141831535794,2141116
0.148704699466165,0.787819068724569,2108003
0.932839196848717,-0.420806726898239,2006164
-2.02588289307325,-1.20632801179259,308862
2.2345839231844,-1.01693125508815,1085983
1.20208584639701,-0.406530807075802,2004451
1.02321698238096,0.389653989511602,2359944
-2.6347653112544,-1.1155351597133,2069079
0.627674248307943,-1.27664680763711,2059713
-0.159476209119014,3.07086395380529,2294873
0.490291691795606,-0.0540101900024958,2033049
-0.990151006817511,-0.708259836817529,1485662
-0.83235408861493,-0.326208152750827,1526417
0.0649269561712609,2.93363298929618,1386095
-1.41956949215149,-1.09267547183908,983079
0.959978490464158,0.438222761520608,2132424
-0.196020139307133,-0.462473543281368,2138375
0.564348368887288,-0.240274760571328,2490180
0.755738186175735,-0.383441779511048,2034136
-1.66664171388302,-0.368184903298333,2510402
0.153354964057197,0.951426786261224,1330263
0.3776768169174,0.489964072699577,1768972
0.51772795413679,-0.27444105025855,2306459
-0.397986676403323,0.762153308752762,2181724
1.00472140797215,-0.183942443018305,2217034
-0.131045348339404,0.947572748408615,2218615
0.227261114722422,0.415707564116473,92173
-1.15307413161709,0.753530244721563,2414406
0.711894911853015,0.0602668774668563,2381907
1.37029218303636,0.0389337743689753,2002465
-0.325130346657247,-0.0890181424065806,2474709
-0.577132953429852,0.0624444607623704,2176530
-0.279976739531765,0.4326412160061,1279943
0.134842580326846,-1.62741612939219,1976407
0.399299295382006,-0.277353453194283,2250836
0.677586849654405,0.152819404907963,1915938
0.975991616736965,-0.313773176942272,2133380
