"mkm2d_gtvper_original_shape_Maximum2DDiameterSlice_250","mkm2d_gtvper_wavelet.HHL_glcm_Imc1_250","mkm2d_gtvper_wavelet.LLL_glcm_Idn_250","mkm2d_gtvper_wavelet.HLL_glszm_LargeAreaLowGrayLevelEmphasis_250","mkm2d_gtvper_wavelet.HHH_gldm_SmallDependenceLowGrayLevelEmphasis_249","mkm2d_gtvper_wavelet.LHL_firstorder_Maximum_247","mkm2d_gtvper_wavelet.HHL_firstorder_Mean_247","mkm2d_gtvper_wavelet.LHH_glcm_Imc2_246","mkm2d_gtvper_wavelet.HHH_glszm_LargeAreaHighGrayLevelEmphasis_244","mkm2d_gtvper_lbp.3D.k_glcm_Correlation_243","mkm2d_gtvper_logarithm_firstorder_Minimum_239","mkm2d_gtvper_original_shape_Maximum2DDiameterColumn_235","mkm2d_gtvper_wavelet.LHL_firstorder_90Percentile_234","mkm2d_gtvper_wavelet.HLH_firstorder_Kurtosis_233","mkm2d_gtvper_wavelet.HHL_firstorder_Skewness_232","mkm2d_gtvper_wavelet.HLL_firstorder_Kurtosis_230","mkm2d_gtvper_log.sigma.3.0.mm.3D_glcm_Idmn_229","mkm2d_gtvper_original_shape_SurfaceVolumeRatio_227","sub"
-0.440470221573572,0.481219554695289,0.547143646658902,-0.355519142875886,-0.122808679465055,0.523988062803556,1.09715797182563,-1.04974633717222,-0.301436515548113,-0.594816188722772,0.298514405605276,-0.255543792727245,-0.286707050362096,-0.423758258375688,-0.0521672005120235,-0.579358155191976,0.0468805776819632,-0.883493588008831,1085983
1.15411629433486,0.573126672586642,-0.409475141170605,-0.327934866039751,-0.129999530042448,-0.672189760875055,0.523920853784319,-0.541036908317435,-0.153671397286532,0.0171439736255639,0.439056494954083,1.55593525471427,0.102165511309317,-0.557833761283255,-0.97948054290376,-0.491118208509057,-0.531962809665492,-0.101898225844604,1125173
-0.876605475071902,-1.73324200382073,-0.641166890738672,1.30077344530495,0.6043798463909,-0.318853834933539,-0.750833360924781,1.88239645045652,-0.566933484561308,0.256151335655264,0.663568100834707,-1.53067222055458,-0.567924831475601,-0.414145099453478,-0.143692004303013,-0.879697901616087,0.607366127711557,1.75088930515183,1154608
0.207295087043478,0.0641286404605192,-0.182270759581513,-0.637420280218182,-0.582042331664349,0.450333876832083,-0.13045095877271,0.502852132813039,0.150496513192581,0.60914010565282,0.918288969624291,-0.142310526587546,0.783815117222228,2.77050126195743,0.0285860608628216,1.33935172704018,0.512045492228266,-0.103970383034318,1181124
-1.02628368618399,-0.456839563829821,-0.954201760230981,-0.212231664323803,-0.557486452872556,-0.206423193648595,-2.88422430716739,0.268605574143831,-0.435736068774636,-1.28042055702068,-0.927754294644074,-1.00681187618963,2.25018322988645,-0.360549254630342,0.0827025449183023,-0.356359482831541,-1.14824369284738,-0.236949225246524,1183075
-1.36403115077499,-0.167516005419325,0.339602449084434,0.398425053257955,4.05711049416965,-0.7334688813898,1.76051632006323,-0.498262334507541,-0.564991726038247,0.172108058834777,-0.240651116399439,-1.00681187618963,-0.150886701386544,-0.645577445337956,-0.782545470567077,-0.567115473405632,-1.36260900738372,0.645630178101319,1232870
0.296568649340464,-0.251969928428602,0.926151799202126,-0.171473044454894,0.516863689545327,-0.00546753751047814,1.55355379375377,0.664617897764809,-0.380092670101515,0.0575074554642433,1.41348775027568,0.845994857098736,0.282523843509814,-0.478340310789155,-0.171777622693213,-0.862505154748877,0.828815313285025,0.153425922093812,1279943
0.00413082763128977,0.302072020635423,0.573978548761127,-0.0640166651549821,-0.472350852622023,-0.346254017257302,-0.437168668407849,-0.238090588310956,-0.515467907569523,0.0212144874162193,0.18618611896139,0.528958091807042,-0.022157221348209,-0.608889841095886,-0.709548512543256,-0.808601121153162,0.977512466454806,-0.541548722030418,1329352
0.792607397559101,0.943948012612081,0.125238835743286,-0.427910163103706,-0.588709699146168,-0.510918508920699,-0.0372551625483461,0.545555534331242,0.471507890648206,0.579226843176721,0.12100189962385,1.20470299548413,0.027037770452795,-0.343779904615262,-0.306908767730233,-0.397288682177366,0.0979479991431743,-0.393082761067541,1330263
-1.91827860193488,-2.90460106069746,-2.61845456021274,1.27497290354128,1.51444414309045,-0.939263055022233,-1.2456889150113,1.49013119126326,-0.562510568655084,-1.64260038657193,0.329068865475617,-1.69756230995787,0.213901570025201,-0.492803013325539,0.488008670426644,-0.670175903358397,-1.70948252763908,-0.0505483638997014,1364384
