"mkm2d_ctvper_wavelet.LHH_glcm_ClusterShade_235","mkm2d_ctvper_wavelet.HHH_glcm_ClusterShade_232","sub"
-0.144990148925708,0.141302119791627,1085983
-0.122104946262199,-0.00689022574929549,1125173
-0.110304444002877,0.00672351484263847,1154608
-0.112155509348786,-0.38262934020151,1181124
-0.144241505402282,-0.550975534687903,1183075
-0.163742693725624,-0.0486426824450612,1232870
0.0625284951354875,-0.00277020692826966,1279943
-0.124233544460257,-0.468373814055168,1329352
-0.15173421948935,0.0928448920244961,1330263
-0.335968986421685,-0.471419464116879,1364384
-0.237595686152442,0.054645994841985,1386095
-0.0896133972513434,0.155037239200059,1458656
-0.186518544278312,-0.078528941985855,1485662
-0.0944321005270188,0.159969248288591,1497807
-0.109771308283066,-0.0232394122820458,1501387
-0.0567760764151667,-0.0266061746983344,1518948
-0.141949181140857,-0.0823854574855882,1526417
-0.172859077881633,-0.109085578717749,1565177
0.236559074371595,0.0143550802024942,1606693
-0.167209054437559,-0.0138135939083482,1612262
0.886672044051844,0.0230752983869135,1614566
-0.175007255441363,0.00242237255435413,1644034
-0.172736310870569,-0.762202744808532,1668599
-0.134914227125575,0.0544990496044778,1671370
0.107983753168929,-0.0142411004800677,1684230
-0.17808095194586,0.000601982937775235,1692385
-0.121413951014139,0.591393698794039,1720713
-0.123522733605888,-0.0393488898289954,1738800
-0.135452648225054,-0.414040472000942,1740845
-0.15763637834853,-0.502100383234141,1742294
-0.182141707647099,-1.44057881052464,1767700
0.352632866187893,-0.117116636361895,1768972
0.601965988770427,-0.134324183083919,1889409
-0.133813133840055,-0.0210928744505462,1915938
-0.022926976456649,-0.076907160214497,1916742
-0.0394401331981935,-0.0450955148616015,1919296
0.166393941330692,-0.0639684655970786,1926770
0.296478919424822,-0.0834539280466891,1938156
-0.161291447863641,-0.101100322099688,1938561
-0.203499984545353,0.0190239706812096,1966316
-0.134162387227438,-0.00476532464211161,1967281
2.3192758211642,-0.54435278239615,1973544
-0.236965217683018,-0.337669052725061,1975401
-0.184760051998555,-0.0324200464057735,1976407
-0.21241309978166,0.0585427245473046,1978972
-0.199612138410631,-0.0534710422705813,1979045
-0.152183836397136,-0.0130281067932674,1979422
0.150002748361274,0.0657555840564657,1980052
0.815240816176914,-0.0653671696163655,2001182
-0.176077858829702,0.726281179596535,2002465
-0.296344408464871,-0.0749772676145047,2004451
-0.116979282884343,0.109333392596656,2006164
-0.221351683867958,0.171872023886562,2007309
-0.152321184534762,-0.0162001563429619,2009915
-0.103835030266414,-0.308599869890771,2010259
0.163533243840273,-0.341290125907095,2010554
-0.0253198599993662,0.12499934698335,2026671
-0.193598722843434,-0.257343440045689,2033049
0.0524663877391213,-0.0520451360045724,2034136
-0.161852320506795,-0.0264677202272672,2040495
12.3848498851105,-1.42526524854639,2047354
-0.159588579793116,-0.250587318669401,2051378
-0.138064299831376,-0.136523272638686,2055667
-0.133700277922911,-0.086245129360466,2057358
-0.169305134779702,0.177803089813303,2059713
-0.180132407757852,0.0355993434346226,2069079
0.733514307354349,-0.0126949241503741,2070958
-0.120458694015499,-0.160328511514562,2072215
-0.154077152069585,-0.00643538485426081,2075832
-0.141083349026596,-0.0933460481056897,2075846
-0.161974910644099,-0.200038449152063,2076301
0.497239388626753,-0.242434848741095,2078198
-0.0119431880539373,12.6025912493355,2078899
0.00379333435206658,-0.0846183997700943,2085349
-0.474271197989571,1.40271854870417,2086044
-0.133325865677165,-0.0318722617963759,2091555
-0.159561167874134,-0.0183782619252691,2092954
-0.0785066001944718,-0.0627763355414053,2096627
-0.362056268456489,0.516751988742606,2100050
-0.146916223120774,-0.0291976648598334,2108003
-0.128127655936402,0.149553248281842,2109902
-0.0999721434775146,-0.0541850532482508,2110540
-0.199653225475099,0.0297424418346024,2116787
0.143033373739938,0.0152609537951514,2119177
0.230392866269243,-0.131747317719337,2131601
-0.0679718200794182,0.478024368010945,2132424
-0.136089739949939,0.0986056942693607,2132982
0.029909390965306,-0.160652650959295,2133204
0.571755475228424,0.494629138435278,2133380
-0.290898039186834,-0.279862199784079,2134220
-0.0338948776889984,-0.344099556902087,2135748
-0.252908016158083,1.01394718231256,2137799
-0.0267130025292801,-0.119672906038362,2138375
-0.197779590019081,-0.395537882188915,2138678
-0.103443245289446,-0.357002580758473,2139733
0.19228529587955,-0.030272556159696,2141116
-0.207618802992226,-0.623377220953966,2144796
-0.106805698250013,-0.29250192366629,2145166
-0.20502190202261,-0.126704694835575,2145694
-0.159425723230387,0.201906471672335,2146138
-0.147925373993869,0.0542295866903818,2151024
-0.144552506295857,-0.0364612440268767,215131
-0.041109161046527,0.07483664692259,2152442
-0.0954109117663778,-0.0344683211733878,2157529
-0.19000166509685,0.040278401182067,2158101
2.81016429254998,-0.0221774377643404,2158329
-0.159117897132347,0.0094113748292921,2168082
0.0122484274411997,-0.0461675186311457,2172217
0.177802728477639,-0.103346416352817,2176530
-3.58722705960133,-0.070522421250477,2176784
-0.10617323434422,0.753600336209489,2181724
-0.00415098884159268,-0.0435525373621601,2183291
-0.150037966110466,0.527635847055782,2183356
-0.135105767837071,0.0736161738892937,2185290
-0.144425039598697,0.259421334317475,2186951
-0.026362475723141,-0.114564260338604,2196212
0.433262672088209,-0.986267610764147,2199403
-0.214099951373279,0.45014507716653,2200416
-0.15133354106554,-0.0397560006971438,2200813
0.428216720180942,-0.346055800999926,2205389
-0.0846442731974496,-0.16956207179478,2212664
-0.125576276639347,0.0786801119954823,2217034
-0.0480958875339417,-0.0651244560818629,2218615
-0.964410331948207,-0.0151994550893701,2219842
-0.371594503073209,-0.295900777840733,2224150
-0.146763307136686,-0.0130969282552284,2228399
-0.0885256945077105,0.552520114614667,2228400
-0.17816423621436,0.159992952225926,2234271
-0.0602351150603998,0.893278576520079,2234422
-1.2670326450488,-0.154952467431919,2237571
0.133810596408955,0.00170024348646837,2244172
