"mkm7d_ptv6_original_shape_Sphericity_248","mkm7d_ptv6_wavelet.HLL_firstorder_Skewness_247","mkm7d_ptv6_wavelet.HHH_firstorder_Median_247","mkm7d_ptv6_wavelet.HLH_firstorder_Mean_246","mkm7d_ptv6_lbp.3D.k_glszm_LowGrayLevelZoneEmphasis_245","mkm7d_ptv6_logarithm_gldm_LargeDependenceLowGrayLevelEmphasis_231","mkm7d_ptv6_lbp.3D.m2_firstorder_Maximum_227","sub"
1.26304919603012,-0.217782127788377,0.0957977981249053,1.99014543575612,0.110466425964871,-0.121545921593889,-0.600364270405929,1085983
0.533656452086097,-0.15600983289224,-0.828220625663657,-0.0767679788967881,-0.998546467946143,-0.102134779631697,-0.406108925578006,1125173
0.539696920621081,1.34037272915119,3.15960405857205,-0.893897734670636,1.64276004197227,-0.245455424631869,1.32071434036418,1154608
1.18032951532809,-0.473835790402729,-0.19481228531074,-0.140868672519993,-0.490077699898447,-0.244536131006707,0.187775501141891,1181124
0.0369798798511974,0.053211486702324,-0.356137011923241,-1.09891481981862,-0.26914073725807,1.05768257329644,-0.600364270405929,1183075
0.483748936614683,0.112226860090337,-0.284794366232951,1.54655144535636,2.01632780989938,0.746523255206432,-0.600364270405929,1232870
0.636835331859607,-3.96013917630838,-0.16055948235294,1.4349431052117,0.42160858571589,-0.157622618096537,-0.406108925578006,1279943
-1.57371086894662,0.653097918889489,-0.372267528510246,-0.381629395332936,-0.515569883085096,-0.228145494453878,-0.600364270405929,1329352
-1.19026639050154,0.683534927764611,0.456429726600354,-0.326007868050328,1.47118910316694,-0.233602199137768,-0.600364270405929,1330263
0.90192016753852,1.29765262211729,1.52835850654097,0.539368180958934,-0.0422408941381617,-0.246520561230225,0.252196615395344,1364384
0.312723833355372,1.16347739101547,-1.21628052582742,-0.540598271831588,0.759345033918473,-0.166295647156375,-0.600364270405929,1386095
-1.50459136192332,0.658700961925249,-0.48597641457419,-1.05914683616583,-0.91581573773534,0.0696789967943352,-0.406108925578006,1458656
0.627867234430281,0.503391036455654,-0.19373048426914,-0.371327598549521,-1.12464677443599,-0.173641649223088,-0.519391651539076,1485662
0.693249085581562,-0.542443313162836,0.766668827358206,0.96344081397159,-0.213517731760945,-0.24392573652856,0.771618752442491,1497807
-1.06530084495932,1.01062351721503,-0.218381177817673,-1.64227526733492,0.00237538378241926,-0.14596134117177,-0.478591133318523,1501387
0.736488031819407,0.389291005404135,-0.303145196038407,-0.293993830631319,-0.152975925114629,0.186820677454112,-0.600364270405929,1518948
0.883888958507897,-1.6146768827335,0.125557027357828,-0.522280222942083,-0.0324181192644664,-0.238433819582078,-0.600364270405929,1526417
