"letm_prc_gradz_250","letm_prc_d5_241","letm_prc_grady_238","sub"
0.445320180145064,-0.761960774103833,-0.032135503569088,1085983
0.66599833412841,-0.0701151915430755,-0.541721505963586,1125173
-2.19079192707169,0.779268220786293,0.678075623592773,1154608
0.371994830537894,1.02220455046937,0.665396181059389,1181124
1.6178472301306,-0.340457907657809,-2.10904939954142,1183075
0.261001782647528,-0.796922566616173,-0.901940990802103,1232870
0.744613324823439,-0.0692590582551621,-0.921174962377445,1279943
-0.986941157711703,-0.205999158461192,-0.477336076376802,1329352
-1.15731274592841,0.77278142018299,-0.386196185420455,1330263
-5.12535097201929,2.94691163065337,-3.69679327552224,1364384
-0.229928028462109,0.642963265766854,-0.206906403130495,1386095
0.502356959807548,-0.939735400743658,-0.675478914698544,1458656
0.548494456371269,0.334955908972604,0.615483163300741,1485662
-0.0322795242350594,-0.805399776285626,-0.661856285489188,1497807
0.965451776569273,-0.207553521964703,-0.422558675443262,1501387
0.722675252478287,-1.76593450352681,-0.0774898771616647,1518948
0.148134523004953,1.57810886853013,-0.490444564217009,1526417
0.180040518332674,-0.836153452736918,-0.150152315781302,1565177
-0.470939058385694,0.991068807832817,0.872139304164885,1606693
1.05760989990091,0.212752931894326,0.332674041196562,1612262
-0.0866141507350884,0.497392691091595,-0.25509247767985,1614566
0.589513577836851,-1.4271466518209,0.229998894345211,1644034
0.274007276832324,1.3287752776073,-0.883634999925897,1668599
0.317579859750698,-0.511038952404362,-0.534990514726002,1671370
1.00401509261216,0.126598544156295,0.161584667441281,1684230
-0.288058303206105,-0.653648693822785,-0.599039429443903,1692385
0.374511526804316,-0.414701358035872,-1.085286483043,1720713
-0.0623722191004525,-1.05635969983497,-0.142881851906765,1738800
-0.905239068718384,0.391861690993959,0.471683403257314,1740845
-0.610714986798509,0.975032692301636,0.0776244651551155,1742294
0.403201385996638,0.847236639197664,1.05924220361385,1767700
-0.238693880925483,-0.368175867987998,0.295558683200434,1768972
0.418216651147146,-0.0222218622370688,0.121830858127094,1889409
