"letm_gtv_min_500","letm_gtv_std_500","letm_gtv_kurtosis_500","letm_gtv_d1_500","letm_gtv_v70_500","letm_gtv_subvol_x3of3_500","letm_gtv_gradx_500","letm_gtv_grady_500","letm_gtv_gradz_500","letm_gtv_m210_500","letm_gtv_m300_500","letm_gtv_m003_500","letm_gtv_m004_500","letm_gtv_m301_500","letm_gtv_compactness_500","letm_gtv_v33_499","letm_gtv_m011_499","letm_gtv_no_voxels_498","letm_gtv_subvol_x1of3_498","sub"
-0.512153658815083,-0.562605704325842,-0.267379123008051,-0.608301278502277,-0.574342544215255,-0.747192074508722,-0.98057216090086,0.158636809560619,0.260529811258593,-0.0282448371324635,-0.040134025736669,-0.140813482605031,-0.516463987892091,-0.0937209723250653,-0.566788604565588,0.306890605052594,0.0302837759369142,-0.35980948008271,0.50461901119969,1085983
-0.65204828227473,-0.0839759148673695,-0.438004741133652,-0.534056990756069,-0.661729323599763,-1.32862995138969,-0.732904411055954,-0.29544273849034,0.771584186139935,-0.0415690460610753,-0.143356897407073,-0.128772609329201,-0.365521468049207,-0.153751881412775,-1.272757948692,0.306890605052594,0.0369713009977669,1.9564330716305,0.256426274228745,1125173
2.10782953812438,0.902173767103425,-0.498343033592041,1.86337021631148,4.03459522898745,2.93538613731851,0.955221379369767,1.85449158049298,-3.71422827806996,-0.21871195572697,-0.229431065184081,-0.15346033656178,-0.578217732049174,0.182166899438833,1.27191885234705,0.306890605052594,0.179853528221287,-0.640581918778702,1.83521105886953,1154608
-1.31404393755973,0.962607579051372,-0.466104998398934,-0.023990397889661,-0.246137155383336,-1.00381468648149,-0.946759042568941,0.866488980010975,-0.613136014007657,-0.0443540917112153,-0.105012966796214,0.190441885771673,-0.345459286981143,-0.0512716516063711,-0.714859322250311,-0.697313061313811,0.0954626597474932,-0.00689291878169332,0.218236910693191,1181124
0.588167055607467,-0.313494107473485,-0.43918476328163,0.103152163777336,1.03028174225356,1.36409153808607,1.44264934989931,0.0330886628224027,2.1439151000884,-0.628380663862027,-0.113574345142069,0.0323934074599278,-0.218296591774558,-0.282289630048339,1.21577854575101,0.306890605052594,0.365974610322848,-0.633644983912835,0.142553081842008,1183075
1.00861075443998,-0.537871368218146,-0.467886813283779,-0.165451894549451,0.308886468989571,-0.117764588927735,-1.24161912771259,-0.66526100561246,0.220578607113768,-0.0999536684367427,-0.259140081461538,-0.268640507477878,-0.473883089231471,-0.403820064821825,0.489947972958272,0.306890605052594,0.219540908654392,-0.631390480081428,1.21456697181361,1232870
-0.265382206264865,0.772068901285643,-0.26491994396696,0.576222147975664,0.194939334520629,-1.04166465500988,-1.22645439518077,-0.47438497077398,0.673695107520537,-0.085124639753229,0.0857239708886089,-0.0289462388492555,-0.289336248399671,-0.133983982793606,-1.17141146066789,0.306890605052594,-0.453377509414064,0.909823023742715,1.4001442698923,1279943
0.0201444870356202,-0.254938538575067,-0.793091016524871,-0.805774934920844,-0.740528532732706,0.380285880518542,0.246718782985622,-0.807195621335088,-0.683913567576753,0.286660348774774,2.3012083294275,0.0979713131160805,0.212440126256802,-2.87882678276711,0.548373278572488,0.306890605052594,-0.886129721602458,-0.550401765522423,-0.993783271881039,1329352
-0.73923997317574,0.22751754736782,-0.588710832146632,-0.344159248516471,-0.292318845462186,0.0784526495367151,0.834219488929656,-0.429776435504416,-1.47257760944502,0.703408716608278,0.664586621550474,-0.424342688839957,-0.413272149712467,0.900245806496577,-0.0114938436935177,0.306890605052594,0.0941373545144446,-0.225059520313231,-0.306944747216768,1330263
3.1807378632769,-1.09562656209446,-0.150072796108649,0.979527105166089,4.78713933181845,3.07042114979187,2.11164380681158,-3.85196625904264,-6.00628614577037,-0.115298860212321,-0.186987719443344,-0.246974408082623,-0.623482967217606,0.00119959273304528,3.85573904140306,0.306890605052594,-0.369200946600993,-0.710818384295612,2.49384713267183,1364384
