"letm_ctv_min_250","letm_ctv_max_250","letm_ctv_std_250","letm_ctv_d6_250","letm_ctv_subvol_x1of3_250","letm_ctv_subvol_z1of3_250","letm_ctv_subvol_x3of3_250","letm_ctv_subvol_z3of3_250","letm_ctv_gradx_250","letm_ctv_gradz_250","letm_ctv_m011_250","letm_ctv_m201_250","letm_ctv_m120_250","letm_ctv_m021_250","letm_ctv_m102_250","letm_ctv_m030_250","letm_ctv_compactness_250","letm_ctv_density_250","letm_ctv_eigen_min_250","sub"
-1.2263549561839,-0.772817526864554,-0.214341582468373,-0.535280579405072,0.664767358176735,-0.695437505789785,-1.21393600804114,-0.0885634186188,-1.11024372559775,0.35917220619842,-0.23949060126423,0.0792751801620301,-0.0328747230065958,-0.194118012819236,-0.0202606032188627,-0.0261440339264002,-0.682970995875177,-0.308516123733804,-0.264439050072652,1085983
-0.404575248856877,-0.277739188695042,0.0956469717360596,-0.182497287091496,0.611080472797591,-1.11915017115123,-1.29133531904513,0.183789847632825,-0.851845013771317,0.736525839986521,0.0555469472061923,-0.324321082343727,0.0515186404544002,-0.0906614383866532,0.427546683037797,-0.0708981937155375,-1.35594074864144,-0.44643790287121,1.93835053510049,1125173
1.92628886832569,0.0706246186703456,0.0686507033496607,2.39825565332405,1.20853058905748,1.9480576359565,1.94420747361743,1.59595958717409,0.703132256659528,-3.02202103444495,0.34858655121393,-0.225683151353668,-0.535645878582289,-0.305623445726196,-0.221780595610506,-0.42476922392463,2.16258015150272,0.966455859777556,-0.661043300081743,1154608
-1.39239861666076,2.79893808595076,1.66078513318576,0.295668689398835,0.742685100448782,0.100022327500779,-1.36411423326037,-1.36548610707094,-1.41747138481032,-0.0197547270237857,0.0839896126139924,-0.14327458866166,0.0951332962556634,-0.171981424472986,-0.137951705738613,0.00343065192272897,-0.65355084398301,-0.354391638802594,-0.0738480282037289,1181124
0.684525372702534,-0.381405750841966,-0.207970425091687,0.565642298723759,-0.452186683532854,-0.123513968405004,1.52123073314435,1.79399961531209,1.4749017584933,2.09349639947214,0.336457856733729,-0.771802516835269,-0.477098824714607,0.0276526532771893,0.205864555287235,-0.100163431256301,0.987571791344595,0.302274924115887,-0.626041692886026,1183075
0.335737871209022,-0.819286570478224,-0.873665996588422,-0.166454994322587,0.974768611856054,-0.0532189106190217,-0.413678361754294,0.730781166611321,-1.20095349873168,0.0895607428745375,0.306207850394901,0.213044243686037,0.0604748464204838,-0.0962705883702367,0.247499306871517,-0.0848300338215919,0.743073617285768,0.913494352674483,-0.644100253416659,1232870
-0.301131593951799,-0.510157793800305,0.168139063609944,0.132964487206218,0.946968663921552,-1.01175370203708,-1.32867235836862,0.310053718427886,-0.973432753833553,0.803415242929159,-0.736970941140604,-0.181155301823823,-0.177540441472798,-0.146911783539486,-0.374785064141405,0.0396843459513109,-1.14925747960359,-0.416345315657788,0.467994646280733,1279943
-0.793163646436058,-0.00599574935364209,0.164815920125616,-0.282841023319787,-1.00342503886081,-0.0763197110060275,0.335658705685519,-0.745033129984106,0.51414012426254,-1.00413255110095,-1.0344142514872,-1.34061502794214,-0.52226788566948,0.636868996135764,0.346451492245947,-0.615011428107219,0.785553411437837,-0.278771878144651,-0.515792547589978,1329352
-0.90923271704943,-0.0750404992843398,0.745724833926278,0.575641135942908,-0.371255573628348,0.598733909588309,0.67273912763885,-0.489136422130147,1.00469923938021,-1.68436984970883,0.106292403160544,-0.640450255364535,0.597799362215953,0.0316365348605305,-1.110677530281,0.0621793803397615,-0.0303766628026754,-0.379961085816834,-0.34078370943899,1330263
2.37337040036287,0.401374865376891,0.187063266236297,3.66460590251902,1.83868383368857,3.82278722441612,3.51274133075381,3.8034936645454,2.35082378987089,-6.35799804165169,-0.738457199930388,0.167401409393548,-0.0872488034287009,-0.088855094136871,-0.181936485016243,-0.0910193380922706,4.0174271889909,7.56548451409684,-0.668200060032523,1364384
